COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,REGISTERED VOTERS - Republican Party,REGISTERED VOTERS - Democratic Party,REGISTERED VOTERS - NONPARTISAN,BALLOTS CAST TOTAL,BALLOTS CAST - Republican Party,BALLOTS CAST - Democratic Party,BALLOTS CAST - NONPARTISAN,BALLOTS CAST BLANK,"REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28",REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Attorney General,REP Attorney General,REP Attorney General,REP Attorney General,REP Attorney General,REP Attorney General,REP Comptroller of Public Accounts,REP Comptroller of Public Accounts,REP Comptroller of Public Accounts,REP Comptroller of Public Accounts,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,"REP Justice, Supreme Court, Pl 3","REP Justice, Supreme Court, Pl 3","REP Justice, Supreme Court, Pl 3","REP Justice, Supreme Court, Pl 5","REP Justice, Supreme Court, Pl 5","REP Justice, Supreme Court, Pl 5","REP Justice, Supreme Court, Pl 9","REP Justice, Supreme Court, Pl 9","REP Justice, Supreme Court, Pl 9","REP Justice, Supreme Court, Pl 9","REP Judge, Ct of Crim App, Pl 2","REP Judge, Ct of Crim App, Pl 2","REP Judge, Ct of Crim App, Pl 2","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 6","REP Judge, Ct of Crim App, Pl 6","REP Judge, Ct of Crim App, Pl 6","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 24","REP State Senator, Dist 24","REP State Senator, Dist 24","REP State Senator, Dist 24","REP State Senator, Dist 24","REP Justice, 4th Ct of App Dist, Pl 6","REP Justice, 4th Ct of App Dist, Pl 6","REP Justice, 4th Ct of App Dist, Pl 6","REP Justice, 4th Ct of App Dist, Pl 7","REP Justice, 4th Ct of App Dist, Pl 7","REP Justice, 4th Ct of App Dist, Pl 7","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 218th Judicial Dist","REP Dist Judge, 218th Judicial Dist","REP Dist Judge, 218th Judicial Dist",REP County Judge,REP County Judge,REP County Judge,REP County Judge,REP County Judge,"REP Judge, County Court at Law","REP Judge, County Court at Law","REP Judge, County Court at Law",REP District Clerk,REP District Clerk,REP District Clerk,REP County Clerk,REP County Clerk,REP County Clerk,REP County Clerk,REP County Treasurer,REP County Treasurer,REP County Treasurer,REP County Commissioner Pct 2,REP County Commissioner Pct 2,REP County Commissioner Pct 2,REP County Commissioner Pct 2,REP County Commissioner Pct 4,REP County Commissioner Pct 4,REP County Commissioner Pct 4,REP County Commissioner Pct 4,REP JOP Pct 1,REP JOP Pct 1,REP JOP Pct 1,REP JOP Pct 2,REP JOP Pct 2,REP JOP Pct 2,REP JOP Pct 2,REP JOP Pct 3,REP JOP Pct 3,REP JOP Pct 3,REP JOP Pct 3,REP JOP Pct 4,REP JOP Pct 4,REP JOP Pct 4,REP JOP Pct 4,REP JOP Pct 4,REP County Chair,REP County Chair,REP County Chair,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 10,REP Proposition 10,REP Proposition 10,REP Proposition 10,"DEM US Representative, District 28","DEM US Representative, District 28","DEM US Representative, District 28","DEM US Representative, District 28","DEM US Representative, District 28",DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,"DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 24","DEM State Senator, Dist 24","DEM State Senator, Dist 24","DEM State Senator, Dist 24","DEM State Representative, Dist 80","DEM State Representative, Dist 80","DEM State Representative, Dist 80","DEM Justice, 4th Ct of App Dist, Pl 6","DEM Justice, 4th Ct of App Dist, Pl 6","DEM Justice, 4th Ct of App Dist, Pl 6","DEM Justice, 4th Ct of App Dist, Pl 7","DEM Justice, 4th Ct of App Dist, Pl 7","DEM Justice, 4th Ct of App Dist, Pl 7",DEM County Judge,DEM County Judge,DEM County Judge,DEM County Commissioner Pct 2,DEM County Commissioner Pct 2,DEM County Commissioner Pct 2,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 3,DEM JOP Pct 3,DEM JOP Pct 3,DEM County Chair,DEM County Chair,DEM County Chair,
ATASC,0015,Precinct 17,0,0,0,0,19,4,15,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,4,0,0,0,0,0,2,0,0,1,0,1,0,0,1,3,0,0,0,1,0,0,1,2,0,0,4,0,0,4,0,0,3,1,0,0,4,0,0,1,3,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,2,0,2,0,0,4,0,0,1,3,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,1,0,0,1,3,0,0,4,0,0,0,4,0,0,0,3,1,0,0,4,0,0,0,4,0,0,0,2,2,0,0,3,1,0,0,4,0,10,1,0,0,1,10,0,2,0,2,7,2,4,0,2,6,1,4,0,2,0,2,6,3,3,0,3,6,4,0,3,0,2,11,2,0,2,13,0,2,13,0,2,13,0,2,12,0,3,13,0,2,12,0,3,6,3,4,0,2,0,0,0,6,5,0,4,13,0,2,14,0,1,14,0,1,14,0,1,0,0,0,0,0,0,15,0,0,14,0,1,
ATASC,0015,Precinct 17,0,0,0,0,220,143,77,0,0,44,8,14,27,8,8,13,0,21,88,2,0,14,1,7,6,13,0,12,4,2,2,14,80,14,0,27,24,38,31,36,0,14,84,17,0,42,42,15,9,13,1,11,7,11,0,34,44,65,8,0,26,19,26,7,45,11,0,35,92,0,51,91,0,52,56,46,0,41,86,0,57,60,42,0,41,92,0,51,46,56,0,41,0,0,0,33,75,17,0,18,94,0,49,92,0,51,52,40,27,0,24,96,0,47,26,49,57,0,11,94,0,49,94,0,49,32,100,0,11,95,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,43,0,5,0,0,0,0,0,88,0,55,118,11,0,14,115,12,0,16,117,17,0,9,120,10,0,13,109,19,0,15,94,25,0,24,124,7,0,12,117,14,0,12,118,15,0,10,123,11,0,9,31,1,45,0,0,5,1,65,3,1,0,2,28,21,19,0,9,12,3,49,2,2,0,9,50,11,7,0,9,43,12,4,8,0,10,62,6,0,9,61,0,16,62,0,15,64,0,13,66,0,11,59,0,18,59,0,18,46,11,12,0,8,0,0,0,48,15,0,14,61,0,16,65,0,12,64,0,13,71,0,6,0,0,0,0,0,0,68,0,9,62,0,15,
ATASC,0015,Precinct 17,0,0,0,0,162,78,84,0,0,11,6,16,6,8,9,7,0,15,49,2,0,7,0,5,4,3,0,8,4,1,4,6,42,4,0,17,14,24,15,12,0,13,39,14,0,25,18,7,7,10,1,5,2,3,0,25,22,32,3,0,21,18,7,4,17,3,0,29,47,0,31,47,0,31,28,19,0,31,44,0,34,28,19,0,31,45,0,33,21,34,0,23,0,0,0,22,34,7,0,15,44,0,34,47,0,31,19,24,16,0,19,52,0,26,17,37,18,0,6,50,0,28,50,0,28,22,48,0,8,52,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,0,6,0,0,0,0,0,51,0,27,65,5,0,8,58,9,0,11,54,16,0,8,61,7,0,10,60,5,0,13,53,9,0,16,66,0,0,12,61,4,0,13,60,7,0,11,66,3,0,9,47,2,35,0,0,9,4,64,2,2,0,3,30,20,15,0,19,14,5,48,4,4,0,9,50,10,8,0,16,45,9,6,9,0,15,58,11,0,15,63,0,21,61,0,23,61,0,23,67,0,17,60,0,24,58,0,26,39,10,24,0,11,0,0,0,53,12,0,19,59,0,25,65,0,19,65,0,19,68,0,16,0,0,0,0,0,0,72,0,12,61,0,23,
ATASC,0015,Precinct 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATASC,0016,Precinct 18,0,0,0,0,8,2,6,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,2,0,1,1,0,0,1,0,1,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,4,0,0,0,0,5,0,0,0,1,0,3,0,0,3,0,0,2,1,0,0,3,3,0,0,0,3,3,0,0,0,0,3,2,1,0,3,4,0,2,2,0,4,2,0,4,3,0,3,2,0,4,2,0,4,0,0,2,0,4,3,0,3,0,0,0,0,3,0,3,3,0,3,2,0,4,4,0,2,0,0,0,0,0,0,5,0,1,3,0,3,
ATASC,0016,Precinct 18,0,0,0,0,109,91,18,0,0,30,9,16,6,6,10,3,0,11,65,0,2,9,0,5,2,6,0,2,5,2,4,8,59,5,0,8,11,36,19,21,0,4,57,14,0,20,30,10,6,6,0,6,6,9,0,18,31,46,3,0,11,13,13,11,22,11,0,21,62,0,29,61,0,30,30,37,0,24,62,0,29,38,24,0,29,61,0,30,28,43,0,20,60,0,31,0,0,0,0,0,63,0,28,59,0,32,30,24,26,0,11,63,0,28,18,39,33,0,1,67,0,24,67,0,24,16,65,0,10,69,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,18,0,13,0,0,0,0,0,61,0,30,86,2,0,3,74,7,0,10,77,12,0,2,81,5,0,5,74,12,0,5,67,14,0,10,85,2,0,4,81,7,0,3,76,10,0,5,80,7,0,4,5,1,12,0,0,0,1,14,1,2,0,0,5,4,7,0,2,4,0,7,2,3,0,2,8,6,2,0,2,7,5,2,2,0,2,13,4,0,1,17,0,1,17,0,1,17,0,1,17,0,1,16,0,2,16,0,2,8,2,6,0,2,16,0,2,0,0,0,0,15,0,3,15,0,3,15,0,3,16,0,2,0,0,0,0,0,0,17,0,1,15,0,3,
ATASC,0016,Precinct 18,0,0,0,0,206,156,50,0,0,37,17,26,12,11,17,8,0,28,93,1,2,25,1,10,8,7,0,9,7,6,8,11,93,5,0,26,18,75,14,32,0,17,94,16,0,46,41,13,13,9,1,13,5,13,0,48,37,76,8,0,35,24,11,15,41,16,0,49,109,0,47,107,0,49,57,44,0,55,103,0,53,65,38,0,53,103,0,53,33,69,0,54,104,0,52,0,0,0,0,0,106,0,50,103,0,53,57,28,35,0,36,110,0,46,21,69,45,0,21,108,0,48,110,0,46,27,117,0,12,116,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,20,0,39,0,0,0,0,0,104,0,52,140,8,0,8,128,19,0,9,132,16,0,8,140,9,0,7,129,18,0,9,126,19,0,11,146,2,0,8,135,13,0,8,144,7,0,5,142,7,0,7,22,0,25,0,3,5,0,40,1,1,0,3,13,17,12,0,8,5,0,30,5,2,0,8,22,15,5,0,8,22,2,3,15,0,8,35,5,0,10,34,0,16,34,0,16,36,0,14,40,0,10,34,0,16,33,0,17,28,5,11,0,6,39,0,11,0,0,0,0,33,0,17,38,0,12,36,0,14,36,0,14,0,0,0,0,0,0,37,0,13,32,0,18,
ATASC,0016,Precinct 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATASC,0017,Precinct 19,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,3,0,0,0,0,1,4,0,0,0,1,0,3,0,1,0,0,1,4,0,0,0,2,0,1,2,0,0,4,1,0,0,4,0,1,3,0,2,5,0,0,4,0,1,5,0,0,3,0,2,3,0,2,0,0,0,0,0,5,0,0,0,3,0,2,5,0,0,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0,5,0,0,
ATASC,0017,Precinct 19,0,0,0,0,53,41,12,0,0,13,8,7,6,1,4,2,0,0,25,0,1,6,0,5,3,0,0,1,1,2,1,5,28,2,0,2,7,17,7,8,0,2,34,4,0,3,11,7,1,1,0,5,1,8,0,7,11,23,2,0,5,11,5,6,9,4,0,6,35,0,6,34,0,7,21,13,0,7,34,0,7,23,10,0,8,34,0,7,16,18,0,7,0,0,0,5,30,2,0,4,33,0,8,35,0,6,16,6,15,0,4,35,0,6,10,19,12,0,0,36,0,5,35,0,6,10,30,0,1,37,0,4,0,0,0,0,21,18,0,2,0,0,0,0,0,0,0,0,0,0,0,9,19,12,0,1,36,0,5,39,1,0,1,32,6,0,3,36,3,0,2,38,1,0,2,34,5,0,2,29,6,0,6,39,0,0,2,39,0,0,2,35,4,0,2,38,1,0,2,9,0,3,0,0,0,0,11,0,0,0,1,4,4,2,0,2,1,0,6,0,3,0,2,4,3,3,0,2,4,0,3,3,0,2,9,1,0,2,9,0,3,9,0,3,9,0,3,10,0,2,9,0,3,9,0,3,5,1,5,0,1,0,0,0,7,3,0,2,9,0,3,10,0,2,9,0,3,12,0,0,0,0,0,0,0,0,0,0,0,9,0,3,
ATASC,0017,Precinct 19,0,0,0,0,54,46,8,0,0,13,3,8,13,2,4,2,0,1,36,0,0,3,0,4,0,2,0,1,5,2,1,6,28,2,0,2,3,18,3,20,0,2,36,4,0,6,20,3,3,2,0,4,1,6,0,7,21,19,3,0,3,12,8,4,12,4,0,6,37,0,9,37,0,9,23,14,0,9,35,0,11,27,10,0,9,37,0,9,17,17,0,12,0,0,0,3,35,4,0,4,38,0,8,35,0,11,18,6,19,0,3,38,0,8,9,20,16,0,1,39,0,7,37,0,9,10,31,0,5,41,0,5,0,0,0,0,16,26,0,4,0,0,0,0,0,0,0,0,0,0,0,9,22,12,0,3,35,0,11,43,3,0,0,39,6,0,1,37,7,0,2,39,5,0,2,39,5,0,2,35,9,0,2,46,0,0,0,38,5,0,3,41,4,0,1,44,0,0,2,1,3,4,0,0,1,0,4,1,1,0,1,3,2,1,0,2,1,2,3,0,0,0,2,5,0,1,0,2,2,1,1,2,0,2,6,0,0,2,6,0,2,6,0,2,6,0,2,7,0,1,6,0,2,6,0,2,1,2,3,0,2,0,0,0,5,1,0,2,6,0,2,6,0,2,6,0,2,8,0,0,0,0,0,0,0,0,0,0,0,6,0,2,
ATASC,0017,Precinct 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATASC,0018,Precinct 20,0,0,0,0,49,27,22,0,0,6,1,8,1,1,7,0,0,3,19,0,0,3,0,0,0,3,0,2,2,2,1,0,18,1,0,3,2,14,5,6,0,0,19,3,0,5,11,0,1,3,0,2,0,3,0,7,8,12,3,0,4,4,3,0,12,2,0,6,21,0,6,21,0,6,8,9,0,10,21,0,6,14,7,0,6,20,0,7,8,12,0,7,0,0,0,6,20,1,0,0,20,0,7,20,0,7,4,1,21,0,1,21,0,6,3,12,10,0,2,24,0,3,25,0,2,5,22,0,0,24,0,3,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,10,0,0,22,0,5,23,4,0,0,21,4,0,2,18,8,0,1,21,4,0,2,22,3,0,2,13,12,0,2,25,2,0,0,23,2,0,2,22,3,0,2,21,3,0,3,12,0,10,0,0,0,0,21,0,1,0,0,15,2,3,0,2,8,0,9,4,0,0,1,7,7,7,0,1,6,11,1,3,0,1,17,3,0,2,22,0,0,21,0,1,20,0,2,21,0,1,21,0,1,20,0,2,11,6,4,0,1,0,0,0,14,6,0,2,21,0,1,22,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,
ATASC,0018,Precinct 20,0,0,0,0,646,573,73,0,0,184,53,110,81,55,33,13,0,44,416,5,2,49,12,43,25,16,0,5,26,16,17,38,417,33,0,26,73,289,78,118,0,15,414,68,0,91,228,27,55,29,8,51,11,53,0,111,177,285,37,0,74,79,85,73,172,60,0,104,446,0,127,442,0,131,258,190,0,125,415,0,158,312,126,0,135,429,0,144,190,256,0,127,0,0,0,87,415,42,0,29,428,0,145,409,0,164,206,73,243,0,51,427,0,146,97,270,197,0,9,441,0,132,460,0,113,99,409,0,65,479,0,94,0,0,0,0,329,218,0,26,0,0,0,0,0,0,0,0,0,0,0,120,232,192,0,29,427,0,146,523,37,0,13,436,112,0,25,495,72,0,6,518,39,0,16,456,88,0,29,435,115,0,23,537,25,0,11,519,41,0,13,484,78,0,11,506,49,0,18,34,0,38,0,1,6,1,62,0,2,0,2,29,20,15,0,9,15,2,34,7,7,0,8,36,13,15,0,9,29,17,11,9,0,7,54,8,0,11,60,0,13,61,0,12,61,0,12,59,0,14,55,0,18,55,0,18,37,12,17,0,7,0,0,0,53,9,0,11,57,0,16,59,0,14,60,0,13,64,0,9,0,0,0,0,0,0,0,0,0,60,0,13,
ATASC,0018,Precinct 20,0,0,0,0,442,375,67,0,0,116,32,76,44,33,24,9,0,41,261,1,3,29,8,30,20,20,0,3,24,11,18,29,240,20,0,33,41,167,45,113,0,9,266,42,0,67,131,24,33,24,6,44,10,29,0,74,119,172,30,0,54,78,55,39,86,44,0,73,281,0,94,279,0,96,178,108,0,89,261,0,114,185,100,0,90,269,0,106,116,176,0,83,0,0,0,64,244,40,0,27,267,0,108,262,0,113,132,88,111,0,44,281,0,94,80,151,132,0,12,297,0,78,288,0,87,68,259,0,48,305,0,70,0,0,0,0,187,162,0,26,0,0,0,0,0,0,0,0,0,0,0,81,143,117,0,34,282,0,93,341,23,0,11,312,44,0,19,316,47,0,12,321,44,0,10,288,65,0,22,281,76,0,18,353,11,0,11,331,34,0,10,326,43,0,6,341,22,0,12,37,2,27,0,1,4,0,59,0,3,0,1,27,18,19,0,3,14,5,33,9,1,0,5,37,8,18,0,4,34,10,12,7,0,4,54,9,0,4,60,0,7,59,0,8,60,0,7,63,0,4,62,0,5,59,0,8,40,9,15,0,3,0,0,0,51,13,0,3,61,0,6,62,0,5,63,0,4,63,0,4,0,0,0,0,0,0,0,0,0,60,0,7,
ATASC,0018,Precinct 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
