political_subdivision,election_date,election_name,total provisional ballots,total provisonal ballots counted,precinct_number,reg_voters,race_name,candidate_name,early_votes,election_name
Bee County,3/1/2022,Primary,,,19,614,"Justice, Supreme Court, Place 3",Erin A Nowell,16,3
Bee County,3/1/2022,Primary,,,19,614,"Justice, Supreme Court, Place 5",Amanda Reichek,16,3
Bee County,3/1/2022,Primary,,,19,614,"Justice, Supreme Court, Place 9",Julia Maldonado,18,3
Bee County,3/1/2022,Primary,,,19,614,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,16,3
Bee County,3/1/2022,Primary,,,19,614,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,16,3
Bee County,3/1/2022,Primary,,,19,614,"Member, State Board of Education, District No. 3",Marisa B. Perez-Diaz,17,3
Bee County,3/1/2022,Primary,,,19,614,"State Senator, District No. 27",Morgan Lamantia,5,0
Bee County,3/1/2022,Primary,,,19,614,"State Senator, District No. 27",Alex Dominguez,5,2
Bee County,3/1/2022,Primary,,,19,614,"State Senator, District No. 27",Sara Stapleton-Barrera,10,0
Bee County,3/1/2022,Primary,,,19,614,"State Senator, District No. 27",Salomon Torres,0,2
Bee County,3/1/2022,Primary,,,19,614,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,16,2
Bee County,3/1/2022,Primary,,,19,614,"Justice of the Peace, Precinct No. 3",Abel Suniga,14,2
Bee County,3/1/2022,Primary,,,19,614,"United States Representative, District No. 27",Michael Cloud,4,8
Bee County,3/1/2022,Primary,,,19,614,"United States Representative, District No. 27",Chris Mapp,0,0
Bee County,3/1/2022,Primary,,,19,614,"United States Representative, District No. 27",AJ Louderback,2,0
Bee County,3/1/2022,Primary,,,19,614,"United States Representative, District No. 27",Eric Mireles,1,4
Bee County,3/1/2022,Primary,,,19,614,"United States Representative, District No. 27",Andrew Alvarez,3,4
Bee County,3/1/2022,Primary,,,19,614,Governor,Rick Perry,1,2
Bee County,3/1/2022,Primary,,,19,614,Governor,Chad Prather,0,0
Bee County,3/1/2022,Primary,,,19,614,Governor,Danny Harrison,0,0
Bee County,3/1/2022,Primary,,,19,614,Governor,Greg Abbott,8,10
Bee County,3/1/2022,Primary,,,19,614,Governor,Kandy Kaye Horn,0,1
Bee County,3/1/2022,Primary,,,19,614,Governor,Don Huffines,0,0
Bee County,3/1/2022,Primary,,,19,614,Governor,Paul Belew,1,0
Bee County,3/1/2022,Primary,,,19,614,Governor,Allen B. West,1,3
Bee County,3/1/2022,Primary,,,19,614,Lieutenant Governor,Zach Vance,2,1
Bee County,3/1/2022,Primary,,,19,614,Lieutenant Governor,Daniel Miller,0,2
Bee County,3/1/2022,Primary,,,19,614,Lieutenant Governor,Aaron Sorrells,0,3
Bee County,3/1/2022,Primary,,,19,614,Lieutenant Governor,Dan Patrick,8,8
Bee County,3/1/2022,Primary,,,19,614,Lieutenant Governor,Trayce Bradford,0,1
Bee County,3/1/2022,Primary,,,19,614,Lieutenant Governor,Todd M. Bullis,0,0
Bee County,3/1/2022,Primary,,,19,614,Attorney General,Louie Gohmert,1,3
Bee County,3/1/2022,Primary,,,19,614,Attorney General,George P. Bush,3,4
Bee County,3/1/2022,Primary,,,19,614,Attorney General,Eva Guzman,2,8
Bee County,3/1/2022,Primary,,,19,614,Attorney General,Ken Paxton,4,1
Bee County,3/1/2022,Primary,,,19,614,Comptroller of Public Accounts,Mark V. Goloby,3,4
Bee County,3/1/2022,Primary,,,19,614,Comptroller of Public Accounts,Glenn Hegar,7,10
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Jon Spiers,3,2
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Weston Martinez,2,1
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Don W. Minton,1,0
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Victor Avila,1,3
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Dawn Buckingham,2,3
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Rufus Lopez,0,1
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Ben Armenta,1,1
Bee County,3/1/2022,Primary,,,19,614,Commissioner of the General Land Office,Tim Westley,0,2
Bee County,3/1/2022,Primary,,,19,614,Commissioner of Agriculture,James White,7,7
Bee County,3/1/2022,Primary,,,19,614,Commissioner of Agriculture,Carey A. Counsil,1,2
Bee County,3/1/2022,Primary,,,19,614,Commissioner of Agriculture,Sid Miller,3,6
Bee County,3/1/2022,Primary,,,19,614,Railroad Commissioner,Sarah Stogner,2,3
Bee County,3/1/2022,Primary,,,19,614,Railroad Commissioner,Wayne Christian,4,6
Bee County,3/1/2022,Primary,,,19,614,Railroad Commissioner,Dawayne Tipton,1,2
Bee County,3/1/2022,Primary,,,19,614,Railroad Commissioner,"Marvin ""Sarge"" Summers",3,1
Bee County,3/1/2022,Primary,,,19,614,Railroad Commissioner,Tom Slocum Jr,1,2
Bee County,3/1/2022,Primary,,,19,614,"Justice, Supreme Court, Place 3",Debra Lehrmann,10,13
Bee County,3/1/2022,Primary,,,19,614,"Justice, Supreme Court, Place 5",Rebeca Huddle,9,12
Bee County,3/1/2022,Primary,,,19,614,"Justice, Supreme Court, Place 9",David J. Schenck,4,1
Bee County,3/1/2022,Primary,,,19,614,"Justice, Supreme Court, Place 9",Evan Young,7,12
Bee County,3/1/2022,Primary,,,19,614,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,8,12
Bee County,3/1/2022,Primary,,,19,614,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,7,10
Bee County,3/1/2022,Primary,,,19,614,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,3,3
Bee County,3/1/2022,Primary,,,19,614,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",8,12
Bee County,3/1/2022,Primary,,,19,614,"Member, State Board of Education, District No. 3",Lana Jean Holland,5,7
Bee County,3/1/2022,Primary,,,19,614,"Member, State Board of Education, District No. 3",Ken Morrow,5,6
Bee County,3/1/2022,Primary,,,19,614,"State Senator, District No. 27",Isreal Salinas,4,2
Bee County,3/1/2022,Primary,,,19,614,"State Senator, District No. 27",Adam Hinojosa,4,9
Bee County,3/1/2022,Primary,,,19,614,"State Senator, District No. 27",Raul Torres,3,3
Bee County,3/1/2022,Primary,,,19,614,"State Representative,  District No. 43",J.M. Lozano,8,12
Bee County,3/1/2022,Primary,,,19,614,"Justice, 13th Court of Appeals District, Place No. 3",Ysmael Fonseca,4,5
Bee County,3/1/2022,Primary,,,19,614,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,7,8
Bee County,3/1/2022,Primary,,,19,614,"District Judge, 36th Judicial District",Starr Bauer,8,14
Bee County,3/1/2022,Primary,,,19,614,"District Judge, 156th Judicial District",Patrick L. Flanigan,9,13
Bee County,3/1/2022,Primary,,,19,614,County Judge,George Poe Trace Morrill III,8,17
Bee County,3/1/2022,Primary,,,19,614,District Clerk,Zenaida Silva,8,15
Bee County,3/1/2022,Primary,,,19,614,County Clerk,Nickelle Clark Gonzales,2,9
Bee County,3/1/2022,Primary,,,19,614,County Clerk,Michele Bridge,9,8
Bee County,3/1/2022,Primary,,,19,614,"Justice of the Peace, Precinct No. 3",Dennis Phipps,9,13
Bee County,3/1/2022,Primary,,,19,614,County Chairman,Patty Johnson,9,13
Bee County,3/1/2022,Primary,,,19,614,Proposition 1,YES,8,12
Bee County,3/1/2022,Primary,,,19,614,Proposition 1,NO,1,4
Bee County,3/1/2022,Primary,,,19,614,Proposition 2,YES,10,12
Bee County,3/1/2022,Primary,,,19,614,Proposition 2,NO,0,3
Bee County,3/1/2022,Primary,,,19,614,Proposition 3,YES,8,15
Bee County,3/1/2022,Primary,,,19,614,Proposition 3,NO,2,2
Bee County,3/1/2022,Primary,,,19,614,Proposition 4,YES,6,11
Bee County,3/1/2022,Primary,,,19,614,Proposition 4,NO,4,3
Bee County,3/1/2022,Primary,,,19,614,Proposition 5,YES,7,12
Bee County,3/1/2022,Primary,,,19,614,Proposition 5,NO,2,2
Bee County,3/1/2022,Primary,,,19,614,Proposition 6,YES,9,11
Bee County,3/1/2022,Primary,,,19,614,Proposition 6,NO,1,4
Bee County,3/1/2022,Primary,,,19,614,Proposition 7,YES,10,14
Bee County,3/1/2022,Primary,,,19,614,Proposition 7,NO,0,1
Bee County,3/1/2022,Primary,,,19,614,Proposition 8,YES,8,11
Bee County,3/1/2022,Primary,,,19,614,Proposition 8,NO,2,5
Bee County,3/1/2022,Primary,,,19,614,Proposition 9,YES,10,16
Bee County,3/1/2022,Primary,,,19,614,Proposition 9,NO,0,0
Bee County,3/1/2022,Primary,,,19,614,Proposition 10,YES,7,12
Bee County,3/1/2022,Primary,,,19,614,Proposition 10,NO,3,1
