political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,party code,candidate_name,early_votes,election_votes
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,District Clerk,REP,Becky Moore,69,52
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,County Clerk,REP,Jennifer Newton,66,52
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,County Treasurer,REP,Randi McFarlin,66,51
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"County Commissioner, Precinct No. 2",REP,Billy Vaden,15,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"County Commissioner, Precinct No. 2",REP,Scott Weddle,59,38
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,"Justice of the Peace, Precinct No. 2",REP,F.W. (Bill) Price,72,52
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 1,REP,YES,74,53
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 1,REP,NO,10,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 2,REP,YES,48,34
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 2,REP,NO,32,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 3,REP,YES,67,47
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 3,REP,NO,15,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 4,REP,YES,69,54
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 4,REP,NO,13,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 5,REP,YES,57,43
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 5,REP,NO,24,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 6,REP,YES,59,44
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 6,REP,NO,23,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 7,REP,YES,77,52
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 7,REP,NO,7,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 8,REP,YES,76,51
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 8,REP,NO,7,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 9,REP,YES,65,53
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 9,REP,NO,18,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 10,REP,YES,76,50
Coryell County Republican Party,3/1/2022,Primary Election,0,0,206,3683,Proposition 10,REP,NO,6,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"United States Representative, District No. 31",REP,Mike Williams,45,41
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"United States Representative, District No. 31",REP,Abhiram Garapati,35,17
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"United States Representative, District No. 31",REP,John Carter,212,108
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Governor,REP,Chad Prather,6,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Governor,REP,Danny Harrison,3,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Governor,REP,Rick Perry,11,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Governor,REP,Don Huffines,16,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Governor,REP,Greg Abbott,224,99
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Governor,REP,Kandy Kaye Horn,4,3
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Governor,REP,Allen B. West,33,30
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Governor,REP,Paul Belew,1,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Lieutenant Governor,REP,Dan Patrick,225,114
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Lieutenant Governor,REP,Aaron Sorrells,11,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Lieutenant Governor,REP,Daniel Miller,26,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Lieutenant Governor,REP,Trayce Bradford,12,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Lieutenant Governor,REP,Zach Vance,12,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Lieutenant Governor,REP,Todd M. Bullis,5,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Attorney General,REP,Louie Gohmert,33,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Attorney General,REP,George P. Bush,81,53
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Attorney General,REP,Ken Paxton,129,69
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Attorney General,REP,Eva Guzman,53,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Comptroller of Public Accounts,REP,Mark V. Goloby,56,37
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Comptroller of Public Accounts,REP,Glenn Hegar,218,114
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of the General Land Office,REP,Don W. Minton,35,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of the General Land Office,REP,Ben Armenta,6,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of the General Land Office,REP,Rufus Lopez,12,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of the General Land Office,REP,Tim Westley,29,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of the General Land Office,REP,Jon Spiers,15,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of the General Land Office,REP,Victor Avila,6,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of the General Land Office,REP,Dawn Buckingham,167,93
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of the General Land Office,REP,Weston Martinez,14,5
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of Agriculture,REP,James White,64,29
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of Agriculture,REP,Carey A. Counsil,19,17
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Commissioner of Agriculture,REP,Sid Miller,203,113
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Railroad Commissioner,REP,Tom Slocum Jr,56,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Railroad Commissioner,REP,Dawayne Tipton,38,23
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Railroad Commissioner,REP,Wayne Christian,85,40
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Railroad Commissioner,REP,Sarah Stogner,47,26
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",45,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,262,144
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,258,141
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Justice, Supreme Court, Place 9",REP,Evan Young,149,76
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Justice, Supreme Court, Place 9",REP,David J. Schenck,116,59
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,261,142
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,94,42
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,174,91
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",261,139
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,119,73
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,150,70
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"State Senator, District No. 24",REP,Raul Reyes,101,51
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"State Senator, District No. 24",REP,Pete Flores,146,87
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"State Senator, District No. 24",REP,Lamar Lewis,35,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"State Representative,  District No. 59",REP,Shelby Slawson,264,150
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,254,142
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"District Judge, 440th Judicial District",REP,Grant Kinsey,252,139
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,County Judge,REP,Joey Acfalle,31,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,County Judge,REP,Jack Barcroft,44,27
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,County Judge,REP,Celia J. Sellers,29,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,County Judge,REP,Roger A Miller,175,79
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Judge, County Court-at-Law",REP,John Lee,253,143
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,District Clerk,REP,Becky Moore,257,143
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,County Clerk,REP,Jennifer Newton,256,144
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,County Treasurer,REP,Randi McFarlin,256,141
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"County Commissioner, Precinct No. 2",REP,Billy Vaden,60,31
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"County Commissioner, Precinct No. 2",REP,Scott Weddle,213,105
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,"Justice of the Peace, Precinct No. 2",REP,F.W. (Bill) Price,262,146
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 1,REP,YES,271,153
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 1,REP,NO,23,19
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 2,REP,YES,198,118
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 2,REP,NO,94,50
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 3,REP,YES,254,154
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 3,REP,NO,39,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 4,REP,YES,266,155
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 4,REP,NO,28,12
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 5,REP,YES,249,141
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 5,REP,NO,46,25
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 6,REP,YES,228,128
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 6,REP,NO,62,39
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 7,REP,YES,280,164
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 7,REP,NO,14,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 8,REP,YES,274,161
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 8,REP,NO,20,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 9,REP,YES,255,150
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 9,REP,NO,39,20
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 10,REP,YES,265,160
Coryell County Republican Party,3/1/2022,Primary Election,0,0,207,4886,Proposition 10,REP,NO,23,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"United States Representative, District No. 31",REP,Mike Williams,79,86
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"United States Representative, District No. 31",REP,Abhiram Garapati,57,42
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"United States Representative, District No. 31",REP,John Carter,418,241
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Governor,REP,Chad Prather,31,40
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Governor,REP,Danny Harrison,2,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Governor,REP,Rick Perry,24,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Governor,REP,Don Huffines,42,34
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Governor,REP,Greg Abbott,402,251
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Governor,REP,Kandy Kaye Horn,4,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Governor,REP,Allen B. West,70,61
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Governor,REP,Paul Belew,3,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Lieutenant Governor,REP,Dan Patrick,452,273
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Lieutenant Governor,REP,Aaron Sorrells,18,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Lieutenant Governor,REP,Daniel Miller,30,30
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Lieutenant Governor,REP,Trayce Bradford,26,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Lieutenant Governor,REP,Zach Vance,16,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Lieutenant Governor,REP,Todd M. Bullis,9,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Attorney General,REP,Louie Gohmert,71,59
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Attorney General,REP,George P. Bush,147,105
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Attorney General,REP,Ken Paxton,262,184
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Attorney General,REP,Eva Guzman,91,35
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Comptroller of Public Accounts,REP,Mark V. Goloby,116,92
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Comptroller of Public Accounts,REP,Glenn Hegar,370,228
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of the General Land Office,REP,Don W. Minton,51,44
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of the General Land Office,REP,Ben Armenta,11,9
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of the General Land Office,REP,Rufus Lopez,12,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of the General Land Office,REP,Tim Westley,28,31
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of the General Land Office,REP,Jon Spiers,20,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of the General Land Office,REP,Victor Avila,9,17
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of the General Land Office,REP,Dawn Buckingham,340,186
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of the General Land Office,REP,Weston Martinez,12,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of Agriculture,REP,James White,131,101
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of Agriculture,REP,Carey A. Counsil,39,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Commissioner of Agriculture,REP,Sid Miller,385,242
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Railroad Commissioner,REP,Tom Slocum Jr,112,74
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Railroad Commissioner,REP,Dawayne Tipton,69,37
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Railroad Commissioner,REP,Wayne Christian,148,95
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Railroad Commissioner,REP,Sarah Stogner,69,49
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",61,36
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,461,311
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,447,308
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Justice, Supreme Court, Place 9",REP,Evan Young,288,173
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Justice, Supreme Court, Place 9",REP,David J. Schenck,156,113
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,443,302
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,152,105
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,286,184
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",438,295
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Member, State Board of Education, District No. 14",REP,Sue Melton-Malone,267,161
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Member, State Board of Education, District No. 14",REP,Evelyn Brooks,183,136
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"State Senator, District No. 24",REP,Raul Reyes,138,113
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"State Senator, District No. 24",REP,Pete Flores,307,186
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"State Senator, District No. 24",REP,Lamar Lewis,83,50
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"State Representative,  District No. 59",REP,Shelby Slawson,477,313
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Justice, 10th Court of Appeals District, Place No. 3",REP,Steve Smith,439,300
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"District Judge, 440th Judicial District",REP,Grant Kinsey,486,326
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,County Judge,REP,Joey Acfalle,16,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,County Judge,REP,Jack Barcroft,176,126
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,County Judge,REP,Celia J. Sellers,65,54
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,County Judge,REP,Roger A Miller,302,187
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Judge, County Court-at-Law",REP,John Lee,494,341
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,District Clerk,REP,Becky Moore,503,337
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,County Clerk,REP,Jennifer Newton,487,315
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,County Treasurer,REP,Randi McFarlin,488,322
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,"Justice of the Peace, Precinct No. 3",REP,Jim Caldwell,498,330
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 1,REP,YES,530,366
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 1,REP,NO,40,33
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 2,REP,YES,428,291
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 2,REP,NO,125,93
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 3,REP,YES,499,366
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 3,REP,NO,70,32
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 4,REP,YES,515,361
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 4,REP,NO,43,32
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 5,REP,YES,476,324
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 5,REP,NO,79,57
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 6,REP,YES,451,317
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 6,REP,NO,95,62
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 7,REP,YES,550,378
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 7,REP,NO,15,15
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 8,REP,YES,535,369
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 8,REP,NO,28,25
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 9,REP,YES,485,350
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 9,REP,NO,74,46
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 10,REP,YES,529,358
Coryell County Republican Party,3/1/2022,Primary Election,0,0,308,4228,Proposition 10,REP,NO,30,25
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"United States Representative, District No. 31",REP,Mike Williams,14,26
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"United States Representative, District No. 31",REP,Abhiram Garapati,8,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"United States Representative, District No. 31",REP,John Carter,32,100
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Governor,REP,Chad Prather,5,4
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Governor,REP,Danny Harrison,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Governor,REP,Rick Perry,1,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Governor,REP,Don Huffines,10,13
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Governor,REP,Greg Abbott,29,97
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Governor,REP,Kandy Kaye Horn,1,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Governor,REP,Allen B. West,10,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Governor,REP,Paul Belew,0,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Lieutenant Governor,REP,Dan Patrick,33,109
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Lieutenant Governor,REP,Aaron Sorrells,3,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Lieutenant Governor,REP,Daniel Miller,9,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Lieutenant Governor,REP,Trayce Bradford,5,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Lieutenant Governor,REP,Zach Vance,2,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Lieutenant Governor,REP,Todd M. Bullis,2,1
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Attorney General,REP,Louie Gohmert,6,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Attorney General,REP,George P. Bush,13,28
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Attorney General,REP,Ken Paxton,28,68
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Attorney General,REP,Eva Guzman,8,18
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Comptroller of Public Accounts,REP,Mark V. Goloby,8,28
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Comptroller of Public Accounts,REP,Glenn Hegar,43,96
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of the General Land Office,REP,Don W. Minton,7,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of the General Land Office,REP,Ben Armenta,1,0
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of the General Land Office,REP,Rufus Lopez,2,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of the General Land Office,REP,Tim Westley,4,7
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of the General Land Office,REP,Jon Spiers,7,8
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of the General Land Office,REP,Victor Avila,2,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of the General Land Office,REP,Dawn Buckingham,30,84
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of the General Land Office,REP,Weston Martinez,0,2
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of Agriculture,REP,James White,21,14
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of Agriculture,REP,Carey A. Counsil,6,6
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Commissioner of Agriculture,REP,Sid Miller,26,109
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Railroad Commissioner,REP,Tom Slocum Jr,13,24
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Railroad Commissioner,REP,Dawayne Tipton,7,10
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Railroad Commissioner,REP,Wayne Christian,16,47
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Railroad Commissioner,REP,Sarah Stogner,8,11
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,Railroad Commissioner,REP,"Marvin ""Sarge"" Summers",4,16
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Justice, Supreme Court, Place 3",REP,Debra Lehrmann,47,114
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Justice, Supreme Court, Place 5",REP,Rebeca Huddle,46,115
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Justice, Supreme Court, Place 9",REP,Evan Young,29,70
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Justice, Supreme Court, Place 9",REP,David J. Schenck,17,38
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Judge, Court of Criminal Appeals, Place 2",REP,Mary Lou Keel,44,114
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Judge, Court of Criminal Appeals, Place 5",REP,Clint Morgan,17,41
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Judge, Court of Criminal Appeals, Place 5",REP,Scott Walker,28,67
Coryell County Republican Party,3/1/2022,Primary Election,0,0,309,686,"Judge, Court of Criminal Appeals, Place 6",REP,"Jesse F. McClure, III",43,110
