political_subdivision,election_date,election_name,total provisional ballots ,total provisional ballots counted,#FormatVersion 1,,,,,,,,,
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Rick Perry,,3,1,0,3
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Kandy Kaye Horn,,0,0,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Chad Prather,,3,0,0,3
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Paul Belew,,0,0,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Allen B. West,,0,9,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Governor,Greg Abbott,,29,34,0,29
Red River,3/1/2022,Primary Election,,,29,398,0,Lieutenant Governor,Trayce Bradford,,2,0,0,2
Red River,3/1/2022,Primary Election,,,29,398,0,Lieutenant Governor,Aaron Sorrells,,1,0,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Lieutenant Governor,Todd M. Bullis,,0,2,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Lieutenant Governor,Daniel Miller,,4,2,0,4
Red River,3/1/2022,Primary Election,,,29,398,0,Lieutenant Governor,Dan Patrick,,28,38,0,28
Red River,3/1/2022,Primary Election,,,29,398,0,Lieutenant Governor,Zach Vance,,0,1,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Attorney General,Louie Gohmert,,8,9,0,8
Red River,3/1/2022,Primary Election,,,29,398,0,Attorney General,Ken Paxton,,12,22,0,12
Red River,3/1/2022,Primary Election,,,29,398,0,Attorney General,Eva Guzman,,8,4,0,8
Red River,3/1/2022,Primary Election,,,29,398,0,Attorney General,George P. Bush,,9,11,0,9
Red River,3/1/2022,Primary Election,,,29,398,0,Comptroller of Public Accounts,Glenn Hegar,,29,36,0,29
Red River,3/1/2022,Primary Election,,,29,398,0,Comptroller of Public Accounts,Mark V. Goloby,,2,0,0,2
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Victor Avila,,2,3,0,2
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Rufus Lopez,,1,1,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Dawn Buckingham,,12,9,0,12
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Tim Westley,,8,7,0,8
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Don W. Minton,,1,5,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Weston Martinez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Ben Armenta,,0,1,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of the General Land Office,Jon Spiers,,4,6,0,4
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of Agriculture,James White,,12,10,0,12
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of Agriculture,Sid Miller,,17,25,0,17
Red River,3/1/2022,Primary Election,,,29,398,0,Commissioner of Agriculture,Carey A. Counsil,,1,3,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Railroad Commissioner,Dawayne Tipton,,3,5,0,3
Red River,3/1/2022,Primary Election,,,29,398,0,Railroad Commissioner,Wayne Christian,,16,19,0,16
Red River,3/1/2022,Primary Election,,,29,398,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,2,4,0,2
Red River,3/1/2022,Primary Election,,,29,398,0,Railroad Commissioner,Sarah Stogner,,4,2,0,4
Red River,3/1/2022,Primary Election,,,29,398,0,Railroad Commissioner,Tom Slocum Jr,,5,3,0,5
Red River,3/1/2022,Primary Election,,,29,398,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,28,29,0,28
Red River,3/1/2022,Primary Election,,,29,398,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,28,29,0,28
Red River,3/1/2022,Primary Election,,,29,398,0,"Justice, Supreme Court, Place 9",Evan Young,,15,27,0,15
Red River,3/1/2022,Primary Election,,,29,398,0,"Justice, Supreme Court, Place 9",David J. Schenck,,14,5,0,14
Red River,3/1/2022,Primary Election,,,29,398,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,28,30,0,28
Red River,3/1/2022,Primary Election,,,29,398,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,8,9,0,8
Red River,3/1/2022,Primary Election,,,29,398,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,22,24,0,22
Red River,3/1/2022,Primary Election,,,29,398,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,28,27,0,28
Red River,3/1/2022,Primary Election,,,29,398,0,"Member, State Board of Education, District No. 12",Pam Little,,26,28,0,26
Red River,3/1/2022,Primary Election,,,29,398,0,"State Senator, District No. 1",Bryan Hughes,,26,31,0,26
Red River,3/1/2022,Primary Election,,,29,398,0,"State Representative,  District No. 1",George Lavender,,6,9,0,6
Red River,3/1/2022,Primary Election,,,29,398,0,"State Representative,  District No. 1",Gary Vandeaver,,31,38,0,31
Red River,3/1/2022,Primary Election,,,29,398,0,"State Representative,  District No. 1",Ray Null,,0,0,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,26,28,0,26
Red River,3/1/2022,Primary Election,,,29,398,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,28,29,0,28
Red River,3/1/2022,Primary Election,,,29,398,0,County Judge,Robert Bridges,,21,20,0,21
Red River,3/1/2022,Primary Election,,,29,398,0,County Judge,Carl Hausler,,13,24,0,13
Red River,3/1/2022,Primary Election,,,29,398,0,District Clerk,Brenna Williams,,31,35,0,31
Red River,3/1/2022,Primary Election,,,29,398,0,County Clerk,Shawn Weemes,,30,39,0,30
Red River,3/1/2022,Primary Election,,,29,398,0,County Treasurer,Lorena Delatorre,,29,34,0,29
Red River,3/1/2022,Primary Election,,,29,398,0,"County Commissioner, Precinct No. 4",Bruce Emery,,32,37,0,32
Red River,3/1/2022,Primary Election,,,29,398,0,Justice of the Peace,Shelley Benton,,32,39,0,32
Red River,3/1/2022,Primary Election,,,29,398,0,County Chairman,Shawn Tully,,28,32,0,28
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 1,YES,,37,46,0,37
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 1,NO,,0,3,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 2,YES,,31,34,0,31
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 2,NO,,5,12,0,5
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 3,YES,,33,43,0,33
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 3,NO,,4,4,0,4
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 4,YES,,34,45,0,34
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 4,NO,,1,3,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 5,YES,,32,42,0,32
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 5,NO,,3,5,0,3
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 6,YES,,34,38,0,34
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 6,NO,,3,5,0,3
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 7,YES,,37,47,0,37
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 7,NO,,0,1,0,0
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 8,YES,,34,42,0,34
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 8,NO,,3,4,0,3
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 9,YES,,35,44,0,35
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 9,NO,,1,4,0,1
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 10,YES,,37,46,0,37
Red River,3/1/2022,Primary Election,,,29,398,0,Proposition 10,NO,,0,2,0,0
