political_subdivision,election_date,election_name,total provisional ballots ,total provisional ballots counted,#FormatVersion 1,,,,,,,,,
Red River,3/1/2022,Primary Election,,,4,1149,0,Lieutenant Governor,Dan Patrick,,93,66,3,90
Red River,3/1/2022,Primary Election,,,4,1149,0,Lieutenant Governor,Zach Vance,,4,11,0,4
Red River,3/1/2022,Primary Election,,,4,1149,0,Attorney General,Louie Gohmert,,22,12,0,22
Red River,3/1/2022,Primary Election,,,4,1149,0,Attorney General,Ken Paxton,,55,51,2,53
Red River,3/1/2022,Primary Election,,,4,1149,0,Attorney General,Eva Guzman,,21,14,0,21
Red River,3/1/2022,Primary Election,,,4,1149,0,Attorney General,George P. Bush,,28,30,2,26
Red River,3/1/2022,Primary Election,,,4,1149,0,Comptroller of Public Accounts,Glenn Hegar,,99,78,4,95
Red River,3/1/2022,Primary Election,,,4,1149,0,Comptroller of Public Accounts,Mark V. Goloby,,14,12,0,14
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Victor Avila,,12,6,0,12
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Rufus Lopez,,0,7,0,0
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Dawn Buckingham,,31,24,2,29
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Tim Westley,,24,14,0,24
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Don W. Minton,,12,8,1,11
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Weston Martinez,,1,1,0,1
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Ben Armenta,,2,2,0,2
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of the General Land Office,Jon Spiers,,19,19,1,18
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of Agriculture,James White,,28,37,2,26
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of Agriculture,Sid Miller,,70,44,1,69
Red River,3/1/2022,Primary Election,,,4,1149,0,Commissioner of Agriculture,Carey A. Counsil,,14,5,0,14
Red River,3/1/2022,Primary Election,,,4,1149,0,Railroad Commissioner,Dawayne Tipton,,13,14,0,13
Red River,3/1/2022,Primary Election,,,4,1149,0,Railroad Commissioner,Wayne Christian,,42,40,3,39
Red River,3/1/2022,Primary Election,,,4,1149,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,18,11,0,18
Red River,3/1/2022,Primary Election,,,4,1149,0,Railroad Commissioner,Sarah Stogner,,14,10,0,14
Red River,3/1/2022,Primary Election,,,4,1149,0,Railroad Commissioner,Tom Slocum Jr,,16,10,1,15
Red River,3/1/2022,Primary Election,,,4,1149,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,102,74,2,100
Red River,3/1/2022,Primary Election,,,4,1149,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,100,75,2,98
Red River,3/1/2022,Primary Election,,,4,1149,0,"Justice, Supreme Court, Place 9",Evan Young,,61,46,0,61
Red River,3/1/2022,Primary Election,,,4,1149,0,"Justice, Supreme Court, Place 9",David J. Schenck,,40,30,2,38
Red River,3/1/2022,Primary Election,,,4,1149,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,96,74,1,95
Red River,3/1/2022,Primary Election,,,4,1149,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,46,37,0,46
Red River,3/1/2022,Primary Election,,,4,1149,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,54,37,1,53
Red River,3/1/2022,Primary Election,,,4,1149,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,93,73,1,92
Red River,3/1/2022,Primary Election,,,4,1149,0,"Member, State Board of Education, District No. 12",Pam Little,,96,71,2,94
Red River,3/1/2022,Primary Election,,,4,1149,0,"State Senator, District No. 1",Bryan Hughes,,99,73,1,98
Red River,3/1/2022,Primary Election,,,4,1149,0,"State Representative,  District No. 1",George Lavender,,15,25,0,15
Red River,3/1/2022,Primary Election,,,4,1149,0,"State Representative,  District No. 1",Gary Vandeaver,,104,79,4,100
Red River,3/1/2022,Primary Election,,,4,1149,0,"State Representative,  District No. 1",Ray Null,,5,3,0,5
Red River,3/1/2022,Primary Election,,,4,1149,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,96,74,2,94
Red River,3/1/2022,Primary Election,,,4,1149,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,98,74,2,96
Red River,3/1/2022,Primary Election,,,4,1149,0,County Judge,Robert Bridges,,87,57,1,86
Red River,3/1/2022,Primary Election,,,4,1149,0,County Judge,Carl Hausler,,32,46,2,30
Red River,3/1/2022,Primary Election,,,4,1149,0,District Clerk,Brenna Williams,,101,84,2,99
Red River,3/1/2022,Primary Election,,,4,1149,0,County Clerk,Shawn Weemes,,113,84,2,111
Red River,3/1/2022,Primary Election,,,4,1149,0,County Treasurer,Lorena Delatorre,,102,79,1,101
Red River,3/1/2022,Primary Election,,,4,1149,0,"County Commissioner, Precinct No. 4",Bruce Emery,,107,91,3,104
Red River,3/1/2022,Primary Election,,,4,1149,0,Justice of the Peace,Shelley Benton,,103,84,2,101
Red River,3/1/2022,Primary Election,,,4,1149,0,County Chairman,Shawn Tully,,100,77,2,98
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 1,YES,,125,94,4,121
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 1,NO,,1,8,0,1
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 2,YES,,98,86,3,95
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 2,NO,,24,13,1,23
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 3,YES,,114,81,3,111
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 3,NO,,12,17,1,11
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 4,YES,,115,96,4,111
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 4,NO,,11,4,0,11
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 5,YES,,112,81,4,108
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 5,NO,,12,15,0,12
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 6,YES,,112,76,2,110
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 6,NO,,13,21,1,12
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 7,YES,,125,94,3,122
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 7,NO,,1,4,0,1
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 8,YES,,120,97,4,116
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 8,NO,,5,5,0,5
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 9,YES,,117,90,3,114
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 9,NO,,10,10,1,9
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 10,YES,,120,95,4,116
Red River,3/1/2022,Primary Election,,,4,1149,0,Proposition 10,NO,,5,4,0,5
Red River,3/1/2022,Primary Election,,,5,1640,0,"United States Representative, District No. 1",Gavin Dass,,1,1,1,0
Red River,3/1/2022,Primary Election,,,5,1640,0,"United States Representative, District No. 1",Stephen Kocen,,2,0,0,2
Red River,3/1/2022,Primary Election,,,5,1640,0,"United States Representative, District No. 1",Victor D. Dunn,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,4,2,1,3
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Beto O'Rourke,,7,3,2,5
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Michael Cooper,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Rich Wakeland,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Joy Diaz,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Lieutenant Governor,Carla Brailey,,0,1,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Lieutenant Governor,Michelle Beckley,,3,1,1,2
Red River,3/1/2022,Primary Election,,,5,1640,0,Lieutenant Governor,Mike Collier,,4,1,1,3
Red River,3/1/2022,Primary Election,,,5,1640,0,Attorney General,Rochelle Mercedes Garza,,4,3,2,2
Red River,3/1/2022,Primary Election,,,5,1640,0,Attorney General,Lee Merritt,,1,0,0,1
Red River,3/1/2022,Primary Election,,,5,1640,0,Attorney General,"S. ""TBone"" Raynor",,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Attorney General,Joe Jaworski,,2,0,0,2
Red River,3/1/2022,Primary Election,,,5,1640,0,Attorney General,Mike Fields,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Comptroller of Public Accounts,Janet T. Dudding,,4,3,1,3
Red River,3/1/2022,Primary Election,,,5,1640,0,Comptroller of Public Accounts,Tim Mahoney,,1,0,0,1
Red River,3/1/2022,Primary Election,,,5,1640,0,Comptroller of Public Accounts,Angel Luis Vega,,2,0,1,1
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Jinny Suh,,2,2,1,1
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Jay Kleberg,,3,0,0,3
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Sandragrace Martinez,,2,1,1,1
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Michael Lange,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of Agriculture,Ed Ireson,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of Agriculture,Susan Hays,,7,3,2,5
Red River,3/1/2022,Primary Election,,,5,1640,0,Railroad Commissioner,Luke Warford,,6,3,2,4
Red River,3/1/2022,Primary Election,,,5,1640,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,6,3,2,4
Red River,3/1/2022,Primary Election,,,5,1640,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,6,3,2,4
Red River,3/1/2022,Primary Election,,,5,1640,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,6,2,2,4
Red River,3/1/2022,Primary Election,,,5,1640,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,6,3,2,4
Red River,3/1/2022,Primary Election,,,5,1640,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,6,3,2,4
Red River,3/1/2022,Primary Election,,,5,1640,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,5,2,1,4
Red River,3/1/2022,Primary Election,,,5,1640,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,2,1,1,1
Red River,3/1/2022,Primary Election,,,5,1640,0,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",,4,17,0,4
Red River,3/1/2022,Primary Election,,,5,1640,0,"United States Representative, District No. 1",Nathaniel Moran,,33,67,2,31
Red River,3/1/2022,Primary Election,,,5,1640,0,"United States Representative, District No. 1",Joe McDaniel,,29,69,2,27
Red River,3/1/2022,Primary Election,,,5,1640,0,"United States Representative, District No. 1",John Porro,,4,16,2,2
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Don Huffines,,9,27,3,6
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Rick Perry,,3,4,1,2
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Kandy Kaye Horn,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Chad Prather,,3,24,0,3
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Paul Belew,,0,0,0,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Allen B. West,,10,22,1,9
Red River,3/1/2022,Primary Election,,,5,1640,0,Governor,Greg Abbott,,82,178,6,76
Red River,3/1/2022,Primary Election,,,5,1640,0,Lieutenant Governor,Trayce Bradford,,1,19,1,0
Red River,3/1/2022,Primary Election,,,5,1640,0,Lieutenant Governor,Aaron Sorrells,,2,5,0,2
Red River,3/1/2022,Primary Election,,,5,1640,0,Lieutenant Governor,Todd M. Bullis,,2,2,0,2
Red River,3/1/2022,Primary Election,,,5,1640,0,Lieutenant Governor,Daniel Miller,,3,15,1,2
Red River,3/1/2022,Primary Election,,,5,1640,0,Lieutenant Governor,Dan Patrick,,86,183,9,77
Red River,3/1/2022,Primary Election,,,5,1640,0,Lieutenant Governor,Zach Vance,,1,8,0,1
Red River,3/1/2022,Primary Election,,,5,1640,0,Attorney General,Louie Gohmert,,12,52,1,11
Red River,3/1/2022,Primary Election,,,5,1640,0,Attorney General,Ken Paxton,,42,113,6,36
Red River,3/1/2022,Primary Election,,,5,1640,0,Attorney General,Eva Guzman,,21,20,2,19
Red River,3/1/2022,Primary Election,,,5,1640,0,Attorney General,George P. Bush,,28,55,2,26
Red River,3/1/2022,Primary Election,,,5,1640,0,Comptroller of Public Accounts,Glenn Hegar,,65,158,7,58
Red River,3/1/2022,Primary Election,,,5,1640,0,Comptroller of Public Accounts,Mark V. Goloby,,13,33,2,11
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Victor Avila,,4,7,0,4
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Rufus Lopez,,6,5,0,6
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Dawn Buckingham,,11,44,1,10
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Tim Westley,,13,42,4,9
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Don W. Minton,,16,32,0,16
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Weston Martinez,,1,2,0,1
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Ben Armenta,,1,3,0,1
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of the General Land Office,Jon Spiers,,17,28,2,15
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of Agriculture,James White,,24,68,4,20
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of Agriculture,Sid Miller,,56,122,5,51
Red River,3/1/2022,Primary Election,,,5,1640,0,Commissioner of Agriculture,Carey A. Counsil,,6,11,1,5
Red River,3/1/2022,Primary Election,,,5,1640,0,Railroad Commissioner,Dawayne Tipton,,17,43,4,13
Red River,3/1/2022,Primary Election,,,5,1640,0,Railroad Commissioner,Wayne Christian,,25,48,0,25
Red River,3/1/2022,Primary Election,,,5,1640,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,15,28,1,14
Red River,3/1/2022,Primary Election,,,5,1640,0,Railroad Commissioner,Sarah Stogner,,11,24,2,9
Red River,3/1/2022,Primary Election,,,5,1640,0,Railroad Commissioner,Tom Slocum Jr,,4,30,0,4
Red River,3/1/2022,Primary Election,,,5,1640,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,73,167,8,65
Red River,3/1/2022,Primary Election,,,5,1640,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,71,166,7,64
Red River,3/1/2022,Primary Election,,,5,1640,0,"Justice, Supreme Court, Place 9",Evan Young,,50,103,6,44
Red River,3/1/2022,Primary Election,,,5,1640,0,"Justice, Supreme Court, Place 9",David J. Schenck,,21,63,0,21
Red River,3/1/2022,Primary Election,,,5,1640,0,"Judge, Court of Criminal Appeals, Place 2",Mary Lou Keel,,72,168,6,66
Red River,3/1/2022,Primary Election,,,5,1640,0,"Judge, Court of Criminal Appeals, Place 5",Clint Morgan,,27,62,3,24
Red River,3/1/2022,Primary Election,,,5,1640,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,,49,105,2,47
Red River,3/1/2022,Primary Election,,,5,1640,0,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",,69,169,5,64
Red River,3/1/2022,Primary Election,,,5,1640,0,"Member, State Board of Education, District No. 12",Pam Little,,75,166,7,68
Red River,3/1/2022,Primary Election,,,5,1640,0,"State Senator, District No. 1",Bryan Hughes,,79,180,8,71
Red River,3/1/2022,Primary Election,,,5,1640,0,"State Representative,  District No. 1",George Lavender,,17,62,0,17
Red River,3/1/2022,Primary Election,,,5,1640,0,"State Representative,  District No. 1",Gary Vandeaver,,83,162,11,72
Red River,3/1/2022,Primary Election,,,5,1640,0,"State Representative,  District No. 1",Ray Null,,4,19,0,4
Red River,3/1/2022,Primary Election,,,5,1640,0,"Chief Justice, 6th Court of Appeals District",Scott E. Stevens,,72,175,7,65
Red River,3/1/2022,Primary Election,,,5,1640,0,"District Judge, 102nd Judicial District",Jeff M. Addison,,70,171,6,64
Red River,3/1/2022,Primary Election,,,5,1640,0,County Judge,Robert Bridges,,73,158,6,67
Red River,3/1/2022,Primary Election,,,5,1640,0,County Judge,Carl Hausler,,24,62,4,20
Red River,3/1/2022,Primary Election,,,5,1640,0,District Clerk,Brenna Williams,,81,187,7,74
Red River,3/1/2022,Primary Election,,,5,1640,0,County Clerk,Shawn Weemes,,88,208,9,79
Red River,3/1/2022,Primary Election,,,5,1640,0,County Treasurer,Lorena Delatorre,,79,199,7,72
Red River,3/1/2022,Primary Election,,,5,1640,0,Justice of the Peace,Shelley Benton,,88,206,8,80
Red River,3/1/2022,Primary Election,,,5,1640,0,County Chairman,Shawn Tully,,72,194,6,66
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 1,YES,,105,253,11,94
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 1,NO,,2,2,0,2
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 2,YES,,82,200,9,73
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 2,NO,,22,38,2,20
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 3,YES,,94,229,8,86
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 3,NO,,13,21,3,10
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 4,YES,,100,243,11,89
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 4,NO,,5,4,0,5
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 5,YES,,101,238,9,92
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 5,NO,,4,10,0,4
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 6,YES,,95,223,7,88
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 6,NO,,10,16,3,7
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 7,YES,,105,250,11,94
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 7,NO,,1,1,0,1
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 8,YES,,103,246,11,92
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 8,NO,,3,7,0,3
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 9,YES,,96,225,8,88
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 9,NO,,10,21,3,7
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 10,YES,,104,249,11,93
Red River,3/1/2022,Primary Election,,,5,1640,0,Proposition 10,NO,,2,2,0,2
Red River,3/1/2022,Primary Election,,,11,488,0,"United States Representative, District No. 1",Gavin Dass,,5,0,3,2
Red River,3/1/2022,Primary Election,,,11,488,0,"United States Representative, District No. 1",Stephen Kocen,,1,0,1,0
Red River,3/1/2022,Primary Election,,,11,488,0,"United States Representative, District No. 1",Victor D. Dunn,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Beto O'Rourke,,6,0,4,2
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Inocencio (Inno) Barrientez,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Michael Cooper,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Rich Wakeland,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Joy Diaz,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Lieutenant Governor,Carla Brailey,,2,0,0,2
Red River,3/1/2022,Primary Election,,,11,488,0,Lieutenant Governor,Michelle Beckley,,1,0,1,0
Red River,3/1/2022,Primary Election,,,11,488,0,Lieutenant Governor,Mike Collier,,3,0,3,0
Red River,3/1/2022,Primary Election,,,11,488,0,Attorney General,Rochelle Mercedes Garza,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Attorney General,Lee Merritt,,4,0,3,1
Red River,3/1/2022,Primary Election,,,11,488,0,Attorney General,"S. ""TBone"" Raynor",,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Attorney General,Joe Jaworski,,1,0,0,1
Red River,3/1/2022,Primary Election,,,11,488,0,Attorney General,Mike Fields,,1,0,1,0
Red River,3/1/2022,Primary Election,,,11,488,0,Comptroller of Public Accounts,Janet T. Dudding,,3,0,2,1
Red River,3/1/2022,Primary Election,,,11,488,0,Comptroller of Public Accounts,Tim Mahoney,,2,0,1,1
Red River,3/1/2022,Primary Election,,,11,488,0,Comptroller of Public Accounts,Angel Luis Vega,,1,0,1,0
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Jinny Suh,,1,0,0,1
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Jay Kleberg,,3,0,2,1
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Sandragrace Martinez,,1,0,1,0
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Michael Lange,,1,0,1,0
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of Agriculture,Ed Ireson,,2,0,2,0
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of Agriculture,Susan Hays,,4,0,2,2
Red River,3/1/2022,Primary Election,,,11,488,0,Railroad Commissioner,Luke Warford,,6,0,4,2
Red River,3/1/2022,Primary Election,,,11,488,0,"Justice, Supreme Court, Place 3",Erin A Nowell,,6,0,4,2
Red River,3/1/2022,Primary Election,,,11,488,0,"Justice, Supreme Court, Place 5",Amanda Reichek,,6,0,4,2
Red River,3/1/2022,Primary Election,,,11,488,0,"Justice, Supreme Court, Place 9",Julia Maldonado,,6,0,4,2
Red River,3/1/2022,Primary Election,,,11,488,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,6,0,4,2
Red River,3/1/2022,Primary Election,,,11,488,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,6,0,4,2
Red River,3/1/2022,Primary Election,,,11,488,0,"Member, State Board of Education, District No. 12",Alex Cornwallis,,4,0,2,2
Red River,3/1/2022,Primary Election,,,11,488,0,"Member, State Board of Education, District No. 12",Roberto Velasco,,2,0,2,0
Red River,3/1/2022,Primary Election,,,11,488,0,"United States Representative, District No. 1","Aditya ""A.D."" Atholi",,1,4,0,1
Red River,3/1/2022,Primary Election,,,11,488,0,"United States Representative, District No. 1",Nathaniel Moran,,13,14,0,13
Red River,3/1/2022,Primary Election,,,11,488,0,"United States Representative, District No. 1",Joe McDaniel,,22,26,1,21
Red River,3/1/2022,Primary Election,,,11,488,0,"United States Representative, District No. 1",John Porro,,1,6,0,1
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Don Huffines,,3,3,0,3
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Rick Perry,,4,3,0,4
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Kandy Kaye Horn,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Chad Prather,,2,4,0,2
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Danny Harrison,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Paul Belew,,0,0,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Allen B. West,,7,7,0,7
Red River,3/1/2022,Primary Election,,,11,488,0,Governor,Greg Abbott,,37,55,1,36
Red River,3/1/2022,Primary Election,,,11,488,0,Lieutenant Governor,Trayce Bradford,,2,3,0,2
Red River,3/1/2022,Primary Election,,,11,488,0,Lieutenant Governor,Aaron Sorrells,,2,0,0,2
Red River,3/1/2022,Primary Election,,,11,488,0,Lieutenant Governor,Todd M. Bullis,,0,2,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Lieutenant Governor,Daniel Miller,,1,3,0,1
Red River,3/1/2022,Primary Election,,,11,488,0,Lieutenant Governor,Dan Patrick,,44,54,1,43
Red River,3/1/2022,Primary Election,,,11,488,0,Lieutenant Governor,Zach Vance,,1,0,0,1
Red River,3/1/2022,Primary Election,,,11,488,0,Attorney General,Louie Gohmert,,12,8,0,12
Red River,3/1/2022,Primary Election,,,11,488,0,Attorney General,Ken Paxton,,27,41,1,26
Red River,3/1/2022,Primary Election,,,11,488,0,Attorney General,Eva Guzman,,5,4,0,5
Red River,3/1/2022,Primary Election,,,11,488,0,Attorney General,George P. Bush,,7,18,0,7
Red River,3/1/2022,Primary Election,,,11,488,0,Comptroller of Public Accounts,Glenn Hegar,,38,48,1,37
Red River,3/1/2022,Primary Election,,,11,488,0,Comptroller of Public Accounts,Mark V. Goloby,,6,6,0,6
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Victor Avila,,6,7,0,6
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Rufus Lopez,,1,1,0,1
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Dawn Buckingham,,15,10,0,15
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Tim Westley,,5,11,0,5
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Don W. Minton,,5,14,1,4
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Weston Martinez,,0,3,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Ben Armenta,,1,1,0,1
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of the General Land Office,Jon Spiers,,4,6,0,4
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of Agriculture,James White,,9,17,0,9
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of Agriculture,Sid Miller,,39,47,1,38
Red River,3/1/2022,Primary Election,,,11,488,0,Commissioner of Agriculture,Carey A. Counsil,,0,1,0,0
Red River,3/1/2022,Primary Election,,,11,488,0,Railroad Commissioner,Dawayne Tipton,,7,13,0,7
Red River,3/1/2022,Primary Election,,,11,488,0,Railroad Commissioner,Wayne Christian,,18,19,1,17
Red River,3/1/2022,Primary Election,,,11,488,0,Railroad Commissioner,"Marvin ""Sarge"" Summers",,5,8,0,5
Red River,3/1/2022,Primary Election,,,11,488,0,Railroad Commissioner,Sarah Stogner,,6,3,0,6
Red River,3/1/2022,Primary Election,,,11,488,0,Railroad Commissioner,Tom Slocum Jr,,5,7,0,5
Red River,3/1/2022,Primary Election,,,11,488,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,,38,43,1,37
Red River,3/1/2022,Primary Election,,,11,488,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,,39,44,1,38
Red River,3/1/2022,Primary Election,,,11,488,0,"Justice, Supreme Court, Place 9",Evan Young,,27,31,1,26
Red River,3/1/2022,Primary Election,,,11,488,0,"Justice, Supreme Court, Place 9",David J. Schenck,,10,16,0,10
