political_subdivison,election_date,election_name,total provisionals ballots,total provisional ballots counted,#FormatVersion 1,,,,,,
Red River,11/3/2020,General,18,6,7 - B,32,City of Deport Mayor,John Mark Francis,,5,4
Red River,11/3/2020,General,18,6,7 - B,32,City of Deport City Council,Robert Bailey,,6,1
Red River,11/3/2020,General,18,6,7 - B,32,City of Deport City Council,N. Jean Furgerson,,1,0
Red River,11/3/2020,General,18,6,7 - B,32,City of Deport City Council,Marilyn Glover,,4,4
Red River,11/3/2020,General,18,6,7 - B,32,City of Deport City Council,Joan Langley,,2,2
Red River,11/3/2020,General,18,6,7 - B,32,"School Board Trustee, Place 2",John Dunagan,,4,1
Red River,11/3/2020,General,18,6,7 - B,32,"School Board Trustee, Place 2",Marion Hamill,,2,2
Red River,11/3/2020,General,18,6,7 - B,32,"School Board Trustee, Place 2",Amanda Berry,,2,1
Red River,11/3/2020,General,18,6,7 - B,32,"School Board Trustee, Place 3",Paige Jordan,,1,0
Red River,11/3/2020,General,18,6,7 - B,32,"School Board Trustee, Place 3",Tracey Ervin,,2,3
Red River,11/3/2020,General,18,6,7 - B,32,"School Board Trustee, Place 3",David Basinger,,5,2
Red River,11/3/2020,General,18,6,7 - B,32,"School Board Trustee, Place 6",Michael Sessums,,8,4
Red River,11/3/2020,General,18,6,9,284,President and Vice President,Donald J. Trump Michael R. Pence,REP,166,49
Red River,11/3/2020,General,18,6,9,284,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,7,3
Red River,11/3/2020,General,18,6,9,284,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,0
Red River,11/3/2020,General,18,6,9,284,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,9,284,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,9,284,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,9,284,United States Senator,John Cornyn,REP,166,50
Red River,11/3/2020,General,18,6,9,284,United States Senator,"Mary ""MJ"" Hegar",DEM,6,2
Red River,11/3/2020,General,18,6,9,284,United States Senator,Kerry Douglas McKennon,LIB,0,0
Red River,11/3/2020,General,18,6,9,284,United States Senator,David B. Collins,GRN,0,0
Red River,11/3/2020,General,18,6,9,284,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,9,284,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,9,284,"United States Representative, District No. 4",Pat Fallon,REP,157,49
Red River,11/3/2020,General,18,6,9,284,"United States Representative, District No. 4",Russell Foster,DEM,7,3
Red River,11/3/2020,General,18,6,9,284,"United States Representative, District No. 4",Lou Antonelli,LIB,2,0
Red River,11/3/2020,General,18,6,9,284,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,9,284,"United States Representative, District No. 4",Unassigned write-ins,,1,0
Red River,11/3/2020,General,18,6,9,284,Railroad Commissioner,"James ""Jim"" Wright",REP,161,48
Red River,11/3/2020,General,18,6,9,284,Railroad Commissioner,Chrysta Castañeda,DEM,5,3
Red River,11/3/2020,General,18,6,9,284,Railroad Commissioner,Matt Sterett,LIB,2,0
Red River,11/3/2020,General,18,6,9,284,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,9,284,"Chief Justice, Supreme Court",Nathan Hecht,REP,159,50
Red River,11/3/2020,General,18,6,9,284,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,6,2
Red River,11/3/2020,General,18,6,9,284,"Chief Justice, Supreme Court",Mark Ash,LIB,2,0
Red River,11/3/2020,General,18,6,9,284,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,160,49
Red River,11/3/2020,General,18,6,9,284,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,7,3
Red River,11/3/2020,General,18,6,9,284,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,160,49
Red River,11/3/2020,General,18,6,9,284,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,6,3
Red River,11/3/2020,General,18,6,9,284,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,0
Red River,11/3/2020,General,18,6,9,284,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,157,49
Red River,11/3/2020,General,18,6,9,284,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,5,3
Red River,11/3/2020,General,18,6,9,284,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,3,0
Red River,11/3/2020,General,18,6,9,284,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,159,49
Red River,11/3/2020,General,18,6,9,284,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,7,3
Red River,11/3/2020,General,18,6,9,284,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,156,49
Red River,11/3/2020,General,18,6,9,284,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,7,3
Red River,11/3/2020,General,18,6,9,284,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,158,49
Red River,11/3/2020,General,18,6,9,284,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,7,3
Red River,11/3/2020,General,18,6,9,284,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,156,49
Red River,11/3/2020,General,18,6,9,284,"Member State Board of Education, District No. 9",Brenda Davis,DEM,8,3
Red River,11/3/2020,General,18,6,9,284,"State Senator, District No. 1",Bryan Hughes,REP,162,50
Red River,11/3/2020,General,18,6,9,284,"State Senator, District No. 1",Audrey Spanko,DEM,6,2
Red River,11/3/2020,General,18,6,9,284,"State Representative, District No. 1",Gary Vandeaver,REP,163,45
Red River,11/3/2020,General,18,6,9,284,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,158,50
Red River,11/3/2020,General,18,6,9,284,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,156,50
Red River,11/3/2020,General,18,6,9,284,County Attorney,Val Varley,REP,151,49
Red River,11/3/2020,General,18,6,9,284,Sheriff,Jim Caldwell,REP,161,50
Red River,11/3/2020,General,18,6,9,284,County Tax Assessor-Collector,Tonya R. Martin,REP,166,50
Red River,11/3/2020,General,18,6,9,284,"County Commissioner, Precinct No. 1",Donnie R. Gentry,REP,161,49
Red River,11/3/2020,General,18,6,9,284,Constable,Shawn Roden,REP,157,47
Red River,11/3/2020,General,18,6,10,217,President and Vice President,Donald J. Trump Michael R. Pence,REP,82,58
Red River,11/3/2020,General,18,6,10,217,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,11,5
Red River,11/3/2020,General,18,6,10,217,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,2,2
Red River,11/3/2020,General,18,6,10,217,President and Vice President,Howie Hawkins Angela Walker,GRN,2,0
Red River,11/3/2020,General,18,6,10,217,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,10,217,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,10,217,United States Senator,John Cornyn,REP,86,56
Red River,11/3/2020,General,18,6,10,217,United States Senator,"Mary ""MJ"" Hegar",DEM,11,2
Red River,11/3/2020,General,18,6,10,217,United States Senator,Kerry Douglas McKennon,LIB,1,3
Red River,11/3/2020,General,18,6,10,217,United States Senator,David B. Collins,GRN,0,0
Red River,11/3/2020,General,18,6,10,217,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,10,217,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,10,217,"United States Representative, District No. 4",Pat Fallon,REP,83,55
Red River,11/3/2020,General,18,6,10,217,"United States Representative, District No. 4",Russell Foster,DEM,11,2
Red River,11/3/2020,General,18,6,10,217,"United States Representative, District No. 4",Lou Antonelli,LIB,1,3
Red River,11/3/2020,General,18,6,10,217,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,10,217,"United States Representative, District No. 4",Unassigned write-ins,,1,0
Red River,11/3/2020,General,18,6,10,217,Railroad Commissioner,"James ""Jim"" Wright",REP,82,54
Red River,11/3/2020,General,18,6,10,217,Railroad Commissioner,Chrysta Castañeda,DEM,13,1
Red River,11/3/2020,General,18,6,10,217,Railroad Commissioner,Matt Sterett,LIB,2,3
Red River,11/3/2020,General,18,6,10,217,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,1
Red River,11/3/2020,General,18,6,10,217,"Chief Justice, Supreme Court",Nathan Hecht,REP,86,53
Red River,11/3/2020,General,18,6,10,217,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,10,3
Red River,11/3/2020,General,18,6,10,217,"Chief Justice, Supreme Court",Mark Ash,LIB,2,3
Red River,11/3/2020,General,18,6,10,217,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,86,57
Red River,11/3/2020,General,18,6,10,217,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,10,2
Red River,11/3/2020,General,18,6,10,217,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,84,55
Red River,11/3/2020,General,18,6,10,217,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,9,2
Red River,11/3/2020,General,18,6,10,217,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,3,2
Red River,11/3/2020,General,18,6,10,217,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,84,55
Red River,11/3/2020,General,18,6,10,217,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,10,2
Red River,11/3/2020,General,18,6,10,217,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,2,2
Red River,11/3/2020,General,18,6,10,217,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,86,56
Red River,11/3/2020,General,18,6,10,217,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,10,3
Red River,11/3/2020,General,18,6,10,217,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,86,56
Red River,11/3/2020,General,18,6,10,217,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,10,3
Red River,11/3/2020,General,18,6,10,217,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,86,57
Red River,11/3/2020,General,18,6,10,217,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,10,2
Red River,11/3/2020,General,18,6,10,217,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,86,55
Red River,11/3/2020,General,18,6,10,217,"Member State Board of Education, District No. 9",Brenda Davis,DEM,10,4
Red River,11/3/2020,General,18,6,10,217,"State Senator, District No. 1",Bryan Hughes,REP,85,59
Red River,11/3/2020,General,18,6,10,217,"State Senator, District No. 1",Audrey Spanko,DEM,11,1
Red River,11/3/2020,General,18,6,10,217,"State Representative, District No. 1",Gary Vandeaver,REP,86,60
Red River,11/3/2020,General,18,6,10,217,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,88,59
Red River,11/3/2020,General,18,6,10,217,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,87,59
Red River,11/3/2020,General,18,6,10,217,County Attorney,Val Varley,REP,85,57
Red River,11/3/2020,General,18,6,10,217,Sheriff,Jim Caldwell,REP,89,58
Red River,11/3/2020,General,18,6,10,217,County Tax Assessor-Collector,Tonya R. Martin,REP,91,59
Red River,11/3/2020,General,18,6,10,217,"County Commissioner, Precinct No. 1",Donnie R. Gentry,REP,85,59
Red River,11/3/2020,General,18,6,10,217,Constable,Shawn Roden,REP,88,56
Red River,11/3/2020,General,18,6,13,452,President and Vice President,Donald J. Trump Michael R. Pence,REP,140,103
Red River,11/3/2020,General,18,6,13,452,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,28,19
Red River,11/3/2020,General,18,6,13,452,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,3
Red River,11/3/2020,General,18,6,13,452,President and Vice President,Howie Hawkins Angela Walker,GRN,0,1
Red River,11/3/2020,General,18,6,13,452,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,13,452,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,13,452,United States Senator,John Cornyn,REP,141,104
Red River,11/3/2020,General,18,6,13,452,United States Senator,"Mary ""MJ"" Hegar",DEM,26,18
Red River,11/3/2020,General,18,6,13,452,United States Senator,Kerry Douglas McKennon,LIB,1,2
Red River,11/3/2020,General,18,6,13,452,United States Senator,David B. Collins,GRN,2,0
Red River,11/3/2020,General,18,6,13,452,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,13,452,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,13,452,"United States Representative, District No. 4",Pat Fallon,REP,138,101
Red River,11/3/2020,General,18,6,13,452,"United States Representative, District No. 4",Russell Foster,DEM,28,17
Red River,11/3/2020,General,18,6,13,452,"United States Representative, District No. 4",Lou Antonelli,LIB,0,4
Red River,11/3/2020,General,18,6,13,452,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,13,452,"United States Representative, District No. 4",Unassigned write-ins,,1,2
Red River,11/3/2020,General,18,6,13,452,Railroad Commissioner,"James ""Jim"" Wright",REP,137,104
Red River,11/3/2020,General,18,6,13,452,Railroad Commissioner,Chrysta Castañeda,DEM,30,16
Red River,11/3/2020,General,18,6,13,452,Railroad Commissioner,Matt Sterett,LIB,1,4
Red River,11/3/2020,General,18,6,13,452,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,1
Red River,11/3/2020,General,18,6,13,452,"Chief Justice, Supreme Court",Nathan Hecht,REP,139,104
Red River,11/3/2020,General,18,6,13,452,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,25,18
Red River,11/3/2020,General,18,6,13,452,"Chief Justice, Supreme Court",Mark Ash,LIB,1,2
Red River,11/3/2020,General,18,6,13,452,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,135,104
Red River,11/3/2020,General,18,6,13,452,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,28,18
Red River,11/3/2020,General,18,6,13,452,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,138,106
Red River,11/3/2020,General,18,6,13,452,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,27,16
Red River,11/3/2020,General,18,6,13,452,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,3
Red River,11/3/2020,General,18,6,13,452,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,136,105
Red River,11/3/2020,General,18,6,13,452,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,26,15
Red River,11/3/2020,General,18,6,13,452,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,2,4
Red River,11/3/2020,General,18,6,13,452,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,138,103
Red River,11/3/2020,General,18,6,13,452,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,27,21
Red River,11/3/2020,General,18,6,13,452,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,137,106
Red River,11/3/2020,General,18,6,13,452,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,26,18
Red River,11/3/2020,General,18,6,13,452,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,137,105
Red River,11/3/2020,General,18,6,13,452,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,27,19
Red River,11/3/2020,General,18,6,13,452,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,135,104
Red River,11/3/2020,General,18,6,13,452,"Member State Board of Education, District No. 9",Brenda Davis,DEM,28,21
Red River,11/3/2020,General,18,6,13,452,"State Senator, District No. 1",Bryan Hughes,REP,135,104
Red River,11/3/2020,General,18,6,13,452,"State Senator, District No. 1",Audrey Spanko,DEM,28,20
Red River,11/3/2020,General,18,6,13,452,"State Representative, District No. 1",Gary Vandeaver,REP,145,114
Red River,11/3/2020,General,18,6,13,452,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,141,115
Red River,11/3/2020,General,18,6,13,452,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,140,114
Red River,11/3/2020,General,18,6,13,452,County Attorney,Val Varley,REP,134,109
Red River,11/3/2020,General,18,6,13,452,Sheriff,Jim Caldwell,REP,140,114
Red River,11/3/2020,General,18,6,13,452,County Tax Assessor-Collector,Tonya R. Martin,REP,144,114
Red River,11/3/2020,General,18,6,13,452,Constable,Shawn Roden,REP,137,112
Red River,11/3/2020,General,18,6,13,452,Detroit Independent School District Board of Trustees,Ginny Minter,,96,55
Red River,11/3/2020,General,18,6,13,452,Detroit Independent School District Board of Trustees,Clint Johnson,,60,43
Red River,11/3/2020,General,18,6,13,452,Detroit Independent School District Board of Trustees,Cheri Yarbrough Eldridge,,77,58
Red River,11/3/2020,General,18,6,13,452,Detroit Independent School District Board of Trustees,Jessie Smith,,22,13
Red River,11/3/2020,General,18,6,13,452,Detroit Independent School District Board of Trustees,Shane Henderson,,73,42
Red River,11/3/2020,General,18,6,13,452,City of Detroit Proposition A,For,,85,72
Red River,11/3/2020,General,18,6,13,452,City of Detroit Proposition A,Against,,58,33
Red River,11/3/2020,General,18,6,13 - A,300,President and Vice President,Donald J. Trump Michael R. Pence,REP,145,35
Red River,11/3/2020,General,18,6,13 - A,300,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,18,3
Red River,11/3/2020,General,18,6,13 - A,300,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,0
Red River,11/3/2020,General,18,6,13 - A,300,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,13 - A,300,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,13 - A,300,President and Vice President,Unassigned write-ins,,0,2
Red River,11/3/2020,General,18,6,13 - A,300,United States Senator,John Cornyn,REP,142,33
Red River,11/3/2020,General,18,6,13 - A,300,United States Senator,"Mary ""MJ"" Hegar",DEM,16,3
Red River,11/3/2020,General,18,6,13 - A,300,United States Senator,Kerry Douglas McKennon,LIB,1,2
Red River,11/3/2020,General,18,6,13 - A,300,United States Senator,David B. Collins,GRN,2,1
Red River,11/3/2020,General,18,6,13 - A,300,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,13 - A,300,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,13 - A,300,"United States Representative, District No. 4",Pat Fallon,REP,138,32
Red River,11/3/2020,General,18,6,13 - A,300,"United States Representative, District No. 4",Russell Foster,DEM,14,2
Red River,11/3/2020,General,18,6,13 - A,300,"United States Representative, District No. 4",Lou Antonelli,LIB,4,3
Red River,11/3/2020,General,18,6,13 - A,300,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,13 - A,300,"United States Representative, District No. 4",Unassigned write-ins,,0,1
Red River,11/3/2020,General,18,6,13 - A,300,Railroad Commissioner,"James ""Jim"" Wright",REP,141,31
Red River,11/3/2020,General,18,6,13 - A,300,Railroad Commissioner,Chrysta Castañeda,DEM,15,3
Red River,11/3/2020,General,18,6,13 - A,300,Railroad Commissioner,Matt Sterett,LIB,1,3
Red River,11/3/2020,General,18,6,13 - A,300,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,1
Red River,11/3/2020,General,18,6,13 - A,300,"Chief Justice, Supreme Court",Nathan Hecht,REP,138,33
Red River,11/3/2020,General,18,6,13 - A,300,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,18,2
Red River,11/3/2020,General,18,6,13 - A,300,"Chief Justice, Supreme Court",Mark Ash,LIB,1,3
Red River,11/3/2020,General,18,6,13 - A,300,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,140,35
Red River,11/3/2020,General,18,6,13 - A,300,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,16,5
Red River,11/3/2020,General,18,6,13 - A,300,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,138,34
Red River,11/3/2020,General,18,6,13 - A,300,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,16,2
Red River,11/3/2020,General,18,6,13 - A,300,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,3
Red River,11/3/2020,General,18,6,13 - A,300,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,139,32
Red River,11/3/2020,General,18,6,13 - A,300,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,14,2
Red River,11/3/2020,General,18,6,13 - A,300,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,3,4
Red River,11/3/2020,General,18,6,13 - A,300,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,138,35
Red River,11/3/2020,General,18,6,13 - A,300,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,17,4
Red River,11/3/2020,General,18,6,13 - A,300,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,138,33
Red River,11/3/2020,General,18,6,13 - A,300,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,17,5
Red River,11/3/2020,General,18,6,13 - A,300,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,136,34
Red River,11/3/2020,General,18,6,13 - A,300,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,17,4
Red River,11/3/2020,General,18,6,13 - A,300,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,141,32
Red River,11/3/2020,General,18,6,13 - A,300,"Member State Board of Education, District No. 9",Brenda Davis,DEM,13,7
Red River,11/3/2020,General,18,6,13 - A,300,"State Senator, District No. 1",Bryan Hughes,REP,141,35
Red River,11/3/2020,General,18,6,13 - A,300,"State Senator, District No. 1",Audrey Spanko,DEM,15,4
Red River,11/3/2020,General,18,6,13 - A,300,"State Representative, District No. 1",Gary Vandeaver,REP,150,35
Red River,11/3/2020,General,18,6,13 - A,300,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,144,34
Red River,11/3/2020,General,18,6,13 - A,300,"District Judge, 6th Judicial District",R. Wesley Tidwell,REP,143,33
Red River,11/3/2020,General,18,6,13 - A,300,County Attorney,Val Varley,REP,139,34
Red River,11/3/2020,General,18,6,13 - A,300,Sheriff,Jim Caldwell,REP,148,33
Red River,11/3/2020,General,18,6,13 - A,300,County Tax Assessor-Collector,Tonya R. Martin,REP,152,36
Red River,11/3/2020,General,18,6,13 - A,300,Constable,Shawn Roden,REP,146,34
Red River,11/3/2020,General,18,6,13 - A,300,Detroit Independent School District Board of Trustees,Ginny Minter,,101,14
Red River,11/3/2020,General,18,6,13 - A,300,Detroit Independent School District Board of Trustees,Clint Johnson,,51,9
Red River,11/3/2020,General,18,6,13 - A,300,Detroit Independent School District Board of Trustees,Cheri Yarbrough Eldridge,,66,15
Red River,11/3/2020,General,18,6,13 - A,300,Detroit Independent School District Board of Trustees,Jessie Smith,,16,8
Red River,11/3/2020,General,18,6,13 - A,300,Detroit Independent School District Board of Trustees,Shane Henderson,,89,12
Red River,11/3/2020,General,18,6,14,114,President and Vice President,Donald J. Trump Michael R. Pence,REP,38,8
Red River,11/3/2020,General,18,6,14,114,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,1,5
Red River,11/3/2020,General,18,6,14,114,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,2,0
Red River,11/3/2020,General,18,6,14,114,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
Red River,11/3/2020,General,18,6,14,114,President and Vice President,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,14,114,President and Vice President,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,14,114,United States Senator,John Cornyn,REP,36,8
Red River,11/3/2020,General,18,6,14,114,United States Senator,"Mary ""MJ"" Hegar",DEM,1,5
Red River,11/3/2020,General,18,6,14,114,United States Senator,Kerry Douglas McKennon,LIB,0,0
Red River,11/3/2020,General,18,6,14,114,United States Senator,David B. Collins,GRN,1,0
Red River,11/3/2020,General,18,6,14,114,United States Senator,Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,14,114,United States Senator,Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,14,114,"United States Representative, District No. 4",Pat Fallon,REP,37,8
Red River,11/3/2020,General,18,6,14,114,"United States Representative, District No. 4",Russell Foster,DEM,0,5
Red River,11/3/2020,General,18,6,14,114,"United States Representative, District No. 4",Lou Antonelli,LIB,1,0
Red River,11/3/2020,General,18,6,14,114,"United States Representative, District No. 4",Rejected write-ins,,0,0
Red River,11/3/2020,General,18,6,14,114,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Red River,11/3/2020,General,18,6,14,114,Railroad Commissioner,"James ""Jim"" Wright",REP,37,8
Red River,11/3/2020,General,18,6,14,114,Railroad Commissioner,Chrysta Castañeda,DEM,0,4
Red River,11/3/2020,General,18,6,14,114,Railroad Commissioner,Matt Sterett,LIB,1,0
Red River,11/3/2020,General,18,6,14,114,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Red River,11/3/2020,General,18,6,14,114,"Chief Justice, Supreme Court",Nathan Hecht,REP,37,8
Red River,11/3/2020,General,18,6,14,114,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,5
Red River,11/3/2020,General,18,6,14,114,"Chief Justice, Supreme Court",Mark Ash,LIB,1,0
Red River,11/3/2020,General,18,6,14,114,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,37,8
Red River,11/3/2020,General,18,6,14,114,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,1,5
Red River,11/3/2020,General,18,6,14,114,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,37,8
Red River,11/3/2020,General,18,6,14,114,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,5
Red River,11/3/2020,General,18,6,14,114,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,1,0
Red River,11/3/2020,General,18,6,14,114,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,37,8
Red River,11/3/2020,General,18,6,14,114,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,5
Red River,11/3/2020,General,18,6,14,114,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,1,0
Red River,11/3/2020,General,18,6,14,114,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,37,8
Red River,11/3/2020,General,18,6,14,114,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,1,5
Red River,11/3/2020,General,18,6,14,114,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,37,8
Red River,11/3/2020,General,18,6,14,114,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,1,5
Red River,11/3/2020,General,18,6,14,114,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,36,8
Red River,11/3/2020,General,18,6,14,114,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,1,5
Red River,11/3/2020,General,18,6,14,114,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,37,8
Red River,11/3/2020,General,18,6,14,114,"Member State Board of Education, District No. 9",Brenda Davis,DEM,2,5
Red River,11/3/2020,General,18,6,14,114,"State Senator, District No. 1",Bryan Hughes,REP,37,8
Red River,11/3/2020,General,18,6,14,114,"State Senator, District No. 1",Audrey Spanko,DEM,1,5
