political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,Reg_voters,race_name,candidate_name,party code,election_votes,Election Day Voting Votes,Absentee Voting Votes,Early Voting Votes
Gray County ,11/3/2020,General,46,31,6,2825,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,1417,280,158,1259
Gray County ,11/3/2020,General,46,31,6,2825,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,158,42,35,123
Gray County ,11/3/2020,General,46,31,6,2825,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,1423,279,161,1262
Gray County ,11/3/2020,General,46,31,6,2825,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,150,40,31,119
Gray County ,11/3/2020,General,46,31,6,2825,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,1424,281,161,1263
Gray County ,11/3/2020,General,46,31,6,2825,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,146,39,31,115
Gray County ,11/3/2020,General,46,31,6,2825,"Member State Board of Education, District No. 15",Jay Johnson,REP,1436,280,168,1268
Gray County ,11/3/2020,General,46,31,6,2825,"Member State Board of Education, District No. 15",John Betancourt,DEM,146,37,28,118
Gray County ,11/3/2020,General,46,31,6,2825,"State Representative, District No. 88",Ken King,REP,1486,304,175,1311
Gray County ,11/3/2020,General,46,31,6,2825,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,1485,299,171,1314
Gray County ,11/3/2020,General,46,31,6,2825,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,1480,298,171,1309
Gray County ,11/3/2020,General,46,31,6,2825,"District Attorney, 31st Judicial District",Franklin McDonough,REP,1467,299,170,1297
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Donald J. Trump Michael R. Pence,REP,740,305,106,634
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,155,58,36,119
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,17,5,5,12
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Howie Hawkins Angela Walker,GRN,4,0,0,4
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Abram Loeb / Jennifer Jairala,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Brian Carroll / Amar Patel,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Gloria La Riva / Leonard Peltier,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Jesse Cuellar / Jimmy Monreal,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Kasey Wells / Rachel Wells,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,President R. Boddie / Eric C. Stoneham,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Robert Morrow / Anne Beckett,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Todd Cella / Tim Cella,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Tom Hoefling / Andy Prior,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,President and Vice President,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,United States Senator,John Cornyn,REP,720,277,105,615
Gray County ,11/3/2020,General,46,31,7,2553,United States Senator,"Mary ""MJ"" Hegar",DEM,149,60,36,113
Gray County ,11/3/2020,General,46,31,7,2553,United States Senator,Kerry Douglas McKennon,LIB,26,19,4,22
Gray County ,11/3/2020,General,46,31,7,2553,United States Senator,David B. Collins,GRN,10,4,2,8
Gray County ,11/3/2020,General,46,31,7,2553,United States Senator,Ricardo Turullols-Bonilla,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,United States Senator,Rejected write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,United States Senator,Unassigned write-ins,,0,0,0,0
Gray County ,11/3/2020,General,46,31,7,2553,"United States Representative, District No. 13",Ronny Jackson,REP,728,281,105,623
Gray County ,11/3/2020,General,46,31,7,2553,"United States Representative, District No. 13",Gus Trujillo,DEM,145,62,35,110
Gray County ,11/3/2020,General,46,31,7,2553,"United States Representative, District No. 13",Jack B. Westbrook,LIB,29,19,7,22
Gray County ,11/3/2020,General,46,31,7,2553,Railroad Commissioner,"James ""Jim"" Wright",REP,717,281,98,619
Gray County ,11/3/2020,General,46,31,7,2553,Railroad Commissioner,Chrysta Castañeda,DEM,147,62,34,113
Gray County ,11/3/2020,General,46,31,7,2553,Railroad Commissioner,Matt Sterett,LIB,24,14,7,17
Gray County ,11/3/2020,General,46,31,7,2553,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,8,3,1,7
Gray County ,11/3/2020,General,46,31,7,2553,"Chief Justice, Supreme Court",Nathan Hecht,REP,715,277,98,617
Gray County ,11/3/2020,General,46,31,7,2553,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,152,60,36,116
Gray County ,11/3/2020,General,46,31,7,2553,"Chief Justice, Supreme Court",Mark Ash,LIB,32,22,6,26
Gray County ,11/3/2020,General,46,31,7,2553,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,741,290,106,635
Gray County ,11/3/2020,General,46,31,7,2553,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,152,64,34,118
Gray County ,11/3/2020,General,46,31,7,2553,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,714,283,96,618
Gray County ,11/3/2020,General,46,31,7,2553,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,149,58,38,111
Gray County ,11/3/2020,General,46,31,7,2553,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,33,17,6,27
Gray County ,11/3/2020,General,46,31,7,2553,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,713,281,99,614
Gray County ,11/3/2020,General,46,31,7,2553,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,149,58,33,116
Gray County ,11/3/2020,General,46,31,7,2553,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,29,19,7,22
Gray County ,11/3/2020,General,46,31,7,2553,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,737,295,104,633
Gray County ,11/3/2020,General,46,31,7,2553,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,154,61,36,118
Gray County ,11/3/2020,General,46,31,7,2553,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,740,292,104,636
Gray County ,11/3/2020,General,46,31,7,2553,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,148,63,37,111
Gray County ,11/3/2020,General,46,31,7,2553,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,744,289,105,639
Gray County ,11/3/2020,General,46,31,7,2553,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,147,67,35,112
Gray County ,11/3/2020,General,46,31,7,2553,"Member State Board of Education, District No. 15",Jay Johnson,REP,741,290,110,631
Gray County ,11/3/2020,General,46,31,7,2553,"Member State Board of Education, District No. 15",John Betancourt,DEM,149,63,29,120
Gray County ,11/3/2020,General,46,31,7,2553,"State Representative, District No. 88",Ken King,REP,799,324,114,685
Gray County ,11/3/2020,General,46,31,7,2553,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,797,322,112,685
Gray County ,11/3/2020,General,46,31,7,2553,"Justice, 7th Court of Appeals District, Place No. 4 Unexpired Term",Larry Doss,REP,796,316,113,683
Gray County ,11/3/2020,General,46,31,7,2553,"District Attorney, 31st Judicial District",Franklin McDonough,REP,789,314,112,677
