poltical_subdivision,election_date,election_name,total provisional ballots,toatal provisional ballots counted,precint_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,County Tax Assessor-Collector,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,County Tax Assessor-Collector,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Coastal Bend College
Trustee, Place 1",Mercy Flynn,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Coastal Bend College
Trustee, Place 2",Sid Arismendez,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Coastal Bend College
Trustee, Place 2",Gerardo D. Quinones,,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Coastal Bend College
Trustee, Place 3",Jeff Massengill,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Coastal Bend College
Trustee, Place 3","Eloy ""Pimpo"" Rodriguez",,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Beeville Independent School District
Trustee, At Large",Art Gamez,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Beeville Independent School District
Trustee, At Large",Kevin D. Behr,,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Beeville Independent School District
Trustee, Sub Ward 2",Pete Martinez,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS23,2,"Beeville Independent School District
Trustee, Sub Ward 2",John Gonzales,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,United States Senator,John Cornyn,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,United States Senator,Kerry Douglas McKennon,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,United States Senator,David B. Collins,GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,United States Senator,Ricardo Turullois-Bonilla,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"United States Representative, District No. 34",Rey Gonzalez,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"United States Representative, District No. 34",Filemon B. Vela,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"United States Representative, District No. 34",Anthony Cristo,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"United States Representative, District No. 34",Chris B. Royal,IND,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,Railroad Commissioner,"James ""Jim"" Wright",REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,Railroad Commissioner,Chrysta Castañeda,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,Railroad Commissioner,Matt Sterett,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Chief Justice, Supreme Court",Nathan Hecht,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"State Senator, District 21",Frank Pomeroy,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"State Senator, District 21",Judith Zaffirini,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"State Representative, District No. 43",J.M. Lozano,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Jaime Tijerina,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, 13th Court of Appeals District, Place No. 4
Unexpired Term",Migdalia Lopez,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"District Attorney, 156th Judicial District",Jose Aliseda,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,County Tax Assessor-Collector,Michelle Matus,REP,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,County Tax Assessor-Collector,Debbie Moreno,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,County Tax Assessor-Collector,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,County Tax Assessor-Collector,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Coastal Bend College
Trustee, Place 1",Mercy Flynn,,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Coastal Bend College
Trustee, Place 2",Sid Arismendez,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Coastal Bend College
Trustee, Place 2",Gerardo D. Quinones,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Coastal Bend College
Trustee, Place 3",Jeff Massengill,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Coastal Bend College
Trustee, Place 3","Eloy ""Pimpo"" Rodriguez",,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Pettus Independent School District
Trustee, At Large",Shannon Grayson,,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Pettus Independent School District
Trustee, At Large",Marissa Benavidez Gonzales,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Pettus Independent School District
Trustee, At Large",John Hodge,,1,0,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS24,2,"Pettus Independent School District
Trustee, At Large",Jaime Rodriguez,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,204,70,10,194
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,180,36,31,149
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,6,1,0,6
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,"Howie Hawkins
Angela Walker",GRN,2,0,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,Abram Loeb/Jennifer Jairala,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,Brian Carroll/Amar Patel,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,Gloria La Riva/Leonard Peltier,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,Jesse Cuellar/Jimmy Monreal,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,Kasey Wells/Rachel Wells,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,President R. Boddie/Eric C. Stoneham,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,Robert Morrow/Anne Beckett,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,Todd Cella/Tim Cella,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,Tom Hoefling/Andy Prior,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,President and Vice President,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,United States Senator,John Cornyn,REP,190,59,10,180
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,United States Senator,"Mary ""MJ"" Hegar",DEM,178,37,28,150
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,United States Senator,Kerry Douglas McKennon,LIB,8,3,0,8
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,United States Senator,David B. Collins,GRN,2,1,0,2
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,United States Senator,Ricardo Turullois-Bonilla,,1,1,0,1
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,United States Senator,Rejected write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,United States Senator,Unassigned write-ins,,0,0,0,0
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"United States Representative, District No. 34",Rey Gonzalez,REP,180,57,10,170
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"United States Representative, District No. 34",Filemon B. Vela,DEM,176,36,27,149
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"United States Representative, District No. 34",Anthony Cristo,LIB,9,4,0,9
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"United States Representative, District No. 34",Chris B. Royal,IND,5,2,1,4
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,Railroad Commissioner,"James ""Jim"" Wright",REP,175,57,9,166
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,Railroad Commissioner,Chrysta Castañeda,DEM,178,39,29,149
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,Railroad Commissioner,Matt Sterett,LIB,10,3,0,10
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,3,1,0,3
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Chief Justice, Supreme Court",Nathan Hecht,REP,168,57,9,159
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,181,39,29,152
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Chief Justice, Supreme Court",Mark Ash,LIB,12,4,0,12
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,182,58,11,171
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,175,40,27,148
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,178,59,10,168
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,170,37,27,143
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,11,3,1,10
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,166,60,9,157
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,169,36,26,143
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,18,3,2,16
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,180,60,10,170
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,178,38,28,150
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,179,62,9,170
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,170,36,25,145
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,178,61,10,168
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,174,35,27,147
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"State Senator, District 21",Frank Pomeroy,REP,149,52,9,140
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"State Senator, District 21",Judith Zaffirini,DEM,222,48,31,191
Bee County,11/3/2020,2020 November 3rd General Election,,,1 - BS27,1106,"State Representative, District No. 43",J.M. Lozano,REP,262,87,17,245
