political_subdivision,election_date,election_name,total prov ballots,total prov counted,Precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
San Patricio County,11/3/2020,General Election,,,114,2,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,REP,11,3
San Patricio County,11/3/2020,General Election,,,114,2,"Constable, Precinct No. 6",Kody Fahrenthold,REP,11,3
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Donald J. Trump Michael R. Pence,REP,783,115
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,269,30
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,18,9
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Howie Hawkins Angela Walker,GRN,5,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Abram Loeb Jennifer Jairala,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Brian Carroll Amar Patel,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Gloria La Riva Leonard Peltier,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Jesse Cuellar Jimmy Monreal,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Kasey Wells Rachel Wells,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Todd Cella Tim Cella,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,United States Senator,John Cornyn,REP,755,111
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,United States Senator,"Mary ""MJ"" Hegar",DEM,267,30
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,United States Senator,Kerry Douglas McKennon,LIB,27,5
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,United States Senator,David B. Collins,GRN,7,2
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,United States Senator,Rejected write-ins,,1,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"United States Representative, District No. 27",Michael Cloud,REP,787,113
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"United States Representative, District No. 27","Ricardo ""Rick"" De La Fuente",DEM,254,25
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"United States Representative, District No. 27",Phil Gray,LIB,16,9
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,Railroad Commissioner,"James ""Jim"" Wright",REP,756,114
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,Railroad Commissioner,Chrysta Castañeda,DEM,251,24
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,Railroad Commissioner,Matt Sterett,LIB,29,8
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,16,1
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Chief Justice, Supreme Court",Nathan Hecht,REP,753,107
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,272,31
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Chief Justice, Supreme Court",Mark Ash,LIB,26,8
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,772,110
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,269,37
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,753,109
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,266,29
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,27,7
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,750,105
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,255,31
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,30,9
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,778,111
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,262,35
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,771,114
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,260,32
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,780,111
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,257,34
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"State Senator, District No. 21",Frank Pomeroy,REP,751,102
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"State Senator, District No. 21",Judith Zaffirini,DEM,289,41
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"State Representative, District No. 43",J.M. Lozano,REP,886,134
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Jaime Tijerina,REP,777,113
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Migdalia Lopez,DEM,257,33
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,774,113
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,251,31
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,879,129
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"District Attorney, 36th Judicial District",Samuel Smith Jr.,REP,869,127
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,County Attorney,Tamara Cochran-May,REP,872,126
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,Sheriff,Oscar Rivera,REP,884,131
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,REP,868,128
San Patricio County,11/3/2020,General Election,,,114 - ICITY-IISD,2035,"Constable, Precinct No. 6",Kody Fahrenthold,REP,855,127
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Donald J. Trump Michael R. Pence,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Abram Loeb Jennifer Jairala,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Brian Carroll Amar Patel,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Gloria La Riva Leonard Peltier,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Jesse Cuellar Jimmy Monreal,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Kasey Wells Rachel Wells,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Todd Cella Tim Cella,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,United States Senator,John Cornyn,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,United States Senator,"Mary ""MJ"" Hegar",DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,United States Senator,Kerry Douglas McKennon,LIB,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,United States Senator,David B. Collins,GRN,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,United States Senator,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"United States Representative, District No. 27",Michael Cloud,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"United States Representative, District No. 27","Ricardo ""Rick"" De La Fuente",DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"United States Representative, District No. 27",Phil Gray,LIB,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,Railroad Commissioner,"James ""Jim"" Wright",REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,Railroad Commissioner,Chrysta Castañeda,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,Railroad Commissioner,Matt Sterett,LIB,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Chief Justice, Supreme Court",Nathan Hecht,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"State Senator, District No. 21",Frank Pomeroy,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"State Senator, District No. 21",Judith Zaffirini,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"State Representative, District No. 43",J.M. Lozano,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Jaime Tijerina,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Migdalia Lopez,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,1,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"District Attorney, 36th Judicial District",Samuel Smith Jr.,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,County Attorney,Tamara Cochran-May,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,Sheriff,Oscar Rivera,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - IISD,115,"Constable, Precinct No. 6",Kody Fahrenthold,REP,7,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Donald J. Trump Michael R. Pence,REP,55,11
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,13,4
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Howie Hawkins Angela Walker,GRN,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Abram Loeb Jennifer Jairala,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Brian Carroll Amar Patel,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Gloria La Riva Leonard Peltier,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Jesse Cuellar Jimmy Monreal,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Kasey Wells Rachel Wells,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Todd Cella Tim Cella,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,United States Senator,John Cornyn,REP,51,8
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,United States Senator,"Mary ""MJ"" Hegar",DEM,12,5
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,United States Senator,Kerry Douglas McKennon,LIB,1,1
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,United States Senator,David B. Collins,GRN,2,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,United States Senator,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"United States Representative, District No. 27",Michael Cloud,REP,50,9
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"United States Representative, District No. 27","Ricardo ""Rick"" De La Fuente",DEM,9,4
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"United States Representative, District No. 27",Phil Gray,LIB,1,1
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,Railroad Commissioner,"James ""Jim"" Wright",REP,53,10
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,Railroad Commissioner,Chrysta Castañeda,DEM,12,2
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,Railroad Commissioner,Matt Sterett,LIB,1,2
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,51,7
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,12,4
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Chief Justice, Supreme Court",Mark Ash,LIB,3,3
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,52,9
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,12,4
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,54,8
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,12,3
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,2
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,54,8
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,12,2
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,3
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,54,9
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,12,5
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,54,9
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,12,4
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,55,10
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,11,3
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"State Senator, District No. 21",Frank Pomeroy,REP,52,9
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"State Senator, District No. 21",Judith Zaffirini,DEM,13,4
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"State Representative, District No. 43",J.M. Lozano,REP,57,11
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Jaime Tijerina,REP,51,10
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",Migdalia Lopez,DEM,12,3
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, 13th Court of Appeals District, Place No. 6",Clarissa Silva,REP,49,9
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Justice, 13th Court of Appeals District, Place No. 6",Nereida Lopez-Singleterry,DEM,13,4
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"District Judge, 343rd Judicial District",Janna K. Whatley,REP,57,11
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"District Attorney, 36th Judicial District",Samuel Smith Jr.,REP,55,11
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,County Attorney,Tamara Cochran-May,REP,54,12
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,Sheriff,Oscar Rivera,REP,54,12
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,County Tax Assessor-Collector,Marcela (Marcy) Thormaehlen,REP,54,11
San Patricio County,11/3/2020,General Election,,,114 - INGLE CITY,0,"Constable, Precinct No. 6",Kody Fahrenthold,REP,52,11
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Donald J. Trump Michael R. Pence,REP,225,25
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Joseph R. Biden Kamala D. Harris,DEM,67,3
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,1,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Howie Hawkins Angela Walker,GRN,1,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Abram Loeb Jennifer Jairala,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Brian Carroll Amar Patel,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Gloria La Riva Leonard Peltier,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Jesse Cuellar Jimmy Monreal,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Kasey Wells Rachel Wells,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,President Boddie Eric C Stoneham,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Rober Morrow Anne Beckett,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Todd Cella Tim Cella,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Tom Hoefling Andy Prior,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,President and Vice President,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,United States Senator,John Cornyn,REP,224,24
San Patricio County,11/3/2020,General Election,,,115,475,United States Senator,"Mary ""MJ"" Hegar",DEM,66,4
San Patricio County,11/3/2020,General Election,,,115,475,United States Senator,Kerry Douglas McKennon,LIB,3,0
San Patricio County,11/3/2020,General Election,,,115,475,United States Senator,David B. Collins,GRN,0,0
San Patricio County,11/3/2020,General Election,,,115,475,United States Senator,Ricardo Turullols-Bonilla,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,United States Senator,Rejected write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,United States Senator,Unassigned write-ins,,0,0
San Patricio County,11/3/2020,General Election,,,115,475,"United States Representative, District No. 27",Michael Cloud,REP,216,25
San Patricio County,11/3/2020,General Election,,,115,475,"United States Representative, District No. 27","Ricardo ""Rick"" De La Fuente",DEM,64,3
San Patricio County,11/3/2020,General Election,,,115,475,"United States Representative, District No. 27",Phil Gray,LIB,4,0
San Patricio County,11/3/2020,General Election,,,115,475,Railroad Commissioner,"James ""Jim"" Wright",REP,215,25
San Patricio County,11/3/2020,General Election,,,115,475,Railroad Commissioner,Chrysta Castañeda,DEM,68,3
San Patricio County,11/3/2020,General Election,,,115,475,Railroad Commissioner,Matt Sterett,LIB,5,0
San Patricio County,11/3/2020,General Election,,,115,475,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
San Patricio County,11/3/2020,General Election,,,115,475,"Chief Justice, Supreme Court",Nathan Hecht,REP,217,25
San Patricio County,11/3/2020,General Election,,,115,475,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,64,3
San Patricio County,11/3/2020,General Election,,,115,475,"Chief Justice, Supreme Court",Mark Ash,LIB,9,0
San Patricio County,11/3/2020,General Election,,,115,475,"Justice, Supreme Court, Place No. 6 Unexpired Term",Jane Bland,REP,220,25
San Patricio County,11/3/2020,General Election,,,115,475,"Justice, Supreme Court, Place No. 6 Unexpired Term",Kathy Cheng,DEM,67,3
San Patricio County,11/3/2020,General Election,,,115,475,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,213,25
San Patricio County,11/3/2020,General Election,,,115,475,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,66,3
San Patricio County,11/3/2020,General Election,,,115,475,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,5,0
San Patricio County,11/3/2020,General Election,,,115,475,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,216,25
San Patricio County,11/3/2020,General Election,,,115,475,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,63,3
San Patricio County,11/3/2020,General Election,,,115,475,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,6,0
San Patricio County,11/3/2020,General Election,,,115,475,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,219,25
San Patricio County,11/3/2020,General Election,,,115,475,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,66,3
San Patricio County,11/3/2020,General Election,,,115,475,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,218,25
