political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,3,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,71,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,2,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,2,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Justice, Supreme Court, Place 8",Brett Busby ,REP,74,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,3,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,74,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,4,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,74,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,4,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,75,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,2,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Member, State Board of Education, District 15",Jay Johnson ,REP,74,9,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Member, State Board of Education, District 15",John Betancourt ,DEM,3,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"State Representative, District 72",Drew Darby ,REP,72,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,71,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,71,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,69,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,County Attorney,Joshua Hamby ,REP,70,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,Sheriff,Stan Parker ,REP,75,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,County Tax Assessor-Collector,Tiffany Sayles ,REP,69,9,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"County Commissioner, District 1",Eddilisa Saldivar ,REP,69,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"County Commissioner, District 1",Milton Perkins ,DEM,6,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,71,10,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 104,145,"County Constable, Precinct 1",Kneel Stallings ,REP,72,9,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,U.S. Senator,John Cornyn ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,U.S. Senator,Kerry Douglas McKennon ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,U.S. Senator,David B. Collins ,GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,U.S. Representative District 19,Jodey C. Arrington ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,U.S. Representative District 19,Tom Watson ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,U.S. Representative District 19,Joe Burnes ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,Railroad Commissioner,"James ""Jim"" Wright ",REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,Railroad Commissioner,Chrysta Castañeda ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,Railroad Commissioner,Matt Sterett ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Chief Justice, Supreme Court",Nathan Hecht ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Chief Justice, Supreme Court",Mark Ash ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice, Supreme Court, Place 8",Brett Busby ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Member, State Board of Education, District 15",Jay Johnson ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Member, State Board of Education, District 15",John Betancourt ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"State Representative, District 72",Drew Darby ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,County Attorney,Joshua Hamby ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,Sheriff,Stan Parker ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,County Tax Assessor-Collector,Tiffany Sayles ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"County Commissioner, District 1",Eddilisa Saldivar ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"County Commissioner, District 1",Milton Perkins ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 105,0,"County Constable, Precinct 1",Kneel Stallings ,REP,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,805,94,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,74,5,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,2,1,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,3,0,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,U.S. Senator,John Cornyn ,REP,792,86,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,69,6,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,U.S. Senator,Kerry Douglas McKennon ,LIB,11,3,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,U.S. Senator,David B. Collins ,GRE,3,0,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,U.S. Representative District 19,Jodey C. Arrington ,REP,791,87,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,U.S. Representative District 19,Tom Watson ,DEM,64,5,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,U.S. Representative District 19,Joe Burnes ,LIB,14,2,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,Railroad Commissioner,"James ""Jim"" Wright ",REP,793,87,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,Railroad Commissioner,Chrysta Castañeda ,DEM,60,6,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,Railroad Commissioner,Matt Sterett ,LIB,10,2,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,6,0,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Chief Justice, Supreme Court",Nathan Hecht ,REP,783,87,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,72,6,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Chief Justice, Supreme Court",Mark Ash ,LIB,12,1,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,803,89,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,63,5,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,786,88,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,65,4,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,14,1,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Justice, Supreme Court, Place 8",Brett Busby ,REP,781,87,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,68,4,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,15,2,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,791,88,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,75,5,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,794,87,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,68,7,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,794,88,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,65,5,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Member, State Board of Education, District 15",Jay Johnson ,REP,790,88,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 205,1360,"Member, State Board of Education, District 15",John Betancourt ,DEM,69,5,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"State Representative, District 72",Drew Darby ,REP,805,90,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,797,89,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,799,90,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,773,86,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,County Attorney,Joshua Hamby ,REP,795,92,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,Sheriff,Stan Parker ,REP,805,89,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,County Tax Assessor-Collector,Tiffany Sayles ,REP,802,90,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"Justice of the Peace, Precinct 1",Angela Griffin ,REP,802,89,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 205,1360,"County Constable, Precinct 1",Kneel Stallings ,REP,809,88,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,530,87,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,36,9,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 207,985,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,2,1,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 207,985,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,U.S. Senator,John Cornyn ,REP,522,80,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,35,9,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 207,985,U.S. Senator,Kerry Douglas McKennon ,LIB,5,4,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 207,985,U.S. Senator,David B. Collins ,GRE,0,1,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,U.S. Representative District 19,Jodey C. Arrington ,REP,522,81,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,U.S. Representative District 19,Tom Watson ,DEM,32,8,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 207,985,U.S. Representative District 19,Joe Burnes ,LIB,4,4,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,Railroad Commissioner,"James ""Jim"" Wright ",REP,521,84,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,Railroad Commissioner,Chrysta Castañeda ,DEM,32,9,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 207,985,Railroad Commissioner,Matt Sterett ,LIB,6,2,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 207,985,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Chief Justice, Supreme Court",Nathan Hecht ,REP,512,80,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,40,10,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 207,985,"Chief Justice, Supreme Court",Mark Ash ,LIB,6,4,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,516,84,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,35,8,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,510,79,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,37,9,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 207,985,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,7,5,,,,,,
Howard County,11/3/2020,2020 General Election,2,0,Precinct 207,985,"Justice, Supreme Court, Place 8",Brett Busby ,REP,515,78,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,31,9,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,7,5,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,514,84,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,37,9,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,515,85,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,37,8,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,517,87,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,36,7,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Member, State Board of Education, District 15",Jay Johnson ,REP,514,85,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Member, State Board of Education, District 15",John Betancourt ,DEM,37,9,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"State Representative, District 72",Drew Darby ,REP,528,91,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,526,90,,,,,,
Howard County,11/3/2020,2020 General Election,2,1,Precinct 207,985,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,522,90,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 207,985,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,507,84,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 207,985,County Attorney,Joshua Hamby ,REP,515,86,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 207,985,Sheriff,Stan Parker ,REP,519,87,,,,,,
Howard County,11/3/2020,2020 General Election,2,2,Precinct 207,985,County Tax Assessor-Collector,Tiffany Sayles ,REP,524,91,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,238,126,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,46,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,1,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,1,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,U.S. Senator,John Cornyn ,REP,231,117,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,44,17,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,U.S. Senator,Kerry Douglas McKennon ,LIB,6,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,U.S. Senator,David B. Collins ,GRE,3,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,U.S. Representative District 19,Jodey C. Arrington ,REP,231,120,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,U.S. Representative District 19,Tom Watson ,DEM,43,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,U.S. Representative District 19,Joe Burnes ,LIB,6,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,Railroad Commissioner,"James ""Jim"" Wright ",REP,233,118,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,Railroad Commissioner,Chrysta Castañeda ,DEM,44,15,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,Railroad Commissioner,Matt Sterett ,LIB,6,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,0,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Chief Justice, Supreme Court",Nathan Hecht ,REP,233,116,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,46,15,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Chief Justice, Supreme Court",Mark Ash ,LIB,5,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,233,119,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,48,12,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,234,117,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,44,16,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,3,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Justice, Supreme Court, Place 8",Brett Busby ,REP,232,114,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,44,18,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,5,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,237,116,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,45,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,239,117,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,42,15,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,238,118,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,42,14,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Member, State Board of Education, District 15",Jay Johnson ,REP,231,115,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Member, State Board of Education, District 15",John Betancourt ,DEM,48,13,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"State Representative, District 72",Drew Darby ,REP,252,127,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,247,126,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 207c,642,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,247,126,,,,,,
