political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,election_votes,early_votes
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Michael R. Bloomberg,DEM,0,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Tulsi Gabbard,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Julián Castro,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Cory Booker,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Joseph R. Biden,DEM,1,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Marianne Williamson,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Pete Buttigieg,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Tom Steyer,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Bernie Sanders,DEM,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Deval Patrick,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,John K. Delaney,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Elizabeth Warren,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Amy Klobuchar,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,"Annie ""Mamá"" Garcia",DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Michael Cooper,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,"Mary ""MJ"" Hegar",DEM,1,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Adrian Ocegueda,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Amanda K. Edwards,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Jack Daniel Foster Jr,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Sema Hernandez,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,D.R. Hunter,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Cristina Tzintzun Ramirez,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Victor Hugo Harris,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Chris Bell,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Royce West,DEM,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,5,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,3,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Railroad Commissioner,Kelly Stone,DEM,1,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Railroad Commissioner,Mark Watson,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Railroad Commissioner,Chrysta Castañeda,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,8,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,8,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, Supreme Court, Place 7",Staci Williams,DEM,4,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,2,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,4,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,5,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,6,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,5,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Member, State Board of Education, District 14",Greg Alvord,DEM,6,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,County Chair,Carla Schoonover-Porter,DEM,6,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Donald J. Trump,REP,75,83
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Zoltan G. Istvan,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Bob Ely,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Bill Weld,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Matthew John Matern,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Joe Walsh,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,President,Uncommitted,REP,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Dwayne Stovall,REP,14,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Mark Yancey,REP,7,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,Virgil Bierschwale,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,John Cornyn,REP,45,65
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,United States Senator,John Anthony Castro,REP,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",J.D. Faircloth,REP,13,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",Wesley W. Virdell,REP,2,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",Robert Tucker,REP,6,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",Ned Luscombe,REP,1,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",Jamie Berryhill,REP,11,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",Casey Gray,REP,6,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",Brandon Batch,REP,13,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",Gene Barber,REP,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",J. Ross Lacy,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"United States Representative,
District No. 11",August Pfluger,REP,13,22
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Railroad Commissioner,"James ""Jim"" Wright",REP,49,45
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Railroad Commissioner,Ryan Sitton,REP,18,31
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,63,72
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,63,72
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,63,71
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, Supreme Court, Place 8",Brett Busby,REP,64,70
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,34,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,32,21
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,64,70
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,62,69
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Member, State Board of Education, District 14",Sue Melton-Malone,REP,39,52
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Member, State Board of Education, District 14",Maria Y. Berry,REP,25,18
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"State Representative, District 60",Jon Francis,REP,22,26
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"State Representative, District 60",Glenn Rogers,REP,45,53
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"State Representative, District 60",Kellye Sorelle,REP,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"State Representative, District 60",Christopher M. Perricone,REP,5,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,REP,18,27
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,REP,39,38
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,REP,63,68
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"District Judge, 29th Judicial District",Michael Moore,REP,65,68
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"District Attorney, 29th Judicial District",Kriste Burnett,REP,39,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"District Attorney, 29th Judicial District",Kristina Massey,REP,30,21
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,County Attorney,Cynthia Dillard Ince,REP,23,23
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,County Attorney,Maegan Kostiha,REP,48,53
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"District Clerk, Unexpired Term",Stacie L. Frye,REP,16,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"District Clerk, Unexpired Term",Sherry Roberson,REP,33,29
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"District Clerk, Unexpired Term",Jonna Banks,REP,26,37
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Sheriff,Brett McGuire,REP,70,76
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,County Tax Assessor-Collector,Stacy Choate,REP,40,48
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,County Tax Assessor-Collector,Stephanie Dunn,REP,36,34
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"County Commissioner, Precinct 3",Mike Pierce,REP,70,77
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,"Constable, Precinct No. 1",Rod Price,REP,70,72
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,County Chairman,Barbara Upham,REP,68,73
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #1,Yes,DEM,7,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #1,No,DEM,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #2,Yes,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #2,No,DEM,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #3,Yes,DEM,7,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #3,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #4,Yes,DEM,8,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #4,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #5,Yes,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #5,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #6,Yes,DEM,8,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #6,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #7,Yes,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #7,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #8,Yes,DEM,7,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #8,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #9,Yes,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #9,No,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #10,Yes,DEM,6,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #10,No,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #11,Yes,DEM,7,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition #11,No,DEM,0,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 1,Yes,REP,68,74
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 1,No,REP,11,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 2,Yes,REP,62,73
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 2,No,REP,14,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 3,Yes,REP,71,83
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 3,No,REP,4,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 4,Yes,REP,75,82
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 4,No,REP,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 5,Yes,REP,72,76
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 5,No,REP,6,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 6,Yes,REP,72,77
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 6,No,REP,3,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 7,Yes,REP,74,79
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 7,No,REP,3,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 8,Yes,REP,78,83
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 8,No,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 9,Yes,REP,73,78
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 9,No,REP,2,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 10,Yes,REP,73,79
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,16,0,Proposition 10,No,REP,3,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Robby Wells,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Andrew Yang,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Michael Bennet,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Michael R. Bloomberg,DEM,3,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Tulsi Gabbard,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Julián Castro,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Cory Booker,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Joseph R. Biden,DEM,5,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Marianne Williamson,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Pete Buttigieg,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Tom Steyer,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Bernie Sanders,DEM,6,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Deval Patrick,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,John K. Delaney,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Elizabeth Warren,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Amy Klobuchar,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,"Annie ""Mamá"" Garcia",DEM,3,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Michael Cooper,DEM,0,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,"Mary ""MJ"" Hegar",DEM,2,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Adrian Ocegueda,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Amanda K. Edwards,DEM,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Jack Daniel Foster Jr,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Sema Hernandez,DEM,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,D.R. Hunter,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Cristina Tzintzun Ramirez,DEM,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Victor Hugo Harris,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Chris Bell,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Royce West,DEM,2,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,13,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,5,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Railroad Commissioner,Kelly Stone,DEM,2,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Railroad Commissioner,Mark Watson,DEM,1,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Railroad Commissioner,Chrysta Castañeda,DEM,5,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,13,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,3,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,13,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,3,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, Supreme Court, Place 7",Staci Williams,DEM,10,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,2,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,13,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,1,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,3,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,2,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,10,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,14,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,13,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Member, State Board of Education, District 14",Greg Alvord,DEM,14,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,County Chair,Carla Schoonover-Porter,DEM,15,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Donald J. Trump,REP,44,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Zoltan G. Istvan,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Bob Ely,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Bill Weld,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Matthew John Matern,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Joe Walsh,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,President,Uncommitted,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Dwayne Stovall,REP,9,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Mark Yancey,REP,7,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,Virgil Bierschwale,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,John Cornyn,REP,20,39
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,United States Senator,John Anthony Castro,REP,4,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",J.D. Faircloth,REP,6,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",Wesley W. Virdell,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",Robert Tucker,REP,9,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",Ned Luscombe,REP,1,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",Jamie Berryhill,REP,5,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",Casey Gray,REP,9,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",Brandon Batch,REP,4,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",Gene Barber,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",J. Ross Lacy,REP,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"United States Representative,
District No. 11",August Pfluger,REP,6,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Railroad Commissioner,"James ""Jim"" Wright",REP,30,41
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,Railroad Commissioner,Ryan Sitton,REP,13,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,43,47
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,42,47
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,40,48
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, Supreme Court, Place 8",Brett Busby,REP,41,48
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,24,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,16,15
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,39,47
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,39,46
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Member, State Board of Education, District 14",Sue Melton-Malone,REP,21,34
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Member, State Board of Education, District 14",Maria Y. Berry,REP,16,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"State Representative, District 60",Jon Francis,REP,16,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"State Representative, District 60",Glenn Rogers,REP,18,24
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"State Representative, District 60",Kellye Sorelle,REP,1,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"State Representative, District 60",Christopher M. Perricone,REP,10,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,REP,14,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,REP,27,31
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,17,0,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,REP,39,44
