political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,absentee_votes,Early Voting Votes,early_votes,election_votes,party_code
Wheeler County,3/3/20,Primary ,,,8,663,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,1,3,4,6,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,0,0,0,3,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Justice, Supreme Court, Place 7",Staci Williams,0,3,3,7,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Justice, Supreme Court, Place 7",Brandy Voss,1,0,1,2,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Justice, Supreme Court, Place 8",Gisela D. Triana,1,2,3,6,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Justice, Supreme Court, Place 8",Peter Kelly,0,1,1,3,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,1,3,4,7,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,0,0,0,2,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,1,3,4,6,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,0,0,0,4,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,0,2,2,7,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"Member, State Board of Education, District 15",John Betancourt,0,2,2,7,DEM
Wheeler County,3/3/20,Primary ,,,8,663,"State Representative, District 68",Patsy Ledbetter,0,2,2,8,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Sheriff,Julian M. Torres,0,2,2,7,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #1,Yes,1,3,4,9,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #1,No,0,0,0,2,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #2,Yes,1,3,4,10,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #2,No,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #3,Yes,1,3,4,11,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #3,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #4,Yes,1,3,4,11,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #4,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #5,Yes,1,3,4,10,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #5,No,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #6,Yes,1,3,4,10,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #6,No,0,0,0,2,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #7,Yes,1,3,4,11,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #7,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #8,Yes,1,3,4,9,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #8,No,0,0,0,2,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #9,Yes,1,3,4,11,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #9,No,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #10,Yes,1,3,4,8,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #10,No,0,0,0,2,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #11,Yes,1,3,4,7,DEM
Wheeler County,3/3/20,Primary ,,,8,663,Proposition #11,No,0,0,0,4,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Elizabeth Warren,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Julián Castro,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Robby Wells,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Amy Klobuchar,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Tulsi Gabbard,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Cory Booker,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Michael R. Bloomberg,1,0,1,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,"Roque ""Rocky"" De La Fuente",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Tom Steyer,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Pete Buttigieg,0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Joseph R. Biden,3,5,8,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Bernie Sanders,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Michael Bennet,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Andrew Yang,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Marianne Williamson,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,John K. Delaney,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,President,Deval Patrick,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,Adrian Ocegueda,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,Sema Hernandez,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,Royce West,0,2,2,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,Michael Cooper,2,0,2,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,Cristina Tzintzun Ramirez,1,0,1,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,"Annie ""Mamá"" Garcia",0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,Victor Hugo Harris,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,Jack Daniel Foster Jr,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,"Mary ""MJ"" Hegar",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,D. R. Hunter,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,Chris Bell,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,United States Senator,Amanda K. Edwards,1,0,1,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"United States Representative, District No. 13",Greg Sagan,3,4,7,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"United States Representative, District No. 13",Gus Trujillo,1,1,2,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"United States Representative, District No. 13",Timothy W. Gassaway,0,0,0,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Railroad Commissioner,Chrysta Castañeda,2,2,4,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Railroad Commissioner,Mark Watson,1,0,1,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Railroad Commissioner,Kelly Stone,1,0,1,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,1,1,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Chief Justice, Supreme Court",Jerry Zimmerer,0,3,3,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Chief Justice, Supreme Court",Amy Clark Meachum,4,2,6,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,2,4,6,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,2,0,2,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Justice, Supreme Court, Place 7",Staci Williams,3,3,6,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Justice, Supreme Court, Place 7",Brandy Voss,1,1,2,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Justice, Supreme Court, Place 8",Gisela D. Triana,2,4,6,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Justice, Supreme Court, Place 8",Peter Kelly,2,0,2,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,3,3,6,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,1,1,2,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,3,4,7,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,1,0,1,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,4,5,9,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"Member, State Board of Education, District 15",John Betancourt,4,4,8,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,"State Representative, District 68",Patsy Ledbetter,4,5,9,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Sheriff,Julian M. Torres,4,3,7,2,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #1,Yes,4,6,10,2,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #1,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #2,Yes,4,6,10,2,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #2,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #3,Yes,4,6,10,2,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #3,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #4,Yes,4,6,10,2,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #4,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #5,Yes,4,6,10,2,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #5,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #6,Yes,4,6,10,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #6,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #7,Yes,4,6,10,1,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #7,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #8,Yes,4,6,10,2,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #8,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #9,Yes,4,6,10,2,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #9,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #10,Yes,3,6,9,2,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #10,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #11,Yes,3,6,9,2,DEM
Wheeler County,3/3/20,Primary ,,,9,817,Proposition #11,No,1,0,1,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Elizabeth Warren,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Julián Castro,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Robby Wells,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Amy Klobuchar,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Tulsi Gabbard,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Cory Booker,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Michael R. Bloomberg,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,"Roque ""Rocky"" De La Fuente",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Tom Steyer,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Pete Buttigieg,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Joseph R. Biden,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Bernie Sanders,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Michael Bennet,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Andrew Yang,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Marianne Williamson,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,John K. Delaney,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,President,Deval Patrick,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,Adrian Ocegueda,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,Sema Hernandez,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,Royce West,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,Michael Cooper,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,Cristina Tzintzun Ramirez,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,"Annie ""Mamá"" Garcia",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,Victor Hugo Harris,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,Jack Daniel Foster Jr,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,"Mary ""MJ"" Hegar",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,D. R. Hunter,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,Chris Bell,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,United States Senator,Amanda K. Edwards,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"United States Representative, District No. 13",Greg Sagan,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"United States Representative, District No. 13",Gus Trujillo,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"United States Representative, District No. 13",Timothy W. Gassaway,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Railroad Commissioner,Chrysta Castañeda,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Railroad Commissioner,Mark Watson,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Railroad Commissioner,Kelly Stone,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Chief Justice, Supreme Court",Jerry Zimmerer,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Chief Justice, Supreme Court",Amy Clark Meachum,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Justice, Supreme Court, Place 7",Staci Williams,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Justice, Supreme Court, Place 7",Brandy Voss,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Justice, Supreme Court, Place 8",Gisela D. Triana,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Justice, Supreme Court, Place 8",Peter Kelly,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"Member, State Board of Education, District 15",John Betancourt,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,"State Representative, District 68",Patsy Ledbetter,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Sheriff,Julian M. Torres,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #1,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #1,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #2,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #2,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #3,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #3,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #4,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #4,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #5,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #5,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #6,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #6,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #7,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #7,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #8,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #8,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #9,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #9,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #10,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #10,No,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #11,Yes,0,0,0,0,DEM
Wheeler County,3/3/20,Primary ,,,10,106,Proposition #11,No,0,0,0,0,DEM
