political_subdivision,election_date,election_name,total Prov ballots,total prov ballots counted,precinct_number,reg_voters,reg_voters,race_name,candidate_name,party  code,early_votes,election_votes
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Railroad Commissioner,Chrysta Castañeda,,11,24
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Railroad Commissioner,Mark Watson,,21,15
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,16,33
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Chief Justice, Supreme Court",Amy Clark Meachum,,58,80
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Chief Justice, Supreme Court",Jerry Zimmerer,,8,17
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,20,24
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,43,70
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Justice, Supreme Court, Place 7",Brandy Voss,,28,45
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Justice, Supreme Court, Place 7",Staci Williams,,36,48
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Justice, Supreme Court, Place 8",Peter Kelly,,20,32
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Justice, Supreme Court, Place 8",Gisela D. Triana,,42,58
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,14,17
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,47,70
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,3,6
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,12,31
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,51,63
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,54,79
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"State Senator, District 21",Judith Zaffirini,,59,90
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,55,89
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,56,83
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,County Chairman,Jennifer Hay,,58,84
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #1,Yes,,61,103
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #1,No,,6,6
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #2,Yes,,65,104
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #2,No,,3,5
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #3,Yes,,64,105
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #3,No,,2,4
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #4,Yes,,60,104
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #4,No,,5,3
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #5,Yes,,63,105
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #5,No,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #6,Yes,,67,107
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #6,No,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #7,Yes,,60,103
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #7,No,,5,4
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #8,Yes,,66,104
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #8,No,,1,3
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #9,Yes,,62,106
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #9,No,,4,1
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #10,Yes,,60,101
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #10,No,,7,5
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #11,Yes,,60,97
San Patricio County,3/3/2020,Democratic Primary Election,,,109,2950,2950,Proposition #11,No,,6,8
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Joseph R. Biden,,31,73
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Cory Booker,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Tulsi Gabbard,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Julián Castro,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Amy Klobuchar,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Bernie Sanders,,22,28
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Deval Patrick,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Tom Steyer,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Pete Buttigieg,,5,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,"Roque ""Rocky"" De La Fuente",,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Michael R. Bloomberg,,16,20
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,Elizabeth Warren,,8,5
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,President,John K. Delaney,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,Adrian Ocegueda,,6,9
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,"Mary ""MJ"" Hegar",,6,9
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,Amanda K. Edwards,,4,8
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,Jack Daniel Foster Jr,,0,4
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,D.R. Hunter,,13,9
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,Michael Cooper,,0,8
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,Royce West,,6,2
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,Cristina Tzintzun Ramirez,,25,48
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,Chris Bell,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,Victor Hugo Harris,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,Sema Hernandez,,3,2
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,United States Senator,"Annie ""Mamá"" Garcia",,5,7
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,59,93
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"United States Representative,
District No. 27",Charlie Jackson,,12,18
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Railroad Commissioner,Kelly Stone,,6,16
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Railroad Commissioner,Chrysta Castañeda,,16,29
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Railroad Commissioner,Mark Watson,,4,7
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,48,61
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Chief Justice, Supreme Court",Amy Clark Meachum,,54,92
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Chief Justice, Supreme Court",Jerry Zimmerer,,16,18
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,25,38
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,42,69
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Justice, Supreme Court, Place 7",Brandy Voss,,26,40
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Justice, Supreme Court, Place 7",Staci Williams,,41,65
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Justice, Supreme Court, Place 8",Peter Kelly,,19,39
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Justice, Supreme Court, Place 8",Gisela D. Triana,,46,69
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,18,25
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,44,70
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,6,7
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,12,28
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,54,75
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,61,93
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"State Senator, District 21",Judith Zaffirini,,73,104
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,67,102
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,66,99
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"County Commissioner, Precinct 1",Ruben Fonseca,,27,50
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"County Commissioner, Precinct 1",Sonia Lopez,,34,26
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"County Commissioner, Precinct 1",Randy Soliz,,14,26
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"County Commissioner, Precinct 1",Rudy Rivera,,12,23
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Constable, Precinct No. 8",Romaldo Banda (Chombe),,19,31
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Constable, Precinct No. 8",Teresa Gonzales,,58,75
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,"Constable, Precinct No. 8",Frank Morales,,14,19
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,County Chairman,Jennifer Hay,,64,100
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #1,Yes,,81,122
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #1,No,,8,5
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #2,Yes,,87,124
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #2,No,,3,4
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #3,Yes,,82,123
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #3,No,,3,3
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #4,Yes,,85,119
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #4,No,,0,5
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #5,Yes,,83,116
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #5,No,,1,6
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #6,Yes,,87,118
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #6,No,,2,4
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #7,Yes,,84,116
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #7,No,,5,8
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #8,Yes,,84,115
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #8,No,,3,5
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #9,Yes,,85,116
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #9,No,,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #10,Yes,,80,108
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #10,No,,7,11
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #11,Yes,,80,106
San Patricio County,3/3/2020,Democratic Primary Election,,,110,1857,1857,Proposition #11,No,,7,13
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Joseph R. Biden,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Cory Booker,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Julián Castro,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Amy Klobuchar,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Bernie Sanders,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Tom Steyer,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Pete Buttigieg,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Michael R. Bloomberg,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,Elizabeth Warren,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,111,40,40,President,John K. Delaney,,0,0
