COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,REGISTERED VOTERS - Republican Party,REGISTERED VOTERS - Democratic Party,REGISTERED VOTERS - NONPARTISAN,BALLOTS CAST TOTAL,BALLOTS CAST - Republican Party,BALLOTS CAST - Democratic Party,BALLOTS CAST - NONPARTISAN,BALLOTS CAST BLANK,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,"REP US Representative, Dist 28","REP US Representative, Dist 28","REP US Representative, Dist 28",REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,"REP Chief Justice, Supreme Court","REP Chief Justice, Supreme Court","REP Chief Justice, Supreme Court","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 8","REP Justice, Supreme Court, Pl 8","REP Justice, Supreme Court, Pl 8","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 9","REP Judge, Ct of Crim App, Pl 9","REP Judge, Ct of Crim App, Pl 9","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 21","REP State Senator, Dist 21","REP State Senator, Dist 21","REP State Representative, Dist 31","REP State Representative, Dist 31","REP State Representative, Dist 31","REP Chief Justice, 4th Ct of App Dist","REP Chief Justice, 4th Ct of App Dist","REP Chief Justice, 4th Ct of App Dist","REP Dist Attorney, 81st Judicial Dist","REP Dist Attorney, 81st Judicial Dist","REP Dist Attorney, 81st Judicial Dist",REP County Attorney,REP County Attorney,REP County Attorney,REP Sheriff,REP Sheriff,REP Sheriff,REP Sheriff,REP County Tax Assessor-Collector,REP County Tax Assessor-Collector,REP County Tax Assessor-Collector,REP County Commissioner,REP County Commissioner,REP County Commissioner,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP County Chair,REP County Chair,REP County Chair,REP County Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 10,REP Proposition 10,REP Proposition 10,REP Proposition 10,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,"DEM US Representative, Dist 28","DEM US Representative, Dist 28","DEM US Representative, Dist 28","DEM US Representative, Dist 28",DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,"DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 9","DEM Judge, Ct of Crim App, Pl 9","DEM Judge, Ct of Crim App, Pl 9","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 21","DEM State Senator, Dist 21","DEM State Senator, Dist 21","DEM State Representative, Dist 31","DEM State Representative, Dist 31","DEM State Representative, Dist 31","DEM Chief Justice, 4th Ct of App Dist","DEM Chief Justice, 4th Ct of App Dist","DEM Chief Justice, 4th Ct of App Dist",DEM Sheriff,DEM Sheriff,DEM Sheriff,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM Constable,DEM Constable,DEM Constable,DEM Constable,DEM County Chair,DEM County Chair,DEM County Chair,DEM Proposition #1,DEM Proposition #1,DEM Proposition #1,DEM Proposition #1,DEM Proposition #2,DEM Proposition #2,DEM Proposition #2,DEM Proposition #2,DEM Proposition #3,DEM Proposition #3,DEM Proposition #3,DEM Proposition #3,DEM Proposition #4,DEM Proposition #4,DEM Proposition #4,DEM Proposition #4,DEM Proposition #5,DEM Proposition #5,DEM Proposition #5,DEM Proposition #5,DEM Proposition #6,DEM Proposition #6,DEM Proposition #6,DEM Proposition #6,DEM Proposition #7,DEM Proposition #7,DEM Proposition #7,DEM Proposition #7,DEM Proposition #8,DEM Proposition #8,DEM Proposition #8,DEM Proposition #8,DEM Proposition #9,DEM Proposition #9,DEM Proposition #9,DEM Proposition #9,DEM Proposition #10,DEM Proposition #10,DEM Proposition #10,DEM Proposition #10,DEM Proposition #11,DEM Proposition #11,DEM Proposition #11,DEM Proposition #11
ATASC,15,VB #15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
ATASC,15,VB #15,0,0,0,0,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,7,0,0,0,1,0,0,2,0,0,0,2,11,0,2,4,5,4,0,1,4,2,2,7,0,1,3,0,8,9,31,0,1,23,7,0,8,0,3,23,13,0,5,25,11,0,5,15,21,0,5,19,18,0,4,24,9,2,0,6,25,12,0,4,32,0,9,33,0,8,33,1,5,0,2,0,0,0,36,0,5,34,0,7,36,0,5,35,0,6,0,0,0,0,0,0,0,27,0,14,40,1,0,0,41,0,0,0,40,1,0,0,41,0,0,0,40,1,0,0,38,2,0,1,40,1,0,0,41,0,0,0,35,4,0,2,40,0,0,1,37,3,0,1
ATASC,15,VB #15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,16,VB #16,0,0,0,0,29,15,14,0,0,0,12,0,0,0,0,0,1,0,2,4,4,5,1,0,0,1,13,0,2,11,2,0,2,13,0,2,13,0,2,13,0,2,13,0,2,5,7,0,3,12,0,3,12,0,3,12,0,3,14,0,1,0,0,0,13,0,2,12,0,3,14,0,1,14,0,1,13,2,0,0,14,0,1,15,0,0,2,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,1,10,4,0,1,12,2,0,1,12,2,0,1,12,2,0,1,13,1,0,1,13,1,0,1,12,2,0,1,13,1,0,1,13,1,0,1,0,1,0,0,3,0,0,0,1,0,0,2,0,0,1,0,6,0,0,1,0,1,0,0,0,1,1,5,1,0,1,0,3,8,4,0,2,6,1,0,4,0,3,7,4,0,3,2,9,0,3,2,9,0,3,1,10,0,3,5,4,3,0,2,11,0,0,3,10,0,4,11,0,3,3,5,3,0,3,0,0,0,12,0,2,11,0,3,12,0,2,11,0,3,0,0,0,0,0,0,0,8,0,6,13,1,0,0,13,1,0,0,13,1,0,0,13,1,0,0,13,1,0,0,13,1,0,0,13,1,0,0,12,0,0,2,11,1,0,2,10,2,0,2,11,1,0,2
ATASC,16,VB #16,0,0,0,0,39,27,12,0,0,0,27,0,0,0,0,0,0,0,0,2,4,20,1,0,0,0,26,0,1,14,12,0,1,26,0,1,26,0,1,26,0,1,26,0,1,9,16,0,2,26,0,1,26,0,1,26,0,1,27,0,0,0,0,0,25,0,2,26,0,1,26,0,1,27,0,0,24,3,0,0,27,0,0,27,0,0,2,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,26,1,0,0,26,1,0,0,25,2,0,0,24,3,0,0,26,1,0,0,27,0,0,0,27,0,0,0,25,2,0,0,22,4,0,1,0,0,3,0,2,0,0,0,0,0,0,1,0,2,0,0,2,0,2,3,0,0,0,0,0,0,1,3,0,0,0,0,5,3,9,0,0,7,0,0,2,0,3,8,1,0,3,3,6,0,3,4,4,0,4,4,5,0,3,5,2,1,0,4,7,2,0,3,8,0,4,9,0,3,5,0,4,0,3,0,0,0,10,0,2,9,0,3,11,0,1,10,0,2,0,0,0,0,0,0,0,9,0,3,12,0,0,0,11,1,0,0,11,0,0,1,12,0,0,0,11,0,0,1,11,0,0,1,11,0,0,1,11,0,0,1,11,0,0,1,10,2,0,0,11,0,0,1
ATASC,16,VB #16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,16,VB #16,0,0,0,0,6,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,1,2,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,2,1,0,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,0,2,1,0,0,2,1,0,2,1,0,2,0,0,1,0,2,0,0,0,1,0,2,1,0,2,1,0,2,1,0,2,0,0,0,0,0,0,0,1,0,2,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0
ATASC,16,VB #16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,17,VB #17,0,0,0,0,298,68,230,0,0,0,60,1,0,2,0,0,4,0,1,5,3,45,12,1,0,2,62,0,6,47,16,0,5,62,0,6,63,0,5,63,0,5,60,0,8,38,25,0,5,62,0,6,62,0,6,60,0,8,63,0,5,0,0,0,61,0,7,62,0,6,64,0,4,64,0,4,49,17,0,2,65,0,3,0,0,0,0,0,0,0,0,0,0,0,64,0,4,0,0,0,0,0,43,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,19,0,0,48,20,0,0,58,8,0,2,58,8,0,2,59,7,0,2,58,7,0,3,65,1,0,2,62,3,0,3,64,2,0,2,54,12,0,2,7,0,45,2,67,0,0,1,19,0,1,14,0,2,0,1,59,0,12,26,10,18,5,5,8,0,18,57,4,7,35,0,37,80,140,0,10,117,16,12,54,0,31,135,63,0,32,66,127,0,37,90,103,0,37,57,137,0,36,132,42,19,0,37,157,36,0,37,178,0,52,185,0,45,120,23,66,0,21,0,0,0,194,0,36,191,0,39,220,0,10,0,0,0,208,0,22,137,81,0,12,191,0,39,218,9,0,3,215,6,0,9,221,3,0,6,219,4,0,7,223,1,0,6,217,4,0,9,216,7,0,7,217,4,0,9,220,4,0,6,212,11,0,7,201,17,0,12
ATASC,17,VB #17,0,0,0,0,224,84,140,0,0,0,74,1,1,1,0,0,5,0,2,8,11,56,6,1,0,2,76,0,8,62,19,0,3,79,0,5,79,0,5,78,0,6,79,0,5,32,47,0,5,80,0,4,78,0,6,79,0,5,81,0,3,0,0,0,76,0,8,80,0,4,81,0,3,79,0,5,72,12,0,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,83,0,1,0,0,0,0,0,54,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68,16,0,0,68,16,0,0,72,11,0,1,74,9,0,1,75,9,0,0,74,8,0,2,83,0,0,1,81,2,0,1,74,9,0,1,75,8,0,1,0,1,37,4,34,1,0,1,9,1,0,11,0,2,1,1,28,0,9,21,5,8,3,3,1,2,13,28,2,5,22,0,27,42,94,0,4,72,12,13,25,0,18,77,41,0,22,41,78,0,21,43,75,0,22,40,80,0,20,84,26,8,0,22,89,29,0,22,114,0,26,123,0,17,83,24,29,0,4,0,0,0,125,0,15,123,0,17,136,0,4,0,0,0,130,0,10,99,33,0,8,120,0,20,128,6,0,6,125,8,0,7,129,3,0,8,127,5,0,8,127,5,0,8,128,4,0,8,121,8,0,11,122,7,0,11,122,7,0,11,115,16,0,9,115,16,0,9
ATASC,17,VB #17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,17,VB #17,0,0,0,0,31,3,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,1,2,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,2,0,1,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,2,1,0,0,3,0,0,0,3,0,0,0,2,1,0,0,3,0,0,0,3,0,0,0,2,1,0,0,3,0,0,0,1,0,12,2,5,0,1,0,0,0,0,0,0,0,0,0,6,0,1,2,1,0,0,0,1,1,5,7,1,1,3,0,6,6,22,0,0,12,4,1,6,0,5,11,10,0,7,12,11,0,5,9,11,0,8,8,16,0,4,12,8,1,0,7,13,10,0,5,19,0,9,23,0,5,18,6,2,0,2,0,0,0,21,0,7,19,0,9,27,0,1,0,0,0,23,0,5,16,7,0,5,17,0,11,22,0,0,6,22,0,0,6,22,0,0,6,22,0,0,6,22,0,0,6,21,1,0,6,20,1,0,7,22,0,0,6,22,0,0,6,21,1,0,6,20,1,0,7
ATASC,17,VB #17,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0
ATASC,18,VB #18,0,0,0,0,355,138,217,0,0,0,131,1,0,1,0,0,3,0,2,19,9,87,11,2,0,10,126,0,12,104,24,0,10,126,0,12,128,0,10,129,0,9,129,0,9,63,63,0,12,127,0,11,128,0,10,126,0,12,125,0,13,0,0,0,127,0,11,123,0,15,124,0,14,129,0,9,89,40,0,9,128,0,10,0,0,0,0,0,0,0,0,0,0,0,128,0,10,0,0,0,0,0,77,44,0,17,0,0,0,0,0,0,0,0,0,0,0,0,110,27,0,1,107,28,0,3,126,8,0,4,126,7,0,5,121,15,0,2,129,6,0,3,132,2,0,4,133,2,0,3,122,14,0,2,120,15,0,3,2,2,43,2,45,1,1,1,30,1,0,9,3,4,3,1,39,0,30,17,15,11,3,1,2,5,25,40,6,7,31,0,54,61,134,0,22,98,27,9,40,0,43,88,85,0,44,88,81,0,48,70,94,0,53,72,94,0,51,97,52,21,0,47,106,60,0,51,158,0,59,164,0,53,76,46,54,0,41,0,0,0,163,0,54,163,0,54,203,0,14,0,0,0,199,0,18,148,43,0,26,165,0,52,188,13,0,16,184,10,0,23,189,4,0,24,185,6,0,26,184,6,0,27,185,6,0,26,174,14,0,29,168,19,0,30,173,10,0,34,166,13,0,38,156,24,0,37
ATASC,18,VB #18,0,0,0,0,185,120,65,0,0,0,114,1,1,0,0,0,2,0,2,12,9,79,11,3,0,6,108,0,12,83,25,0,12,110,0,10,109,0,11,111,0,9,109,0,11,50,56,0,14,108,0,12,107,0,13,106,0,14,113,0,7,0,0,0,106,0,14,107,0,13,109,0,11,109,0,11,97,20,0,3,114,0,6,0,0,0,0,0,0,0,0,0,0,0,116,0,4,0,0,0,0,0,61,45,0,14,0,0,0,0,0,0,0,0,0,0,0,0,104,13,0,3,96,23,0,1,105,10,0,5,108,9,0,3,110,6,0,4,108,5,0,7,117,0,0,3,115,1,0,4,111,4,0,5,106,9,0,5,1,1,17,0,8,1,0,0,9,0,1,5,0,4,1,1,7,0,9,10,2,4,1,1,1,5,6,8,3,1,9,0,14,19,41,0,5,24,6,4,20,0,11,30,25,0,10,22,30,0,13,18,33,0,14,18,34,0,13,35,8,6,0,16,41,10,0,14,48,0,17,52,0,13,17,12,25,0,11,0,0,0,54,0,11,52,0,13,62,0,3,0,0,0,63,0,2,41,19,0,5,55,0,10,55,3,0,7,55,3,0,7,56,2,0,7,56,2,0,7,58,0,0,7,56,2,0,7,54,4,0,7,56,1,0,8,54,1,0,10,54,3,0,8,50,4,0,11
ATASC,18,VB #18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
