Political_subdivision,Election_date,Election_name,Total Prov Ballots,Total Prov Counted,Precinct_Number,Reg_Voters,Race_Name,Candidate_Name,Party_Code,Early_votes,Election_Votes
San Patricio County,3/6/2018,Republican Primary,,,113,1275,"Judge, County Court-at-Law",Viki Hesseltine Martino,REP,3,10
San Patricio County,3/6/2018,Republican Primary,,,113,1275,"Judge, County Court-at-Law",Elizabeth Welborn,REP,11,8
San Patricio County,3/6/2018,Republican Primary,,,113,1275,District Clerk,Victoria Price Luke,REP,10,9
San Patricio County,3/6/2018,Republican Primary,,,113,1275,District Clerk,Heather Marks,REP,4,9
San Patricio County,3/6/2018,Republican Primary,,,113,1275,County Treasurer,Denise Janak,REP,10,15
San Patricio County,3/6/2018,Republican Primary,,,113,1275,County Surveyor,Julius Petrus,REP,11,15
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 1,YES,REP,9,15
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 1,NO,REP,5,4
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 2,YES,REP,14,16
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 2,NO,REP,1,2
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 3,YES,REP,11,14
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 3,NO,REP,4,4
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 4,YES,REP,12,17
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 4,NO,REP,3,2
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 5,YES,REP,12,13
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 5,NO,REP,3,5
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 6,YES,REP,15,18
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 6,NO,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 7,YES,REP,10,12
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 7,NO,REP,5,6
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 8,YES,REP,14,18
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 8,NO,REP,1,1
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 9,YES,REP,12,14
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 9,NO,REP,2,5
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 10,YES,REP,14,16
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 10,NO,REP,1,2
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 11,YES,REP,11,14
San Patricio County,3/6/2018,Republican Primary,,,113,1275,Proposition 11,NO,REP,4,5
San Patricio County,3/6/2018,Republican Primary,,,114,1950,United States Senator,Stefano de Stefano,REP,1,2
San Patricio County,3/6/2018,Republican Primary,,,114,1950,United States Senator,Mary Miller,REP,6,8
San Patricio County,3/6/2018,Republican Primary,,,114,1950,United States Senator,Geraldine Sam,REP,1,0
San Patricio County,3/6/2018,Republican Primary,,,114,1950,United States Senator,"Bruce Jacobson, Jr.",REP,7,7
San Patricio County,3/6/2018,Republican Primary,,,114,1950,United States Senator,Ted Cruz,REP,65,134
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"United States Representative, District No. 27",John Grunwald,REP,10,18
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"United States Representative, District No. 27",Bech Bruun,REP,35,47
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"United States Representative, District No. 27",Michael Cloud,REP,12,43
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"United States Representative, District No. 27",Christopher K. Mapp,REP,10,15
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"United States Representative, District No. 27",Eddie Gassman,REP,1,3
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"United States Representative, District No. 27",Jerry Hall,REP,6,17
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Governor,SECEDE Kilgore,REP,1,2
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Governor,Barbara Krueger,REP,7,10
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Governor,Greg Abbott,REP,73,136
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Lieutenant Governor,Dan Patrick,REP,58,118
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Lieutenant Governor,Scott Milder,REP,20,25
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Attorney General,Ken Paxton,REP,69,130
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Comptroller of Public Accounts,Glenn Hegar,REP,71,128
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Commissioner of the General Land Office,Davey Edwards,REP,6,9
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Commissioner of the General Land Office,Rick Range,REP,4,4
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Commissioner of the General Land Office,Jerry Patterson,REP,17,36
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Commissioner of the General Land Office,George P. Bush,REP,49,93
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Commissioner of Agriculture,Sid Miller,REP,32,64
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Commissioner of Agriculture,Jim Hogan,REP,23,45
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Commissioner of Agriculture,Trey Blocker,REP,16,24
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Railroad Commissioner,Weston Martinez,REP,10,48
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Railroad Commissioner,Christi Craddick,REP,60,86
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,68,126
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Justice, Supreme Court, Place 4",John Devine,REP,66,124
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Justice, Supreme Court, Place 6",Jeff Brown,REP,66,121
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,36,80
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,32,48
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,66,122
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,30,62
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,6,16
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,31,43
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,59,90
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Member, State Board of Education, District No. 2",Eric Garza,REP,12,41
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"State Representative,
District No. 43",J.M. Lozano,REP,73,125
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,65,115
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,69,121
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,63,114
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,63,116
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"District Judge, 36th Judicial District",Jason Keeney,REP,42,63
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"District Judge, 36th Judicial District",Starr Bauer,REP,35,72
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,67,119
San Patricio County,3/6/2018,Republican Primary,,,114,1950,County Judge,Terry Simpson,REP,44,77
San Patricio County,3/6/2018,Republican Primary,,,114,1950,County Judge,David R Krebs,REP,32,60
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Judge, County Court-at-Law",Viki Hesseltine Martino,REP,18,36
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Judge, County Court-at-Law",Elizabeth Welborn,REP,62,103
San Patricio County,3/6/2018,Republican Primary,,,114,1950,District Clerk,Victoria Price Luke,REP,48,94
San Patricio County,3/6/2018,Republican Primary,,,114,1950,District Clerk,Heather Marks,REP,32,50
San Patricio County,3/6/2018,Republican Primary,,,114,1950,County Treasurer,Denise Janak,REP,66,120
San Patricio County,3/6/2018,Republican Primary,,,114,1950,County Surveyor,Julius Petrus,REP,68,120
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"County Commissioner,
Precinct No. 4",Howard J. Gillespie,REP,56,78
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"County Commissioner,
Precinct No. 4",Ross L. McElwee,REP,22,64
San Patricio County,3/6/2018,Republican Primary,,,114,1950,"Justice of the Peace,
Precinct No. 6",Susan Price,REP,62,118
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 1,YES,REP,55,112
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 1,NO,REP,29,34
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 2,YES,REP,79,137
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 2,NO,REP,6,11
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 3,YES,REP,74,137
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 3,NO,REP,9,11
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 4,YES,REP,81,137
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 4,NO,REP,2,10
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 5,YES,REP,63,126
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 5,NO,REP,19,21
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 6,YES,REP,78,144
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 6,NO,REP,5,5
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 7,YES,REP,45,112
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 7,NO,REP,35,37
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 8,YES,REP,83,149
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 8,NO,REP,2,1
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 9,YES,REP,72,141
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 9,NO,REP,8,7
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 10,YES,REP,79,143
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 10,NO,REP,2,7
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 11,YES,REP,77,132
San Patricio County,3/6/2018,Republican Primary,,,114,1950,Proposition 11,NO,REP,6,20
San Patricio County,3/6/2018,Republican Primary,,,115,3797,United States Senator,Stefano de Stefano,REP,10,8
San Patricio County,3/6/2018,Republican Primary,,,115,3797,United States Senator,Mary Miller,REP,21,17
San Patricio County,3/6/2018,Republican Primary,,,115,3797,United States Senator,Geraldine Sam,REP,4,2
San Patricio County,3/6/2018,Republican Primary,,,115,3797,United States Senator,"Bruce Jacobson, Jr.",REP,13,13
San Patricio County,3/6/2018,Republican Primary,,,115,3797,United States Senator,Ted Cruz,REP,249,252
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"United States Representative, District No. 27",John Grunwald,REP,37,23
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"United States Representative, District No. 27",Bech Bruun,REP,102,117
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"United States Representative, District No. 27",Michael Cloud,REP,72,72
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"United States Representative, District No. 27",Christopher K. Mapp,REP,20,25
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"United States Representative, District No. 27",Eddie Gassman,REP,4,7
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"United States Representative, District No. 27",Jerry Hall,REP,44,35
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Governor,SECEDE Kilgore,REP,4,3
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Governor,Barbara Krueger,REP,18,18
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Governor,Greg Abbott,REP,279,278
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Lieutenant Governor,Dan Patrick,REP,232,236
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Lieutenant Governor,Scott Milder,REP,52,45
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Attorney General,Ken Paxton,REP,268,258
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Comptroller of Public Accounts,Glenn Hegar,REP,255,240
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Commissioner of the General Land Office,Davey Edwards,REP,17,16
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Commissioner of the General Land Office,Rick Range,REP,15,18
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Commissioner of the General Land Office,Jerry Patterson,REP,76,74
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Commissioner of the General Land Office,George P. Bush,REP,178,172
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Commissioner of Agriculture,Sid Miller,REP,108,109
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Commissioner of Agriculture,Jim Hogan,REP,76,80
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Commissioner of Agriculture,Trey Blocker,REP,60,62
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Railroad Commissioner,Weston Martinez,REP,65,53
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Railroad Commissioner,Christi Craddick,REP,193,207
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,239,237
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Justice, Supreme Court, Place 4",John Devine,REP,232,238
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Justice, Supreme Court, Place 6",Jeff Brown,REP,233,236
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,139,140
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,116,118
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,228,235
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,115,115
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,31,37
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,91,86
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,185,186
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Member, State Board of Education, District No. 2",Eric Garza,REP,64,60
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"State Representative,
District No. 43",J.M. Lozano,REP,253,241
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,223,216
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,233,224
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,221,213
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,219,216
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"District Judge, 36th Judicial District",Jason Keeney,REP,136,122
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"District Judge, 36th Judicial District",Starr Bauer,REP,122,128
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,232,226
San Patricio County,3/6/2018,Republican Primary,,,115,3797,County Judge,Terry Simpson,REP,152,144
San Patricio County,3/6/2018,Republican Primary,,,115,3797,County Judge,David R Krebs,REP,112,111
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Judge, County Court-at-Law",Viki Hesseltine Martino,REP,63,56
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Judge, County Court-at-Law",Elizabeth Welborn,REP,229,229
San Patricio County,3/6/2018,Republican Primary,,,115,3797,District Clerk,Victoria Price Luke,REP,184,174
San Patricio County,3/6/2018,Republican Primary,,,115,3797,District Clerk,Heather Marks,REP,91,101
San Patricio County,3/6/2018,Republican Primary,,,115,3797,County Treasurer,Denise Janak,REP,234,230
San Patricio County,3/6/2018,Republican Primary,,,115,3797,County Surveyor,Julius Petrus,REP,226,224
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"County Commissioner,
Precinct No. 4",Howard J. Gillespie,REP,105,118
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"County Commissioner,
Precinct No. 4",Ross L. McElwee,REP,201,173
San Patricio County,3/6/2018,Republican Primary,,,115,3797,"Justice of the Peace,
Precinct No. 6",Susan Price,REP,245,244
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 1,YES,REP,193,204
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 1,NO,REP,87,73
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 2,YES,REP,270,274
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 2,NO,REP,24,18
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 3,YES,REP,254,248
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 3,NO,REP,34,40
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 4,YES,REP,282,277
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 4,NO,REP,14,16
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 5,YES,REP,238,247
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 5,NO,REP,52,48
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 6,YES,REP,284,280
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 6,NO,REP,13,14
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 7,YES,REP,152,188
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 7,NO,REP,135,98
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 8,YES,REP,294,281
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 8,NO,REP,8,11
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 9,YES,REP,253,266
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 9,NO,REP,39,27
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 10,YES,REP,276,279
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 10,NO,REP,18,14
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 11,YES,REP,270,258
San Patricio County,3/6/2018,Republican Primary,,,115,3797,Proposition 11,NO,REP,27,36
San Patricio County,3/6/2018,Republican Primary,,,116,3940,United States Senator,Stefano de Stefano,REP,15,7
San Patricio County,3/6/2018,Republican Primary,,,116,3940,United States Senator,Mary Miller,REP,23,31
San Patricio County,3/6/2018,Republican Primary,,,116,3940,United States Senator,Geraldine Sam,REP,5,6
San Patricio County,3/6/2018,Republican Primary,,,116,3940,United States Senator,"Bruce Jacobson, Jr.",REP,23,9
San Patricio County,3/6/2018,Republican Primary,,,116,3940,United States Senator,Ted Cruz,REP,334,280
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"United States Representative, District No. 27",John Grunwald,REP,23,22
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"United States Representative, District No. 27",Bech Bruun,REP,197,170
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"United States Representative, District No. 27",Michael Cloud,REP,85,67
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"United States Representative, District No. 27",Christopher K. Mapp,REP,21,24
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"United States Representative, District No. 27",Eddie Gassman,REP,8,9
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"United States Representative, District No. 27",Jerry Hall,REP,35,19
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Governor,SECEDE Kilgore,REP,7,10
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Governor,Barbara Krueger,REP,40,31
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Governor,Greg Abbott,REP,348,288
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Lieutenant Governor,Dan Patrick,REP,276,247
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Lieutenant Governor,Scott Milder,REP,95,71
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Attorney General,Ken Paxton,REP,346,299
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Comptroller of Public Accounts,Glenn Hegar,REP,341,295
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Commissioner of the General Land Office,Davey Edwards,REP,29,24
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Commissioner of the General Land Office,Rick Range,REP,20,16
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Commissioner of the General Land Office,Jerry Patterson,REP,130,94
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Commissioner of the General Land Office,George P. Bush,REP,201,182
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Commissioner of Agriculture,Sid Miller,REP,165,107
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Commissioner of Agriculture,Jim Hogan,REP,99,96
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Commissioner of Agriculture,Trey Blocker,REP,63,65
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Railroad Commissioner,Weston Martinez,REP,64,81
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Railroad Commissioner,Christi Craddick,REP,267,209
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,318,274
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Justice, Supreme Court, Place 4",John Devine,REP,313,277
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Justice, Supreme Court, Place 6",Jeff Brown,REP,314,276
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,169,163
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,163,130
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,316,273
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,156,138
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,42,31
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,109,92
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,264,192
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Member, State Board of Education, District No. 2",Eric Garza,REP,73,87
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"State Representative,
District No. 43",J.M. Lozano,REP,341,284
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,303,262
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,313,267
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,291,254
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,290,258
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"District Judge, 36th Judicial District",Jason Keeney,REP,167,162
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"District Judge, 36th Judicial District",Starr Bauer,REP,199,141
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,324,266
San Patricio County,3/6/2018,Republican Primary,,,116,3940,County Judge,Terry Simpson,REP,101,90
San Patricio County,3/6/2018,Republican Primary,,,116,3940,County Judge,David R Krebs,REP,294,233
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Judge, County Court-at-Law",Viki Hesseltine Martino,REP,95,89
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Judge, County Court-at-Law",Elizabeth Welborn,REP,272,220
San Patricio County,3/6/2018,Republican Primary,,,116,3940,District Clerk,Victoria Price Luke,REP,101,92
San Patricio County,3/6/2018,Republican Primary,,,116,3940,District Clerk,Heather Marks,REP,281,224
San Patricio County,3/6/2018,Republican Primary,,,116,3940,County Treasurer,Denise Janak,REP,322,268
San Patricio County,3/6/2018,Republican Primary,,,116,3940,County Surveyor,Julius Petrus,REP,308,259
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"County Commissioner,
Precinct No. 2",Mark Roach,REP,109,127
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"County Commissioner,
Precinct No. 2",Gary Moore Sr,REP,169,105
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"County Commissioner,
Precinct No. 2",Rick Ott,REP,105,87
San Patricio County,3/6/2018,Republican Primary,,,116,3940,"Justice of the Peace,
Precinct No. 4",Karen Diaz,REP,335,271
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 1,YES,REP,248,207
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 1,NO,REP,119,101
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 2,YES,REP,339,296
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 2,NO,REP,50,33
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 3,YES,REP,316,272
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 3,NO,REP,68,54
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 4,YES,REP,355,297
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 4,NO,REP,35,26
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 5,YES,REP,296,263
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 5,NO,REP,93,62
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 6,YES,REP,345,310
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 6,NO,REP,50,23
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 7,YES,REP,228,204
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 7,NO,REP,152,121
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 8,YES,REP,370,317
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 8,NO,REP,28,14
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 9,YES,REP,328,285
San Patricio County,3/6/2018,Republican Primary,,,116,3940,Proposition 9,NO,REP,63,43
