political_subdivision,election_date,election_name,total provision ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 9,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 10,YES,,6,19
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 10,NO,,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 11,YES,,6,18
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Proposition 11,NO,,0,4
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 1,YES,,7,25
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 1,NO,,5,8
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 2,YES,,9,32
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 2,NO,,2,3
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 3,YES,,9,32
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 3,NO,,3,4
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 4,YES,,8,34
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 4,NO,,4,1
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 5,YES,,10,33
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 5,NO,,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 6,YES,,11,35
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 6,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 7,YES,,8,22
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 7,NO,,4,8
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 8,YES,,11,35
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 8,NO,,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 9,YES,,8,32
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 9,NO,,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 10,YES,,11,34
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 10,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 11,YES,,12,33
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Proposition 11,NO,,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 1,YES,,32,59
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 1,NO,,16,36
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 2,YES,,43,90
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 2,NO,,6,11
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 3,YES,,35,93
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 3,NO,,10,9
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 4,YES,,46,93
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 4,NO,,3,10
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 5,YES,,43,84
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 5,NO,,6,16
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 6,YES,,47,99
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 6,NO,,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 7,YES,,31,59
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 7,NO,,15,39
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 8,YES,,50,94
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 8,NO,,0,7
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 9,YES,,42,96
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 9,NO,,7,5
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 10,YES,,47,96
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 10,NO,,2,4
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 11,YES,,45,91
Bee County,3/6/2018,2018 Republican Primary,8,7,13,1436,Proposition 11,NO,,4,9
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 1,YES,,5,11
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 1,NO,,1,6
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 2,YES,,6,16
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 2,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 3,YES,,6,18
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 3,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 4,YES,,6,17
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 4,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 5,YES,,6,15
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 5,NO,,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 6,YES,,6,17
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 6,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 7,YES,,3,12
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 7,NO,,2,5
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 8,YES,,6,17
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 8,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 9,YES,,6,16
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 9,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 10,YES,,5,17
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 10,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 11,YES,,7,17
Bee County,3/6/2018,2018 Republican Primary,8,7,14,250,Proposition 11,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 1,YES,,36,46
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 1,NO,,20,10
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 2,YES,,52,56
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 2,NO,,4,6
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 3,YES,,44,49
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 3,NO,,13,11
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 4,YES,,50,57
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 4,NO,,7,4
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 5,YES,,46,53
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 5,NO,,10,7
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 6,YES,,54,58
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 6,NO,,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 7,YES,,29,36
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 7,NO,,27,23
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 8,YES,,58,59
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 8,NO,,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 9,YES,,45,56
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 9,NO,,11,5
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 10,YES,,54,55
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 10,NO,,3,3
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 11,YES,,46,54
Bee County,3/6/2018,2018 Republican Primary,8,7,16,986,Proposition 11,NO,,11,5
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 1,YES,,37,27
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 1,NO,,12,12
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 2,YES,,46,38
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 2,NO,,4,2
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 3,YES,,47,39
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 3,NO,,3,3
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 4,YES,,49,41
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 4,NO,,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 5,YES,,46,37
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 5,NO,,4,5
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 6,YES,,49,41
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 6,NO,,2,1
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 7,YES,,35,31
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 7,NO,,14,12
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 8,YES,,48,40
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 8,NO,,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 9,YES,,45,38
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 9,NO,,5,7
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 10,YES,,49,37
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 10,NO,,0,6
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 11,YES,,43,33
Bee County,3/6/2018,2018 Republican Primary,8,7,17,1197,Proposition 11,NO,,7,10
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 1,YES,,110,80
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 1,NO,,30,30
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 2,YES,,130,107
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 2,NO,,19,8
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 3,YES,,129,98
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 3,NO,,14,11
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 4,YES,,135,102
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 4,NO,,13,9
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 5,YES,,137,96
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 5,NO,,17,15
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 6,YES,,148,109
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 6,NO,,9,5
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 7,YES,,101,72
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 7,NO,,49,37
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 8,YES,,153,112
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 8,NO,,4,2
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 9,YES,,142,103
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 9,NO,,13,10
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 10,YES,,142,103
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 10,NO,,4,6
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 11,YES,,140,104
Bee County,3/6/2018,2018 Republican Primary,8,7,18,1594,Proposition 11,NO,,12,9
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 1,YES,,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 1,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 2,YES,,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 2,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 3,YES,,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 3,NO,,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 4,YES,,3,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 4,NO,,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 5,YES,,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 5,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 6,YES,,4,4
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 6,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 7,YES,,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 7,NO,,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 8,YES,,4,4
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 8,NO,,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 9,YES,,4,3
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 9,NO,,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 10,YES,,3,4
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 10,NO,,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 11,YES,,4,4
Bee County,3/6/2018,2018 Republican Primary,8,7,19,648,Proposition 11,NO,,0,0
