Political_subdivision,election_date,election_name,total prov ballots,total prov ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_code,early_votes,election_votes
San Patricio County,11/6/2018,General Election,,,104,1534,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,124,118
San Patricio County,11/6/2018,General Election,,,104,1534,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,262,141
San Patricio County,11/6/2018,General Election,,,104,1534,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,118,109
San Patricio County,11/6/2018,General Election,,,104,1534,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,266,144
San Patricio County,11/6/2018,General Election,,,104,1534,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,118,106
San Patricio County,11/6/2018,General Election,,,104,1534,"District Judge, 36th Judicial District",Starr Bauer,REP,292,166
San Patricio County,11/6/2018,General Election,,,104,1534,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,296,165
San Patricio County,11/6/2018,General Election,,,104,1534,County Judge,David R. Krebs,REP,295,165
San Patricio County,11/6/2018,General Election,,,104,1534,"Judge, County Court-at-Law",Elizabeth Welborn,REP,290,167
San Patricio County,11/6/2018,General Election,,,104,1534,District Clerk,Heather Marks,REP,291,165
San Patricio County,11/6/2018,General Election,,,104,1534,County Clerk,Gracie Alaniz-Gonzales,DEM,196,152
San Patricio County,11/6/2018,General Election,,,104,1534,County Treasurer,Denise Janak,REP,290,164
San Patricio County,11/6/2018,General Election,,,104,1534,County Surveyor,Julius Petrus,REP,291,163
San Patricio County,11/6/2018,General Election,,,104,1534,"Justice of the Peace, Precinct No. 1",Yolanda P. Guerrero,DEM,186,152
San Patricio County,11/6/2018,General Election,,,105,0,Straight-Party,Republican Party,REP,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Straight-Party,Democratic Party,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Straight-Party,Libertarian Party,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,United States Senator,Ted Cruz,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,United States Senator,Beto O'Rourke,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,United States Senator,Neal M. Dikeman,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"United States Representative, District No. 34",Rey Gonzalez,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"United States Representative, District No. 34",Filemon B. Vela,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Governor,Greg Abbott,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,Governor,Lupe Valdez,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Governor,Mark Jay Tippetts,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Lieutenant Governor,Dan Patrick,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,Lieutenant Governor,Mike Collier,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Attorney General,Ken Paxton,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,Attorney General,Justin Nelson,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Attorney General,Michael Ray Harris,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Comptroller of Public Accounts,Glenn Hegar,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,Comptroller of Public Accounts,Joi Chevalier,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Comptroller of Public Accounts,Ben Sanders,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Commissioner of the General Land Office,George P. Bush,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,Commissioner of the General Land Office,Miguel Suazo,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Commissioner of the General Land Office,Matt Pina,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Commissioner of Agriculture,Sid Miller,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,Commissioner of Agriculture,Kim Olson,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Commissioner of Agriculture,Richard Carpenter,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Railroad Commissioner,Christi Craddick,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,Railroad Commissioner,Roman McAllen,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,Railroad Commissioner,Mike Wright,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, Supreme Court, Place 4",John Devine,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"State Representative, District No. 43",J.M. Lozano,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"District Judge, 36th Judicial District",Starr Bauer,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,County Judge,David R. Krebs,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Judge, County Court-at-Law",Elizabeth Welborn,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,District Clerk,Heather Marks,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,County Clerk,Gracie Alaniz-Gonzales,DEM,1,0
San Patricio County,11/6/2018,General Election,,,105,0,County Treasurer,Denise Janak,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,County Surveyor,Julius Petrus,REP,1,0
San Patricio County,11/6/2018,General Election,,,105,0,"Justice of the Peace, Precinct No. 5",Nere Villarreal,DEM,0,0
San Patricio County,11/6/2018,General Election,,,105,0,"Constable, Precinct No. 5 
Unexpired Term",Valde Ramirez,DEM,0,0
San Patricio County,11/6/2018,General Election,,,106,1750,Straight-Party,Republican Party,REP,203,110
San Patricio County,11/6/2018,General Election,,,106,1750,Straight-Party,Democratic Party,DEM,82,75
San Patricio County,11/6/2018,General Election,,,106,1750,Straight-Party,Libertarian Party,LIB,1,5
San Patricio County,11/6/2018,General Election,,,106,1750,United States Senator,Ted Cruz,REP,267,143
San Patricio County,11/6/2018,General Election,,,106,1750,United States Senator,Beto O'Rourke,DEM,126,98
San Patricio County,11/6/2018,General Election,,,106,1750,United States Senator,Neal M. Dikeman,LIB,2,8
San Patricio County,11/6/2018,General Election,,,106,1750,"United States Representative, District No. 27",Michael Cloud,REP,266,134
San Patricio County,11/6/2018,General Election,,,106,1750,"United States Representative, District No. 27",Eric Holguin,DEM,117,101
San Patricio County,11/6/2018,General Election,,,106,1750,"United States Representative, District No. 27",Daniel Tinus,LIB,3,6
San Patricio County,11/6/2018,General Election,,,106,1750,"United States Representative, District No. 27",James Duerr,IND,6,2
San Patricio County,11/6/2018,General Election,,,106,1750,Governor,Greg Abbott,REP,285,158
San Patricio County,11/6/2018,General Election,,,106,1750,Governor,Lupe Valdez,DEM,107,83
San Patricio County,11/6/2018,General Election,,,106,1750,Governor,Mark Jay Tippetts,LIB,4,6
San Patricio County,11/6/2018,General Election,,,106,1750,Lieutenant Governor,Dan Patrick,REP,267,138
San Patricio County,11/6/2018,General Election,,,106,1750,Lieutenant Governor,Mike Collier,DEM,121,95
San Patricio County,11/6/2018,General Election,,,106,1750,Lieutenant Governor,Kerry Douglas McKennon,LIB,6,9
San Patricio County,11/6/2018,General Election,,,106,1750,Attorney General,Ken Paxton,REP,264,141
San Patricio County,11/6/2018,General Election,,,106,1750,Attorney General,Justin Nelson,DEM,123,96
San Patricio County,11/6/2018,General Election,,,106,1750,Attorney General,Michael Ray Harris,LIB,6,9
San Patricio County,11/6/2018,General Election,,,106,1750,Comptroller of Public Accounts,Glenn Hegar,REP,276,133
San Patricio County,11/6/2018,General Election,,,106,1750,Comptroller of Public Accounts,Joi Chevalier,DEM,110,91
San Patricio County,11/6/2018,General Election,,,106,1750,Comptroller of Public Accounts,Ben Sanders,LIB,8,20
San Patricio County,11/6/2018,General Election,,,106,1750,Commissioner of the General Land Office,George P. Bush,REP,260,141
San Patricio County,11/6/2018,General Election,,,106,1750,Commissioner of the General Land Office,Miguel Suazo,DEM,119,94
San Patricio County,11/6/2018,General Election,,,106,1750,Commissioner of the General Land Office,Matt Pina,LIB,13,11
San Patricio County,11/6/2018,General Election,,,106,1750,Commissioner of Agriculture,Sid Miller,REP,260,131
San Patricio County,11/6/2018,General Election,,,106,1750,Commissioner of Agriculture,Kim Olson,DEM,123,102
San Patricio County,11/6/2018,General Election,,,106,1750,Commissioner of Agriculture,Richard Carpenter,LIB,11,12
San Patricio County,11/6/2018,General Election,,,106,1750,Railroad Commissioner,Christi Craddick,REP,268,136
San Patricio County,11/6/2018,General Election,,,106,1750,Railroad Commissioner,Roman McAllen,DEM,117,94
San Patricio County,11/6/2018,General Election,,,106,1750,Railroad Commissioner,Mike Wright,LIB,9,16
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,268,142
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,125,102
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, Supreme Court, Place 4",John Devine,REP,271,141
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,120,101
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, Supreme Court, Place 6",Jeff Brown,REP,270,142
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,125,102
San Patricio County,11/6/2018,General Election,,,106,1750,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,266,134
San Patricio County,11/6/2018,General Election,,,106,1750,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,122,101
San Patricio County,11/6/2018,General Election,,,106,1750,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,8,11
San Patricio County,11/6/2018,General Election,,,106,1750,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,271,141
San Patricio County,11/6/2018,General Election,,,106,1750,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,123,103
San Patricio County,11/6/2018,General Election,,,106,1750,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,289,156
San Patricio County,11/6/2018,General Election,,,106,1750,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,50,48
San Patricio County,11/6/2018,General Election,,,106,1750,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,270,136
San Patricio County,11/6/2018,General Election,,,106,1750,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,123,108
San Patricio County,11/6/2018,General Election,,,106,1750,"State Representative, District No. 43",J.M. Lozano,REP,277,148
San Patricio County,11/6/2018,General Election,,,106,1750,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,115,95
San Patricio County,11/6/2018,General Election,,,106,1750,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,264,138
San Patricio County,11/6/2018,General Election,,,106,1750,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,128,106
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,271,136
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,123,110
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,266,138
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,126,104
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,273,141
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,121,102
San Patricio County,11/6/2018,General Election,,,106,1750,"District Judge, 36th Judicial District",Starr Bauer,REP,292,170
San Patricio County,11/6/2018,General Election,,,106,1750,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,293,172
San Patricio County,11/6/2018,General Election,,,106,1750,County Judge,David R. Krebs,REP,295,174
San Patricio County,11/6/2018,General Election,,,106,1750,"Judge, County Court-at-Law",Elizabeth Welborn,REP,298,185
San Patricio County,11/6/2018,General Election,,,106,1750,District Clerk,Heather Marks,REP,294,175
San Patricio County,11/6/2018,General Election,,,106,1750,County Clerk,Gracie Alaniz-Gonzales,DEM,170,130
San Patricio County,11/6/2018,General Election,,,106,1750,County Treasurer,Denise Janak,REP,293,174
San Patricio County,11/6/2018,General Election,,,106,1750,County Surveyor,Julius Petrus,REP,293,171
San Patricio County,11/6/2018,General Election,,,106,1750,"Justice of the Peace, Precinct No. 6",Susan Price,REP,294,173
San Patricio County,11/6/2018,General Election,,,107,239,Straight-Party,Republican Party,REP,33,33
