political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,partycode,early_votes,election_votes
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Commissioner of Agriculture,Kim Olson,DEM,282,88
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Commissioner of Agriculture,Richard Carpenter,LIB,32,19
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Railroad Commissioner,Christi Craddick,REP,1459,359
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Railroad Commissioner,Roman McAllen,DEM,236,68
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Railroad Commissioner,Mike Wright,LIB,37,21
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1465,361
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,270,81
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Justice, Supreme Court, Place 4",John Devine,REP,1461,365
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,271,80
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1467,363
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,267,82
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1444,352
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,250,68
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,35,23
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1468,373
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,256,73
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1519,381
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,153,56
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"State Senator, District 31",Kel Seliger,REP,1524,368
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"State Senator, District 31",Jack B. Westbrook,LIB,180,74
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"State Representative, District 86",John Smithee,REP,1507,365
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"State Representative, District 86",Mike Purcell,DEM,242,84
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,1583,410
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,1582,409
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"District Judge, 47th Judicial District",Dan L. Schaap,REP,1569,407
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"District Judge, 181st Judicial District",John B. Board,REP,1565,406
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,1570,407
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,Criminal District Attorney,Robert Love,REP,1564,406
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,County Judge,Ernie Houdashell,REP,1576,402
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Judge, County Court at Law 1",James W. Anderson,REP,1571,404
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Judge, County Court at Law 2",Matt Martindale,REP,1576,403
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,District Clerk,Joel Forbis,REP,1561,405
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,County Clerk,Susan Allen,REP,1568,404
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,County Treasurer,Angie Parker,REP,1567,408
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Justice of the Peace, Precinct 1",J. Tracy Byrd,REP,1577,407
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Constable, Precinct 1, Unexpired Term",Richard Beals,REP,1533,394
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Constable, Precinct 1, Unexpired Term","Patrick ""Tinsley"" Tinsley",,21,6
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Constable, Precinct 1, Unexpired Term",Rejected write-ins,,7,3
Randall County,11/6/2018,General Election,10,6,307 CISD,3482,"Constable, Precinct 1, Unexpired Term",Unassigned write-ins,,0,0
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Straight Party,Republican Party,REP,920,372
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Straight Party,Democratic Party,DEM,86,33
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Straight Party,Libertarian Party,LIB,2,2
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,United States Senator,Ted Cruz,REP,1195,465
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,United States Senator,Beto O'Rourke,DEM,143,70
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,United States Senator,Neal M. Dikeman,LIB,6,5
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"United States Representative, District 13",Mac Thornberry,REP,1204,480
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"United States Representative, District 13",Greg Sagan,DEM,125,52
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"United States Representative, District 13",Calvin DeWeese,LIB,14,8
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Governor,Greg Abbott,REP,1202,477
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Governor,Lupe Valdez,DEM,132,55
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Governor,Mark Jay Tippetts,LIB,13,8
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Lieutenant Governor,Dan Patrick,REP,1165,460
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Lieutenant Governor,Mike Collier,DEM,159,66
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Lieutenant Governor,Kerry Douglas McKennon,LIB,20,15
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Attorney General,Ken Paxton,REP,1172,457
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Attorney General,Justin Nelson,DEM,146,65
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Attorney General,Michael Ray Harris,LIB,21,19
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Comptroller of Public Accounts,Glenn Hegar,REP,1191,464
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Comptroller of Public Accounts,Joi Chevalier,DEM,127,53
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Comptroller of Public Accounts,Ben Sanders,LIB,23,20
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Commissioner of the General Land Office,George P. Bush,REP,1171,466
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Commissioner of the General Land Office,Miguel Suazo,DEM,125,53
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Commissioner of the General Land Office,Matt Pina,LIB,42,21
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Commissioner of Agriculture,Sid Miller,REP,1175,464
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Commissioner of Agriculture,Kim Olson,DEM,139,61
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Commissioner of Agriculture,Richard Carpenter,LIB,22,13
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Railroad Commissioner,Christi Craddick,REP,1179,466
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Railroad Commissioner,Roman McAllen,DEM,126,57
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Railroad Commissioner,Mike Wright,LIB,32,15
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1196,471
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,143,66
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Justice, Supreme Court, Place 4",John Devine,REP,1201,475
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,138,59
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1196,470
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,146,66
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1183,466
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,136,55
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,22,14
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1198,474
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,141,59
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1210,476
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,90,44
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"State Senator, District 31",Kel Seliger,REP,1180,467
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"State Senator, District 31",Jack B. Westbrook,LIB,126,63
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"State Representative, District 86",John Smithee,REP,1199,474
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"State Representative, District 86",Mike Purcell,DEM,137,64
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,1246,500
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,1243,499
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"District Judge, 47th Judicial District",Dan L. Schaap,REP,1238,498
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"District Judge, 181st Judicial District",John B. Board,REP,1237,497
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,1238,499
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,Criminal District Attorney,Robert Love,REP,1233,498
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,County Judge,Ernie Houdashell,REP,1225,500
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Judge, County Court at Law 1",James W. Anderson,REP,1230,497
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Judge, County Court at Law 2",Matt Martindale,REP,1236,502
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,District Clerk,Joel Forbis,REP,1231,499
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,County Clerk,Susan Allen,REP,1231,497
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,County Treasurer,Angie Parker,REP,1232,501
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Justice of the Peace, Precinct 1",J. Tracy Byrd,REP,1231,502
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Constable, Precinct 1, Unexpired Term",Richard Beals,REP,1222,496
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Constable, Precinct 1, Unexpired Term","Patrick ""Tinsley"" Tinsley",,7,3
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Constable, Precinct 1, Unexpired Term",Rejected write-ins,,4,0
Randall County,11/6/2018,General Election,14,3,309 CISD,4007,"Constable, Precinct 1, Unexpired Term",Unassigned write-ins,,0,0
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Straight Party,Republican Party,REP,1544,370
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Straight Party,Democratic Party,DEM,217,63
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Straight Party,Libertarian Party,LIB,4,4
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,United States Senator,Ted Cruz,REP,2071,532
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,United States Senator,Beto O'Rourke,DEM,435,139
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,United States Senator,Neal M. Dikeman,LIB,15,7
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"United States Representative, District 13",Mac Thornberry,REP,2141,560
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"United States Representative, District 13",Greg Sagan,DEM,347,99
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"United States Representative, District 13",Calvin DeWeese,LIB,28,20
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Governor,Greg Abbott,REP,2116,557
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Governor,Lupe Valdez,DEM,369,111
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Governor,Mark Jay Tippetts,LIB,31,12
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Lieutenant Governor,Dan Patrick,REP,2001,516
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Lieutenant Governor,Mike Collier,DEM,461,138
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Lieutenant Governor,Kerry Douglas McKennon,LIB,50,25
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Attorney General,Ken Paxton,REP,2013,508
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Attorney General,Justin Nelson,DEM,440,134
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Attorney General,Michael Ray Harris,LIB,46,25
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Comptroller of Public Accounts,Glenn Hegar,REP,2074,517
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Comptroller of Public Accounts,Joi Chevalier,DEM,365,110
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Comptroller of Public Accounts,Ben Sanders,LIB,52,37
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Commissioner of the General Land Office,George P. Bush,REP,2056,528
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Commissioner of the General Land Office,Miguel Suazo,DEM,362,106
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Commissioner of the General Land Office,Matt Pina,LIB,84,33
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Commissioner of Agriculture,Sid Miller,REP,2031,513
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Commissioner of Agriculture,Kim Olson,DEM,410,131
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Commissioner of Agriculture,Richard Carpenter,LIB,49,21
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Railroad Commissioner,Christi Craddick,REP,2088,537
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Railroad Commissioner,Roman McAllen,DEM,359,102
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Railroad Commissioner,Mike Wright,LIB,48,25
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,2087,532
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,408,128
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Justice, Supreme Court, Place 4",John Devine,REP,2086,539
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,403,122
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Justice, Supreme Court, Place 6",Jeff Brown,REP,2092,529
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,405,132
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,2075,522
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,377,121
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,42,19
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,2101,539
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,384,119
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,2156,559
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,231,82
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"State Senator, District 31",Kel Seliger,REP,2165,566
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"State Senator, District 31",Jack B. Westbrook,LIB,252,92
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"State Representative, District 86",John Smithee,REP,2123,552
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"State Representative, District 86",Mike Purcell,DEM,373,119
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,2231,606
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,2226,606
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"District Judge, 47th Judicial District",Dan L. Schaap,REP,2226,600
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"District Judge, 181st Judicial District",John B. Board,REP,2222,600
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,2214,604
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,Criminal District Attorney,Robert Love,REP,2213,599
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,County Judge,Ernie Houdashell,REP,2227,606
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Judge, County Court at Law 1",James W. Anderson,REP,2212,600
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Judge, County Court at Law 2",Matt Martindale,REP,2218,603
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,District Clerk,Joel Forbis,REP,2224,601
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,County Clerk,Susan Allen,REP,2224,601
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,County Treasurer,Angie Parker,REP,2223,601
Randall County,11/6/2018,General Election,29,11,324 CISD,5114,"Justice of the Peace, Precinct 4",Clay Houdashell,REP,2215,603
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Straight Party,Republican Party,REP,1093,411
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Straight Party,Democratic Party,DEM,100,45
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Straight Party,Libertarian Party,LIB,5,3
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,United States Senator,Ted Cruz,REP,1506,530
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,United States Senator,Beto O'Rourke,DEM,200,80
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,United States Senator,Neal M. Dikeman,LIB,7,6
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"United States Representative, District 13",Mac Thornberry,REP,1523,534
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"United States Representative, District 13",Greg Sagan,DEM,158,70
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"United States Representative, District 13",Calvin DeWeese,LIB,19,13
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Governor,Greg Abbott,REP,1535,542
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Governor,Lupe Valdez,DEM,161,69
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Governor,Mark Jay Tippetts,LIB,14,5
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Lieutenant Governor,Dan Patrick,REP,1452,494
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Lieutenant Governor,Mike Collier,DEM,227,100
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Lieutenant Governor,Kerry Douglas McKennon,LIB,27,16
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Attorney General,Ken Paxton,REP,1488,522
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Attorney General,Justin Nelson,DEM,193,77
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Attorney General,Michael Ray Harris,LIB,24,11
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Comptroller of Public Accounts,Glenn Hegar,REP,1507,524
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Comptroller of Public Accounts,Joi Chevalier,DEM,159,69
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Comptroller of Public Accounts,Ben Sanders,LIB,31,12
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Commissioner of the General Land Office,George P. Bush,REP,1482,523
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Commissioner of the General Land Office,Miguel Suazo,DEM,167,66
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Commissioner of the General Land Office,Matt Pina,LIB,46,21
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Commissioner of Agriculture,Sid Miller,REP,1484,516
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Commissioner of Agriculture,Kim Olson,DEM,184,82
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Commissioner of Agriculture,Richard Carpenter,LIB,29,11
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Railroad Commissioner,Christi Craddick,REP,1488,526
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Railroad Commissioner,Roman McAllen,DEM,164,67
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Railroad Commissioner,Mike Wright,LIB,40,16
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1506,525
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,187,77
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Justice, Supreme Court, Place 4",John Devine,REP,1510,523
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,182,81
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1510,524
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,184,81
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1496,520
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,169,75
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,26,13
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1513,528
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,177,76
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1530,541
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,119,48
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"State Senator, District 31",Kel Seliger,REP,1522,540
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"State Senator, District 31",Jack B. Westbrook,LIB,139,59
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"State Representative, District 86",John Smithee,REP,1518,531
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"State Representative, District 86",Mike Purcell,DEM,177,77
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,1565,572
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,1563,572
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"District Judge, 47th Judicial District",Dan L. Schaap,REP,1562,567
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"District Judge, 181st Judicial District",John B. Board,REP,1558,571
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,1559,570
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,Criminal District Attorney,Robert Love,REP,1559,566
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,County Judge,Ernie Houdashell,REP,1556,569
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Judge, County Court at Law 1",James W. Anderson,REP,1552,565
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Judge, County Court at Law 2",Matt Martindale,REP,1563,567
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,District Clerk,Joel Forbis,REP,1559,562
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,County Clerk,Susan Allen,REP,1558,567
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,County Treasurer,Angie Parker,REP,1555,565
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Justice of the Peace, Precinct 1",J. Tracy Byrd,REP,1561,569
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Constable, Precinct 1, Unexpired Term",Richard Beals,REP,1541,564
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Constable, Precinct 1, Unexpired Term","Patrick ""Tinsley"" Tinsley",,15,3
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Constable, Precinct 1, Unexpired Term",Rejected write-ins,,4,0
Randall County,11/6/2018,General Election,10,3,325 CISD,3726,"Constable, Precinct 1, Unexpired Term",Unassigned write-ins,,0,0
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,Straight Party,Republican Party,REP,970,405
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,Straight Party,Democratic Party,DEM,201,79
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,Straight Party,Libertarian Party,LIB,5,3
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,United States Senator,Ted Cruz,REP,1298,525
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,United States Senator,Beto O'Rourke,DEM,351,164
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,United States Senator,Neal M. Dikeman,LIB,8,5
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,"United States Representative, District 13",Mac Thornberry,REP,1338,551
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,"United States Representative, District 13",Greg Sagan,DEM,292,123
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,"United States Representative, District 13",Calvin DeWeese,LIB,16,15
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,Governor,Greg Abbott,REP,1334,559
Randall County,11/6/2018,General Election,30,7,415 CISD,4668,Governor,Lupe Valdez,DEM,302,126
