political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
,11/8/2022,General Election,116,29,9,1527,Railroad Commissioner,Hunter Wayne Crow,GRN,4,3
,11/8/2022,General Election,116,29,9,1527,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,93,45
,11/8/2022,General Election,116,29,9,1527,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,290,85
,11/8/2022,General Election,116,29,9,1527,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,9,7
,11/8/2022,General Election,116,29,9,1527,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,95,40
,11/8/2022,General Election,116,29,9,1527,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,291,98
,11/8/2022,General Election,116,29,9,1527,"Justice, Supreme Court, Place 9",Evan Young,REP,87,40
,11/8/2022,General Election,116,29,9,1527,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,304,96
,11/8/2022,General Election,116,29,9,1527,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,93,44
,11/8/2022,General Election,116,29,9,1527,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,298,94
,11/8/2022,General Election,116,29,9,1527,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,97,44
,11/8/2022,General Election,116,29,9,1527,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,294,92
,11/8/2022,General Election,116,29,9,1527,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",REP,84,39
,11/8/2022,General Election,116,29,9,1527,"Member, State Board of Education, District No. 1",Melissa N. Ortega,DEM,308,98
,11/8/2022,General Election,116,29,9,1527,"State Senator, District No. 19",Robert Garza,REP,92,41
,11/8/2022,General Election,116,29,9,1527,"State Senator, District No. 19",Roland Gutierrez,DEM,306,101
,11/8/2022,General Election,116,29,9,1527,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,REP,89,40
,11/8/2022,General Election,116,29,9,1527,"Justice, 4th Court of Appeals District, Place No. 6",Irene Rios,DEM,300,98
,11/8/2022,General Election,116,29,9,1527,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,REP,96,43
,11/8/2022,General Election,116,29,9,1527,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term","Rebecca ""Beckie"" Palomo",DEM,294,94
,11/8/2022,General Election,116,29,9,1527,County Judge,Patrick McGrew,REP,89,44
,11/8/2022,General Election,116,29,9,1527,County Judge,Bill Mitchell,DEM,318,97
,11/8/2022,General Election,116,29,9,1527,County Clerk,Donna M. Williams,REP,94,44
,11/8/2022,General Election,116,29,9,1527,County Clerk,Valerie Del Toro Romero,DEM,310,99
,11/8/2022,General Election,116,29,9,1527,"County Commissioner,  Precinct No. 4",Jose F. Suarez,REP,66,37
,11/8/2022,General Election,116,29,9,1527,"County Commissioner,  Precinct No. 4","Ronald ""Ronnie"" Garza",DEM,347,106
,11/8/2022,General Election,116,29,10,1055,"United States Representative, District No. 23",Tony Gonzales,REP,128,45
,11/8/2022,General Election,116,29,10,1055,"United States Representative, District No. 23",John Lira,DEM,118,60
,11/8/2022,General Election,116,29,10,1055,"United States Representative, District No. 23",Frank Lopez Jr.,IND,23,6
,11/8/2022,General Election,116,29,10,1055,Governor,Greg Abbott,REP,117,41
,11/8/2022,General Election,116,29,10,1055,Governor,Beto O'Rourke,DEM,150,66
,11/8/2022,General Election,116,29,10,1055,Governor,Mark Tippetts,LIB,1,3
,11/8/2022,General Election,116,29,10,1055,Governor,Delilah Barrios,GRN,6,2
,11/8/2022,General Election,116,29,10,1055,Governor,Jacqueline Abernathy,,1,0
,11/8/2022,General Election,116,29,10,1055,Governor,Mark V. Goloby,,0,1
,11/8/2022,General Election,116,29,10,1055,Governor,Rejected write-ins,,0,0
,11/8/2022,General Election,116,29,10,1055,Governor,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,10,1055,Lieutenant Governor,Dan Patrick,REP,109,35
,11/8/2022,General Election,116,29,10,1055,Lieutenant Governor,Mike Collier,DEM,145,73
,11/8/2022,General Election,116,29,10,1055,Lieutenant Governor,Shanna Steele,LIB,13,5
,11/8/2022,General Election,116,29,10,1055,Attorney General,Ken Paxton,REP,109,36
,11/8/2022,General Election,116,29,10,1055,Attorney General,Rochelle Mercedes Garza,DEM,149,74
,11/8/2022,General Election,116,29,10,1055,Attorney General,Mark Ash,LIB,10,3
,11/8/2022,General Election,116,29,10,1055,Comptroller of Public Accounts,Glenn Hegar,REP,116,35
,11/8/2022,General Election,116,29,10,1055,Comptroller of Public Accounts,Janet T. Dudding,DEM,131,68
,11/8/2022,General Election,116,29,10,1055,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,16,10
,11/8/2022,General Election,116,29,10,1055,Commissioner of the General Land Office,Dawn Buckingham,REP,104,32
,11/8/2022,General Election,116,29,10,1055,Commissioner of the General Land Office,Jay Kleberg,DEM,145,72
,11/8/2022,General Election,116,29,10,1055,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,7,5
,11/8/2022,General Election,116,29,10,1055,Commissioner of the General Land Office,Carrie Evelyn Menger,,2,2
,11/8/2022,General Election,116,29,10,1055,Commissioner of the General Land Office,Rejected write-ins,,2,0
,11/8/2022,General Election,116,29,10,1055,Commissioner of the General Land Office,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,10,1055,Commissioner of Agriculture,Sid Miller,REP,109,37
,11/8/2022,General Election,116,29,10,1055,Commissioner of Agriculture,Susan Hays,DEM,152,75
,11/8/2022,General Election,116,29,10,1055,Railroad Commissioner,Wayne Christian,REP,105,32
,11/8/2022,General Election,116,29,10,1055,Railroad Commissioner,Luke Warford,DEM,137,68
,11/8/2022,General Election,116,29,10,1055,Railroad Commissioner,Jaime Andres Diez,LIB,14,11
,11/8/2022,General Election,116,29,10,1055,Railroad Commissioner,Hunter Wayne Crow,GRN,1,0
,11/8/2022,General Election,116,29,10,1055,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,112,33
,11/8/2022,General Election,116,29,10,1055,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,146,75
,11/8/2022,General Election,116,29,10,1055,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,4,4
,11/8/2022,General Election,116,29,10,1055,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,114,36
,11/8/2022,General Election,116,29,10,1055,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,145,77
,11/8/2022,General Election,116,29,10,1055,"Justice, Supreme Court, Place 9",Evan Young,REP,108,30
,11/8/2022,General Election,116,29,10,1055,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,153,81
,11/8/2022,General Election,116,29,10,1055,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,111,35
,11/8/2022,General Election,116,29,10,1055,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,152,78
,11/8/2022,General Election,116,29,10,1055,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,112,38
,11/8/2022,General Election,116,29,10,1055,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,150,75
,11/8/2022,General Election,116,29,10,1055,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",REP,99,34
,11/8/2022,General Election,116,29,10,1055,"Member, State Board of Education, District No. 1",Melissa N. Ortega,DEM,163,78
,11/8/2022,General Election,116,29,10,1055,"State Senator, District No. 19",Robert Garza,REP,110,40
,11/8/2022,General Election,116,29,10,1055,"State Senator, District No. 19",Roland Gutierrez,DEM,161,75
,11/8/2022,General Election,116,29,10,1055,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,REP,111,40
,11/8/2022,General Election,116,29,10,1055,"Justice, 4th Court of Appeals District, Place No. 6",Irene Rios,DEM,150,73
,11/8/2022,General Election,116,29,10,1055,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,REP,107,40
,11/8/2022,General Election,116,29,10,1055,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term","Rebecca ""Beckie"" Palomo",DEM,152,73
,11/8/2022,General Election,116,29,10,1055,County Judge,Patrick McGrew,REP,78,28
,11/8/2022,General Election,116,29,10,1055,County Judge,Bill Mitchell,DEM,194,86
,11/8/2022,General Election,116,29,10,1055,County Clerk,Donna M. Williams,REP,102,35
,11/8/2022,General Election,116,29,10,1055,County Clerk,Valerie Del Toro Romero,DEM,176,78
,11/8/2022,General Election,116,29,10,1055,"County Commissioner,  Precinct No. 2",Mariano Pargas Jr.,DEM,119,41
,11/8/2022,General Election,116,29,10,1055,"County Commissioner,  Precinct No. 2",Diana Olvedo-Karau,,10,4
,11/8/2022,General Election,116,29,10,1055,"County Commissioner,  Precinct No. 2",Javier J. Cazares,,35,37
,11/8/2022,General Election,116,29,10,1055,"County Commissioner,  Precinct No. 2",Julio Valdez,,64,18
,11/8/2022,General Election,116,29,10,1055,"County Commissioner,  Precinct No. 2",Rejected write-ins,,12,0
,11/8/2022,General Election,116,29,10,1055,"County Commissioner,  Precinct No. 2",Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,10,1055,"Justice of the Peace, Precinct No. 6",Robert A. Moss,REP,121,40
,11/8/2022,General Election,116,29,10,1055,"Justice of the Peace, Precinct No. 6",Neto Luna,DEM,150,73
,11/8/2022,General Election,116,29,11,601,"United States Representative, District No. 23",Tony Gonzales,REP,99,116
,11/8/2022,General Election,116,29,11,601,"United States Representative, District No. 23",John Lira,DEM,35,13
,11/8/2022,General Election,116,29,11,601,"United States Representative, District No. 23",Frank Lopez Jr.,IND,10,17
,11/8/2022,General Election,116,29,11,601,Governor,Greg Abbott,REP,100,126
,11/8/2022,General Election,116,29,11,601,Governor,Beto O'Rourke,DEM,45,19
,11/8/2022,General Election,116,29,11,601,Governor,Mark Tippetts,LIB,1,2
,11/8/2022,General Election,116,29,11,601,Governor,Delilah Barrios,GRN,0,2
,11/8/2022,General Election,116,29,11,601,Governor,Jacqueline Abernathy,,0,0
,11/8/2022,General Election,116,29,11,601,Governor,Mark V. Goloby,,0,0
,11/8/2022,General Election,116,29,11,601,Governor,Rejected write-ins,,0,0
,11/8/2022,General Election,116,29,11,601,Governor,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,11,601,Lieutenant Governor,Dan Patrick,REP,98,127
,11/8/2022,General Election,116,29,11,601,Lieutenant Governor,Mike Collier,DEM,43,17
,11/8/2022,General Election,116,29,11,601,Lieutenant Governor,Shanna Steele,LIB,4,3
,11/8/2022,General Election,116,29,11,601,Attorney General,Ken Paxton,REP,99,121
,11/8/2022,General Election,116,29,11,601,Attorney General,Rochelle Mercedes Garza,DEM,44,20
,11/8/2022,General Election,116,29,11,601,Attorney General,Mark Ash,LIB,3,4
,11/8/2022,General Election,116,29,11,601,Comptroller of Public Accounts,Glenn Hegar,REP,102,119
,11/8/2022,General Election,116,29,11,601,Comptroller of Public Accounts,Janet T. Dudding,DEM,41,20
,11/8/2022,General Election,116,29,11,601,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,3,1
,11/8/2022,General Election,116,29,11,601,Commissioner of the General Land Office,Dawn Buckingham,REP,97,114
,11/8/2022,General Election,116,29,11,601,Commissioner of the General Land Office,Jay Kleberg,DEM,47,25
,11/8/2022,General Election,116,29,11,601,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,2
,11/8/2022,General Election,116,29,11,601,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
,11/8/2022,General Election,116,29,11,601,Commissioner of the General Land Office,Rejected write-ins,,1,0
,11/8/2022,General Election,116,29,11,601,Commissioner of the General Land Office,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,11,601,Commissioner of Agriculture,Sid Miller,REP,98,122
,11/8/2022,General Election,116,29,11,601,Commissioner of Agriculture,Susan Hays,DEM,47,21
,11/8/2022,General Election,116,29,11,601,Railroad Commissioner,Wayne Christian,REP,101,119
,11/8/2022,General Election,116,29,11,601,Railroad Commissioner,Luke Warford,DEM,42,17
,11/8/2022,General Election,116,29,11,601,Railroad Commissioner,Jaime Andres Diez,LIB,3,4
,11/8/2022,General Election,116,29,11,601,Railroad Commissioner,Hunter Wayne Crow,GRN,0,1
,11/8/2022,General Election,116,29,11,601,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,102,118
,11/8/2022,General Election,116,29,11,601,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,40,22
,11/8/2022,General Election,116,29,11,601,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,5,1
,11/8/2022,General Election,116,29,11,601,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,103,120
,11/8/2022,General Election,116,29,11,601,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,43,20
,11/8/2022,General Election,116,29,11,601,"Justice, Supreme Court, Place 9",Evan Young,REP,102,121
,11/8/2022,General Election,116,29,11,601,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,43,20
,11/8/2022,General Election,116,29,11,601,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,102,119
,11/8/2022,General Election,116,29,11,601,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,44,23
,11/8/2022,General Election,116,29,11,601,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,103,123
,11/8/2022,General Election,116,29,11,601,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,43,19
,11/8/2022,General Election,116,29,11,601,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",REP,102,117
,11/8/2022,General Election,116,29,11,601,"Member, State Board of Education, District No. 1",Melissa N. Ortega,DEM,44,24
,11/8/2022,General Election,116,29,11,601,"State Senator, District No. 19",Robert Garza,REP,96,115
,11/8/2022,General Election,116,29,11,601,"State Senator, District No. 19",Roland Gutierrez,DEM,50,27
,11/8/2022,General Election,116,29,11,601,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,REP,99,122
,11/8/2022,General Election,116,29,11,601,"Justice, 4th Court of Appeals District, Place No. 6",Irene Rios,DEM,45,18
,11/8/2022,General Election,116,29,11,601,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,REP,102,118
,11/8/2022,General Election,116,29,11,601,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term","Rebecca ""Beckie"" Palomo",DEM,43,21
,11/8/2022,General Election,116,29,11,601,County Judge,Patrick McGrew,REP,51,73
,11/8/2022,General Election,116,29,11,601,County Judge,Bill Mitchell,DEM,95,72
,11/8/2022,General Election,116,29,11,601,County Clerk,Donna M. Williams,REP,82,99
,11/8/2022,General Election,116,29,11,601,County Clerk,Valerie Del Toro Romero,DEM,66,48
,11/8/2022,General Election,116,29,12,2650,"United States Representative, District No. 23",Tony Gonzales,REP,569,216
,11/8/2022,General Election,116,29,12,2650,"United States Representative, District No. 23",John Lira,DEM,309,96
,11/8/2022,General Election,116,29,12,2650,"United States Representative, District No. 23",Frank Lopez Jr.,IND,90,33
,11/8/2022,General Election,116,29,12,2650,Governor,Greg Abbott,REP,571,220
,11/8/2022,General Election,116,29,12,2650,Governor,Beto O'Rourke,DEM,392,116
,11/8/2022,General Election,116,29,12,2650,Governor,Mark Tippetts,LIB,5,8
,11/8/2022,General Election,116,29,12,2650,Governor,Delilah Barrios,GRN,7,3
,11/8/2022,General Election,116,29,12,2650,Governor,Jacqueline Abernathy,,1,2
,11/8/2022,General Election,116,29,12,2650,Governor,Mark V. Goloby,,0,0
,11/8/2022,General Election,116,29,12,2650,Governor,Rejected write-ins,,0,1
,11/8/2022,General Election,116,29,12,2650,Governor,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,12,2650,Lieutenant Governor,Dan Patrick,REP,556,222
,11/8/2022,General Election,116,29,12,2650,Lieutenant Governor,Mike Collier,DEM,382,113
,11/8/2022,General Election,116,29,12,2650,Lieutenant Governor,Shanna Steele,LIB,26,12
,11/8/2022,General Election,116,29,12,2650,Attorney General,Ken Paxton,REP,559,213
,11/8/2022,General Election,116,29,12,2650,Attorney General,Rochelle Mercedes Garza,DEM,382,120
,11/8/2022,General Election,116,29,12,2650,Attorney General,Mark Ash,LIB,25,13
,11/8/2022,General Election,116,29,12,2650,Comptroller of Public Accounts,Glenn Hegar,REP,574,215
,11/8/2022,General Election,116,29,12,2650,Comptroller of Public Accounts,Janet T. Dudding,DEM,338,104
,11/8/2022,General Election,116,29,12,2650,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,49,22
,11/8/2022,General Election,116,29,12,2650,Commissioner of the General Land Office,Dawn Buckingham,REP,557,203
,11/8/2022,General Election,116,29,12,2650,Commissioner of the General Land Office,Jay Kleberg,DEM,381,127
,11/8/2022,General Election,116,29,12,2650,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,21,9
,11/8/2022,General Election,116,29,12,2650,Commissioner of the General Land Office,Carrie Evelyn Menger,,2,0
,11/8/2022,General Election,116,29,12,2650,Commissioner of the General Land Office,Rejected write-ins,,0,0
,11/8/2022,General Election,116,29,12,2650,Commissioner of the General Land Office,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,12,2650,Commissioner of Agriculture,Sid Miller,REP,567,210
,11/8/2022,General Election,116,29,12,2650,Commissioner of Agriculture,Susan Hays,DEM,396,133
,11/8/2022,General Election,116,29,12,2650,Railroad Commissioner,Wayne Christian,REP,564,209
,11/8/2022,General Election,116,29,12,2650,Railroad Commissioner,Luke Warford,DEM,346,107
,11/8/2022,General Election,116,29,12,2650,Railroad Commissioner,Jaime Andres Diez,LIB,42,18
,11/8/2022,General Election,116,29,12,2650,Railroad Commissioner,Hunter Wayne Crow,GRN,9,6
,11/8/2022,General Election,116,29,12,2650,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,572,211
,11/8/2022,General Election,116,29,12,2650,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,374,121
,11/8/2022,General Election,116,29,12,2650,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,18,12
,11/8/2022,General Election,116,29,12,2650,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,579,217
,11/8/2022,General Election,116,29,12,2650,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,386,123
,11/8/2022,General Election,116,29,12,2650,"Justice, Supreme Court, Place 9",Evan Young,REP,556,207
,11/8/2022,General Election,116,29,12,2650,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,408,135
,11/8/2022,General Election,116,29,12,2650,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,577,219
,11/8/2022,General Election,116,29,12,2650,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,388,120
,11/8/2022,General Election,116,29,12,2650,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,584,217
,11/8/2022,General Election,116,29,12,2650,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,381,122
,11/8/2022,General Election,116,29,12,2650,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",REP,553,206
,11/8/2022,General Election,116,29,12,2650,"Member, State Board of Education, District No. 1",Melissa N. Ortega,DEM,411,138
,11/8/2022,General Election,116,29,12,2650,"State Senator, District No. 19",Robert Garza,REP,547,211
,11/8/2022,General Election,116,29,12,2650,"State Senator, District No. 19",Roland Gutierrez,DEM,416,134
,11/8/2022,General Election,116,29,12,2650,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,REP,566,215
,11/8/2022,General Election,116,29,12,2650,"Justice, 4th Court of Appeals District, Place No. 6",Irene Rios,DEM,392,125
,11/8/2022,General Election,116,29,12,2650,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,REP,570,223
,11/8/2022,General Election,116,29,12,2650,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term","Rebecca ""Beckie"" Palomo",DEM,389,118
,11/8/2022,General Election,116,29,12,2650,County Judge,Patrick McGrew,REP,356,176
,11/8/2022,General Election,116,29,12,2650,County Judge,Bill Mitchell,DEM,607,173
,11/8/2022,General Election,116,29,12,2650,County Clerk,Donna M. Williams,REP,485,193
,11/8/2022,General Election,116,29,12,2650,County Clerk,Valerie Del Toro Romero,DEM,481,155
,11/8/2022,General Election,116,29,12,2650,"Justice of the Peace,  Precinct No. 1",Steven T. Kennedy,REP,750,281
,11/8/2022,General Election,116,29,12,2650,"Justice of the Peace,  Precinct No. 1",Tina Ann Quintanilla Taylor,,71,20
,11/8/2022,General Election,116,29,12,2650,"Justice of the Peace,  Precinct No. 1",Rejected write-ins,,22,7
,11/8/2022,General Election,116,29,12,2650,"Justice of the Peace,  Precinct No. 1",Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,"United States Representative, District No. 23",Tony Gonzales,REP,3,2
,11/8/2022,General Election,116,29,12 - ISD,15,"United States Representative, District No. 23",John Lira,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,"United States Representative, District No. 23",Frank Lopez Jr.,IND,3,0
,11/8/2022,General Election,116,29,12 - ISD,15,Governor,Greg Abbott,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,Governor,Beto O'Rourke,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,Governor,Mark Tippetts,LIB,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Governor,Delilah Barrios,GRN,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Governor,Jacqueline Abernathy,,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Governor,Mark V. Goloby,,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Governor,Rejected write-ins,,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Governor,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Lieutenant Governor,Dan Patrick,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,Lieutenant Governor,Mike Collier,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,Lieutenant Governor,Shanna Steele,LIB,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Attorney General,Ken Paxton,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,Attorney General,Rochelle Mercedes Garza,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,Attorney General,Mark Ash,LIB,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Comptroller of Public Accounts,Glenn Hegar,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,Comptroller of Public Accounts,Janet T. Dudding,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Commissioner of the General Land Office,Dawn Buckingham,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,Commissioner of the General Land Office,Jay Kleberg,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Commissioner of the General Land Office,Rejected write-ins,,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Commissioner of the General Land Office,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Commissioner of Agriculture,Sid Miller,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,Commissioner of Agriculture,Susan Hays,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,Railroad Commissioner,Wayne Christian,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,Railroad Commissioner,Luke Warford,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,Railroad Commissioner,Jaime Andres Diez,LIB,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, Supreme Court, Place 9",Evan Young,REP,5,2
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,"Member, State Board of Education, District No. 1",Melissa N. Ortega,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,"State Senator, District No. 19",Robert Garza,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,"State Senator, District No. 19",Roland Gutierrez,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,REP,5,2
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, 4th Court of Appeals District, Place No. 6",Irene Rios,DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,REP,5,2
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term","Rebecca ""Beckie"" Palomo",DEM,2,0
,11/8/2022,General Election,116,29,12 - ISD,15,County Judge,Patrick McGrew,REP,2,1
,11/8/2022,General Election,116,29,12 - ISD,15,County Judge,Bill Mitchell,DEM,6,1
,11/8/2022,General Election,116,29,12 - ISD,15,County Clerk,Donna M. Williams,REP,4,0
,11/8/2022,General Election,116,29,12 - ISD,15,County Clerk,Valerie Del Toro Romero,DEM,4,2
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice of the Peace,  Precinct No. 1",Steven T. Kennedy,REP,6,2
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice of the Peace,  Precinct No. 1",Tina Ann Quintanilla Taylor,,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice of the Peace,  Precinct No. 1",Rejected write-ins,,0,0
,11/8/2022,General Election,116,29,12 - ISD,15,"Justice of the Peace,  Precinct No. 1",Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,13,3206,"United States Representative, District No. 23",Tony Gonzales,REP,372,122
,11/8/2022,General Election,116,29,13,3206,"United States Representative, District No. 23",John Lira,DEM,409,128
,11/8/2022,General Election,116,29,13,3206,"United States Representative, District No. 23",Frank Lopez Jr.,IND,57,24
,11/8/2022,General Election,116,29,13,3206,Governor,Greg Abbott,REP,359,118
,11/8/2022,General Election,116,29,13,3206,Governor,Beto O'Rourke,DEM,497,160
