political_subdivision,election_date,election_name,Total Provsional ballots,total provisionals ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,Absentee Voting Votes,Early Voting Votes,early_votes,election_votes
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,Commissioner of Agriculture,Sid Miller,REP,13,168,181,104
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,Commissioner of Agriculture,Susan Hays,DEM,6,11,17,8
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,Railroad Commissioner,Wayne Christian,REP,13,161,174,104
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,Railroad Commissioner,Luke Warford,DEM,6,15,21,6
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,13,163,176,103
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,7,13,20,8
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,2,1
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,13,163,176,104
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,7,14,21,8
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Justice, Supreme Court, Place 9",Evan Young,REP,13,163,176,102
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,7,14,21,8
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,13,166,179,101
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,7,14,21,9
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,13,165,178,105
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,7,14,21,6
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,10,164,174,101
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,9,14,23,10
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Amy Bryan,,9,80,89,49
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Misty Mills,,1,48,49,28
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Donny Herring,,10,54,64,33
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rusty McIntosh,,8,38,46,27
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rachel Edwards Hopkins,,3,36,39,33
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rhea Gilbert-Watts,,10,69,79,51
Palo Pinto County,11/8/2022,General ,,,16 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Cori Lee Rice,,12,99,111,66
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"United States Representative, District No. 25",Roger Williams,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Governor,Greg Abbott,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Governor,Beto O'Rourke,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Governor,Mark Tippetts,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Governor,Delilah Barrios,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Lieutenant Governor,Dan Patrick,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Lieutenant Governor,Mike Collier,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Lieutenant Governor,Shanna Steele,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Attorney General,Ken Paxton,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Attorney General,Rochelle Mercedes Garza,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Attorney General,Mark Ash,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Comptroller of Public Accounts,Glenn Hegar,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Commissioner of the General Land Office,Dawn Buckingham,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Commissioner of the General Land Office,Jay Kleberg,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Commissioner of Agriculture,Sid Miller,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Commissioner of Agriculture,Susan Hays,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Railroad Commissioner,Wayne Christian,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Railroad Commissioner,Luke Warford,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Justice, Supreme Court, Place 9",Evan Young,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,16 - COUNTY,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,17,0,"United States Representative, District No. 25",Roger Williams,REP,7,110,117,81
Palo Pinto County,11/8/2022,General ,,,17,0,Governor,Greg Abbott,REP,4,102,106,67
Palo Pinto County,11/8/2022,General ,,,17,0,Governor,Beto O'Rourke,DEM,9,33,42,32
Palo Pinto County,11/8/2022,General ,,,17,0,Governor,Mark Tippetts,LIB,0,1,1,2
Palo Pinto County,11/8/2022,General ,,,17,0,Governor,Delilah Barrios,GRN,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,17,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,17,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,17,0,Lieutenant Governor,Dan Patrick,REP,4,97,101,68
Palo Pinto County,11/8/2022,General ,,,17,0,Lieutenant Governor,Mike Collier,DEM,9,32,41,33
Palo Pinto County,11/8/2022,General ,,,17,0,Lieutenant Governor,Shanna Steele,LIB,0,3,3,1
Palo Pinto County,11/8/2022,General ,,,17,0,Attorney General,Ken Paxton,REP,3,98,101,68
Palo Pinto County,11/8/2022,General ,,,17,0,Attorney General,Rochelle Mercedes Garza,DEM,10,28,38,29
Palo Pinto County,11/8/2022,General ,,,17,0,Attorney General,Mark Ash,LIB,0,7,7,4
Palo Pinto County,11/8/2022,General ,,,17,0,Comptroller of Public Accounts,Glenn Hegar,REP,3,104,107,70
Palo Pinto County,11/8/2022,General ,,,17,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,9,25,34,29
Palo Pinto County,11/8/2022,General ,,,17,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,1,3,4,4
Palo Pinto County,11/8/2022,General ,,,17,0,Commissioner of the General Land Office,Dawn Buckingham,REP,3,98,101,71
Palo Pinto County,11/8/2022,General ,,,17,0,Commissioner of the General Land Office,Jay Kleberg,DEM,10,31,41,30
Palo Pinto County,11/8/2022,General ,,,17,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,3,3,2
Palo Pinto County,11/8/2022,General ,,,17,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,17,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,17,0,Commissioner of Agriculture,Sid Miller,REP,4,99,103,72
Palo Pinto County,11/8/2022,General ,,,17,0,Commissioner of Agriculture,Susan Hays,DEM,9,36,45,31
Palo Pinto County,11/8/2022,General ,,,17,0,Railroad Commissioner,Wayne Christian,REP,4,100,104,67
Palo Pinto County,11/8/2022,General ,,,17,0,Railroad Commissioner,Luke Warford,DEM,9,29,38,27
Palo Pinto County,11/8/2022,General ,,,17,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,2,2,3
Palo Pinto County,11/8/2022,General ,,,17,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,2,2,3
Palo Pinto County,11/8/2022,General ,,,17,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,4,99,103,68
Palo Pinto County,11/8/2022,General ,,,17,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,9,31,40,31
Palo Pinto County,11/8/2022,General ,,,17,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,2,3
Palo Pinto County,11/8/2022,General ,,,17,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,3,103,106,70
Palo Pinto County,11/8/2022,General ,,,17,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,10,30,40,31
Palo Pinto County,11/8/2022,General ,,,17,0,"Justice, Supreme Court, Place 9",Evan Young,REP,3,100,103,70
Palo Pinto County,11/8/2022,General ,,,17,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,10,32,42,32
Palo Pinto County,11/8/2022,General ,,,17,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,4,101,105,70
Palo Pinto County,11/8/2022,General ,,,17,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,8,33,41,32
Palo Pinto County,11/8/2022,General ,,,17,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,4,100,104,71
Palo Pinto County,11/8/2022,General ,,,17,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,8,31,39,30
Palo Pinto County,11/8/2022,General ,,,17,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,4,98,102,72
Palo Pinto County,11/8/2022,General ,,,17,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,8,33,41,30
Palo Pinto County,11/8/2022,General ,,,17,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,6,98,104,68
Palo Pinto County,11/8/2022,General ,,,17,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,6,37,43,34
Palo Pinto County,11/8/2022,General ,,,18,0,"United States Representative, District No. 25",Roger Williams,REP,3,21,24,78
Palo Pinto County,11/8/2022,General ,,,18,0,Governor,Greg Abbott,REP,1,21,22,74
Palo Pinto County,11/8/2022,General ,,,18,0,Governor,Beto O'Rourke,DEM,1,4,5,10
Palo Pinto County,11/8/2022,General ,,,18,0,Governor,Mark Tippetts,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,18,0,Governor,Delilah Barrios,GRN,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,18,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,18,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,18,0,Lieutenant Governor,Dan Patrick,REP,2,18,20,74
Palo Pinto County,11/8/2022,General ,,,18,0,Lieutenant Governor,Mike Collier,DEM,1,6,7,10
Palo Pinto County,11/8/2022,General ,,,18,0,Lieutenant Governor,Shanna Steele,LIB,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,18,0,Attorney General,Ken Paxton,REP,2,20,22,74
Palo Pinto County,11/8/2022,General ,,,18,0,Attorney General,Rochelle Mercedes Garza,DEM,1,4,5,8
Palo Pinto County,11/8/2022,General ,,,18,0,Attorney General,Mark Ash,LIB,0,0,0,3
Palo Pinto County,11/8/2022,General ,,,18,0,Comptroller of Public Accounts,Glenn Hegar,REP,2,20,22,74
Palo Pinto County,11/8/2022,General ,,,18,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,1,4,5,10
Palo Pinto County,11/8/2022,General ,,,18,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,18,0,Commissioner of the General Land Office,Dawn Buckingham,REP,2,20,22,76
Palo Pinto County,11/8/2022,General ,,,18,0,Commissioner of the General Land Office,Jay Kleberg,DEM,1,4,5,7
Palo Pinto County,11/8/2022,General ,,,18,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,18,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,18,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,18,0,Commissioner of Agriculture,Sid Miller,REP,3,21,24,76
Palo Pinto County,11/8/2022,General ,,,18,0,Commissioner of Agriculture,Susan Hays,DEM,0,4,4,9
Palo Pinto County,11/8/2022,General ,,,18,0,Railroad Commissioner,Wayne Christian,REP,2,19,21,76
Palo Pinto County,11/8/2022,General ,,,18,0,Railroad Commissioner,Luke Warford,DEM,1,5,6,9
Palo Pinto County,11/8/2022,General ,,,18,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,18,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,18,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,2,21,23,74
Palo Pinto County,11/8/2022,General ,,,18,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,1,4,5,10
Palo Pinto County,11/8/2022,General ,,,18,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,18,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,3,20,23,73
Palo Pinto County,11/8/2022,General ,,,18,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,4,4,11
Palo Pinto County,11/8/2022,General ,,,18,0,"Justice, Supreme Court, Place 9",Evan Young,REP,3,21,24,73
Palo Pinto County,11/8/2022,General ,,,18,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,0,4,4,11
Palo Pinto County,11/8/2022,General ,,,18,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,2,20,22,74
Palo Pinto County,11/8/2022,General ,,,18,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,1,4,5,11
Palo Pinto County,11/8/2022,General ,,,18,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,2,19,21,75
Palo Pinto County,11/8/2022,General ,,,18,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,1,5,6,10
Palo Pinto County,11/8/2022,General ,,,18,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,2,20,22,73
Palo Pinto County,11/8/2022,General ,,,18,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,1,4,5,12
Palo Pinto County,11/8/2022,General ,,,20,0,"United States Representative, District No. 25",Roger Williams,REP,3,30,33,97
Palo Pinto County,11/8/2022,General ,,,20,0,Governor,Greg Abbott,REP,3,26,29,98
Palo Pinto County,11/8/2022,General ,,,20,0,Governor,Beto O'Rourke,DEM,1,6,7,1
Palo Pinto County,11/8/2022,General ,,,20,0,Governor,Mark Tippetts,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,20,0,Governor,Delilah Barrios,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,20,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,20,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,20,0,Lieutenant Governor,Dan Patrick,REP,3,26,29,98
Palo Pinto County,11/8/2022,General ,,,20,0,Lieutenant Governor,Mike Collier,DEM,1,6,7,1
Palo Pinto County,11/8/2022,General ,,,20,0,Lieutenant Governor,Shanna Steele,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,20,0,Attorney General,Ken Paxton,REP,3,26,29,95
Palo Pinto County,11/8/2022,General ,,,20,0,Attorney General,Rochelle Mercedes Garza,DEM,1,6,7,4
Palo Pinto County,11/8/2022,General ,,,20,0,Attorney General,Mark Ash,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,20,0,Comptroller of Public Accounts,Glenn Hegar,REP,3,26,29,96
Palo Pinto County,11/8/2022,General ,,,20,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,1,6,7,2
Palo Pinto County,11/8/2022,General ,,,20,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,20,0,Commissioner of the General Land Office,Dawn Buckingham,REP,3,26,29,96
Palo Pinto County,11/8/2022,General ,,,20,0,Commissioner of the General Land Office,Jay Kleberg,DEM,1,6,7,2
Palo Pinto County,11/8/2022,General ,,,20,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,20,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,20,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,20,0,Commissioner of Agriculture,Sid Miller,REP,3,26,29,98
Palo Pinto County,11/8/2022,General ,,,20,0,Commissioner of Agriculture,Susan Hays,DEM,1,6,7,1
Palo Pinto County,11/8/2022,General ,,,20,0,Railroad Commissioner,Wayne Christian,REP,3,26,29,95
Palo Pinto County,11/8/2022,General ,,,20,0,Railroad Commissioner,Luke Warford,DEM,1,6,7,2
Palo Pinto County,11/8/2022,General ,,,20,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,20,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,20,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,3,26,29,95
Palo Pinto County,11/8/2022,General ,,,20,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,1,6,7,2
Palo Pinto County,11/8/2022,General ,,,20,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,20,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,3,25,28,96
Palo Pinto County,11/8/2022,General ,,,20,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,1,6,7,2
Palo Pinto County,11/8/2022,General ,,,20,0,"Justice, Supreme Court, Place 9",Evan Young,REP,3,26,29,96
Palo Pinto County,11/8/2022,General ,,,20,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,1,6,7,3
Palo Pinto County,11/8/2022,General ,,,20,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,3,26,29,95
Palo Pinto County,11/8/2022,General ,,,20,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,1,6,7,3
Palo Pinto County,11/8/2022,General ,,,20,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,3,26,29,95
Palo Pinto County,11/8/2022,General ,,,20,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,1,6,7,3
Palo Pinto County,11/8/2022,General ,,,20,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,3,26,29,96
Palo Pinto County,11/8/2022,General ,,,20,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,1,6,7,2
Palo Pinto County,11/8/2022,General ,,,21,0,"United States Representative, District No. 25",Roger Williams,REP,23,203,226,121
Palo Pinto County,11/8/2022,General ,,,21,0,Governor,Greg Abbott,REP,23,185,208,107
Palo Pinto County,11/8/2022,General ,,,21,0,Governor,Beto O'Rourke,DEM,3,51,54,34
Palo Pinto County,11/8/2022,General ,,,21,0,Governor,Mark Tippetts,LIB,0,0,0,5
Palo Pinto County,11/8/2022,General ,,,21,0,Governor,Delilah Barrios,GRN,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,21,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,21,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,21,0,Lieutenant Governor,Dan Patrick,REP,22,179,201,104
Palo Pinto County,11/8/2022,General ,,,21,0,Lieutenant Governor,Mike Collier,DEM,4,54,58,36
Palo Pinto County,11/8/2022,General ,,,21,0,Lieutenant Governor,Shanna Steele,LIB,0,4,4,3
Palo Pinto County,11/8/2022,General ,,,21,0,Attorney General,Ken Paxton,REP,22,182,204,105
Palo Pinto County,11/8/2022,General ,,,21,0,Attorney General,Rochelle Mercedes Garza,DEM,4,48,52,29
Palo Pinto County,11/8/2022,General ,,,21,0,Attorney General,Mark Ash,LIB,0,7,7,9
Palo Pinto County,11/8/2022,General ,,,21,0,Comptroller of Public Accounts,Glenn Hegar,REP,23,187,210,108
Palo Pinto County,11/8/2022,General ,,,21,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,3,46,49,31
Palo Pinto County,11/8/2022,General ,,,21,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,2,2,3
Palo Pinto County,11/8/2022,General ,,,21,0,Commissioner of the General Land Office,Dawn Buckingham,REP,22,188,210,106
Palo Pinto County,11/8/2022,General ,,,21,0,Commissioner of the General Land Office,Jay Kleberg,DEM,3,44,47,37
Palo Pinto County,11/8/2022,General ,,,21,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,21,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,21,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,21,0,Commissioner of Agriculture,Sid Miller,REP,23,187,210,104
Palo Pinto County,11/8/2022,General ,,,21,0,Commissioner of Agriculture,Susan Hays,DEM,3,49,52,37
Palo Pinto County,11/8/2022,General ,,,21,0,Railroad Commissioner,Wayne Christian,REP,23,180,203,108
Palo Pinto County,11/8/2022,General ,,,21,0,Railroad Commissioner,Luke Warford,DEM,3,45,48,30
Palo Pinto County,11/8/2022,General ,,,21,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,4,4,4
Palo Pinto County,11/8/2022,General ,,,21,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,4,4,1
Palo Pinto County,11/8/2022,General ,,,21,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,23,187,210,106
Palo Pinto County,11/8/2022,General ,,,21,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,3,45,48,33
Palo Pinto County,11/8/2022,General ,,,21,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,2,4
Palo Pinto County,11/8/2022,General ,,,21,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,23,189,212,107
Palo Pinto County,11/8/2022,General ,,,21,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,3,44,47,35
Palo Pinto County,11/8/2022,General ,,,21,0,"Justice, Supreme Court, Place 9",Evan Young,REP,23,184,207,111
Palo Pinto County,11/8/2022,General ,,,21,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,3,48,51,32
Palo Pinto County,11/8/2022,General ,,,21,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,23,185,208,109
Palo Pinto County,11/8/2022,General ,,,21,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,3,49,52,34
Palo Pinto County,11/8/2022,General ,,,21,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,23,187,210,108
Palo Pinto County,11/8/2022,General ,,,21,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,3,47,50,35
